EID,Xvalue,Yvalue,pressure,touchMajor,touchMinor,pointerID,fingerOrientation,actionType,time
0,905.0,1210.0,0.13333334028720856,6.0,4.0,0,0.0,0.0,2017-5-8 15:31:37:432
1,904.0,1208.0,0.12941177189350128,7.0,5.0,0,0.0,,null
2,903.8898315429688,1207.7796630859375,0.12941177189350128,7.0,5.0,0,0.0,2.0,2017-5-8 15:31:37:445
3,901.0,1203.0,0.1568627506494522,8.0,5.0,0,0.0,,null
4,895.4326171875,1185.5025634765625,0.1568627506494522,8.0,5.0,0,0.0,2.0,2017-5-8 15:31:37:462
5,894.0,1181.0,0.1568627506494522,8.0,6.0,0,0.0,,null
6,886.0,1156.0,0.16470588743686676,9.0,7.0,0,0.0,,null
7,881.5931396484375,1130.66064453125,0.16470588743686676,9.0,7.0,0,0.0,2.0,2017-5-8 15:31:37:480
8,878.0,1110.0,0.16470588743686676,10.0,7.0,0,0.0,,null
9,871.0,1053.0,0.1725490242242813,11.0,8.0,0,0.0,,null
10,868.7792358398438,1034.9168701171877,0.1725490242242813,11.0,8.0,0,0.0,2.0,2017-5-8 15:31:37:496
11,867.0,995.0,0.1764705926179886,10.0,7.0,0,0.0,,null
12,865.0,931.0,0.1764705926179886,10.0,7.0,0,0.0,,null
13,864.7114868164062,921.7669677734376,0.1764705926179886,10.0,7.0,0,0.0,2.0,2017-5-8 15:31:37:512
14,866.0,859.0,0.16470588743686676,9.0,7.0,0,0.0,,null
15,873.0174560546875,784.4398193359375,0.16470588743686676,9.0,7.0,0,0.0,2.0,2017-5-8 15:31:37:528
16,874.0,774.0,0.11764706671237946,7.0,5.0,0,0.0,2.0,2017-5-8 15:31:37:532
17,874.0,774.0,0.11764706671237946,7.0,5.0,0,0.0,1.0,2017-5-8 15:31:37:533
18,576.0,1283.0,0.1764705926179886,9.0,7.0,0,0.0,0.0,2017-5-8 15:31:38:436
19,576.0,1283.0,0.18039216101169586,11.0,8.0,0,0.0,,null
20,576.0,1283.0,0.18431372940540314,11.0,8.0,0,0.0,,null
21,576.0,1283.0,0.18431372940540314,11.0,8.0,0,0.0,2.0,2017-5-8 15:31:38:467
22,576.0,1283.0,0.18039216101169586,11.0,8.0,0,0.0,,null
23,576.0,1283.0,0.1764705926179886,11.0,8.0,0,0.0,,null
24,576.0,1283.0,0.1764705926179886,11.0,8.0,0,0.0,2.0,2017-5-8 15:31:38:534
25,576.0,1283.0,0.1725490242242813,9.0,7.0,0,0.0,,null
26,576.0,1283.0,0.1568627506494522,9.0,7.0,0,0.0,2.0,2017-5-8 15:31:38:550
27,576.0,1283.0,0.1568627506494522,9.0,7.0,0,0.0,1.0,2017-5-8 15:31:38:551
28,674.0,495.0,0.11372549831867218,7.0,4.0,0,0.0,0.0,2017-5-8 15:32:27:711
29,674.0,495.0,0.11372549831867218,6.0,4.0,0,0.0,,null
30,674.0,495.0,0.11372549831867218,6.0,4.0,0,0.0,2.0,2017-5-8 15:32:27:738
31,674.0,495.0,0.12156863510608673,7.0,5.0,0,0.0,,null
32,674.0,495.0,0.12156863510608673,7.0,5.0,0,0.0,2.0,2017-5-8 15:32:27:749
33,674.0,495.0,0.14509804546833038,7.0,5.0,0,0.0,,null
34,674.0,495.0,0.14509804546833038,7.0,5.0,0,0.0,2.0,2017-5-8 15:32:27:757
35,674.0,495.0,0.13333334028720856,7.0,5.0,0,0.0,,null
36,674.0,495.0,0.13333334028720856,7.0,5.0,0,0.0,2.0,2017-5-8 15:32:27:764
37,674.0,495.0,0.14901961386203766,7.0,5.0,0,0.0,,null
38,674.0,495.0,0.14901961386203766,7.0,5.0,0,0.0,2.0,2017-5-8 15:32:27:780
39,674.0,495.0,0.13725490868091586,7.0,5.0,0,0.0,,null
40,674.0,495.0,0.14901961386203766,7.0,5.0,0,0.0,,null
41,674.0,495.0,0.14901961386203766,7.0,5.0,0,0.0,2.0,2017-5-8 15:32:27:798
42,674.0,495.0,0.12941177189350128,7.0,5.0,0,0.0,,null
43,674.0,494.0,0.10196079313755037,7.0,4.0,0,0.0,,null
44,674.0,493.0487060546875,0.10196079313755037,7.0,4.0,0,0.0,2.0,2017-5-8 15:32:27:818
45,674.0,493.0,0.06666667014360428,7.0,4.0,0,0.0,,null
46,674.0,491.0,0.035294119268655784,5.0,3.0,0,0.0,,null
47,674.0,491.0,0.035294119268655784,5.0,3.0,0,0.0,2.0,2017-5-8 15:32:27:838
48,674.0,491.0,0.01568627543747425,3.0,2.0,0,0.0,2.0,2017-5-8 15:32:27:841
49,674.0,491.0,0.01568627543747425,3.0,2.0,0,0.0,1.0,2017-5-8 15:32:27:842
50,659.0,479.0,0.16078431904315948,9.0,6.0,0,0.0,0.0,2017-5-8 15:32:28:372
51,659.0,479.0,0.16470588743686676,9.0,6.0,0,0.0,,null
52,659.0,479.0,0.16470588743686676,9.0,6.0,0,0.0,2.0,2017-5-8 15:32:28:393
53,659.0,479.0,0.1725490242242813,9.0,7.0,0,0.0,,null
54,659.0,479.0,0.1725490242242813,9.0,7.0,0,0.0,2.0,2017-5-8 15:32:28:410
55,659.0,479.0,0.1725490242242813,9.0,6.0,0,0.0,,null
56,659.0,479.0,0.1725490242242813,9.0,6.0,0,0.0,2.0,2017-5-8 15:32:28:467
57,659.0,479.0,0.16862745583057406,9.0,6.0,0,0.0,,null
58,659.0,479.0,0.16862745583057406,9.0,6.0,0,0.0,2.0,2017-5-8 15:32:28:482
59,659.0,479.0,0.1568627506494522,7.0,5.0,0,0.0,,null
60,659.0,479.0,0.14509804546833038,7.0,5.0,0,0.0,,null
61,659.4185791015625,479.0,0.14509804546833038,7.0,5.0,0,0.0,2.0,2017-5-8 15:32:28:499
62,660.0,479.0,0.1098039299249649,7.0,4.0,0,0.0,,null
63,661.0,479.0,0.05490196496248245,8.0,4.0,0,0.0,,null
64,661.385009765625,479.0,0.05490196496248245,8.0,4.0,0,0.0,2.0,2017-5-8 15:32:28:516
65,661.385009765625,479.0,0.05490196496248245,8.0,4.0,0,0.0,1.0,2017-5-8 15:32:28:517
66,955.0,503.0,0.15294118225574493,7.0,5.0,0,0.0,0.0,2017-5-8 15:32:34:578
67,954.0,500.0,0.16078431904315948,9.0,6.0,0,0.0,,null
