EID,Xvalue,Yvalue,pressure,touchMajor,touchMinor,pointerID,fingerOrientation,actionType,time
0,704.0,1267.0,0.08627451211214067,6.0,4.0,0,0.0,0.0,2017-5-12 11:10:53:851
1,704.0,1267.0,0.11372549831867218,7.0,5.0,0,0.0,,null
2,704.0,1266.3555908203125,0.11372549831867218,7.0,5.0,0,0.0,2.0,2017-5-12 11:10:53:878
3,704.0,1266.0,0.15294118225574493,9.0,6.0,0,0.0,,null
4,704.0,1264.0,0.1568627506494522,9.0,6.0,0,0.0,,null
5,704.6054077148438,1257.340576171875,0.1568627506494522,9.0,6.0,0,0.0,2.0,2017-5-12 11:10:53:897
6,705.0,1253.0,0.16470588743686676,9.0,6.0,0,0.0,,null
7,707.0,1233.0,0.16470588743686676,10.0,7.0,0,0.0,,null
8,708.7080078125,1211.9346923828125,0.16470588743686676,10.0,7.0,0,0.0,2.0,2017-5-12 11:10:53:916
9,710.0,1196.0,0.1764705926179886,10.0,7.0,0,0.0,,null
10,712.0,1161.0,0.18039216101169586,11.0,8.0,0,0.0,,null
11,713.940673828125,1129.302490234375,0.18039216101169586,11.0,8.0,0,0.0,2.0,2017-5-12 11:10:53:934
12,715.0,1112.0,0.18039216101169586,11.0,8.0,0,0.0,,null
13,717.0,1062.0,0.1882353127002716,11.0,8.0,0,0.0,,null
14,718.2626342773438,1031.696044921875,0.1882353127002716,11.0,8.0,0,0.0,2.0,2017-5-12 11:10:53:953
15,719.0,1014.0,0.1882353127002716,11.0,8.0,0,0.0,,null
16,723.0,964.0,0.18039216101169586,10.0,7.0,0,0.0,,null
17,726.6412963867188,931.228271484375,0.18039216101169586,10.0,7.0,0,0.0,2.0,2017-5-12 11:10:53:972
18,729.0,910.0,0.16862745583057406,9.0,7.0,0,0.0,,null
19,737.0,879.0,0.16078431904315948,9.0,6.0,0,0.0,,null
20,744.4636840820312,863.3941650390625,0.16078431904315948,9.0,6.0,0,0.0,2.0,2017-5-12 11:10:53:991
21,748.0,856.0,0.13333334028720856,8.0,6.0,0,0.0,,null
22,759.0,832.0,0.10588236153125764,9.0,6.0,0,0.0,,null
23,762.8650512695312,822.8204345703125,0.10588236153125764,9.0,6.0,0,0.0,2.0,2017-5-12 11:10:54:006
24,767.0,813.0,0.06666667014360428,9.0,6.0,0,0.0,2.0,2017-5-12 11:10:54:013
25,767.0,813.0,0.06666667014360428,9.0,6.0,0,0.0,1.0,2017-5-12 11:10:54:014
26,740.0,1167.0,0.09803922474384308,7.0,5.0,0,0.0,0.0,2017-5-12 11:10:54:365
27,740.0,1167.0,0.12156863510608673,7.0,5.0,0,0.0,,null
28,740.0,1167.0,0.12156863510608673,7.0,5.0,0,0.0,2.0,2017-5-12 11:10:54:391
29,740.0,1167.0,0.1098039299249649,7.0,5.0,0,0.0,,null
30,740.0,1165.0,0.14901961386203766,7.0,5.0,0,0.0,,null
31,740.3995971679688,1163.8011474609375,0.14901961386203766,7.0,5.0,0,0.0,2.0,2017-5-12 11:10:54:407
32,741.0,1162.0,0.15294118225574493,7.0,5.0,0,0.0,,null
33,742.0,1156.0,0.16470588743686676,9.0,6.0,0,0.0,,null
34,743.399169921875,1152.2689208984375,0.16470588743686676,9.0,6.0,0,0.0,2.0,2017-5-12 11:10:54:423
35,745.0,1148.0,0.16470588743686676,10.0,6.0,0,0.0,,null
36,748.0,1139.0,0.1725490242242813,9.0,6.0,0,0.0,,null
37,751.355712890625,1130.3709716796875,0.1725490242242813,9.0,6.0,0,0.0,2.0,2017-5-12 11:10:54:440
38,755.0,1121.0,0.1764705926179886,9.0,7.0,0,0.0,,null
39,762.0,1096.0,0.1764705926179886,10.0,7.0,0,0.0,,null
40,765.4693603515625,1080.8214111328123,0.1764705926179886,10.0,7.0,0,0.0,2.0,2017-5-12 11:10:54:456
41,770.0,1061.0,0.1882353127002716,10.0,7.0,0,0.0,,null
42,777.0,1024.0,0.1882353127002716,11.0,8.0,0,0.0,,null
43,780.33740234375,1001.1151123046876,0.1882353127002716,11.0,8.0,0,0.0,2.0,2017-5-12 11:10:54:473
44,784.0,976.0,0.1882353127002716,11.0,8.0,0,0.0,,null
45,792.0,931.0,0.19215688109397888,11.0,8.0,0,0.0,,null
46,797.8365478515625,909.599365234375,0.19215688109397888,11.0,8.0,0,0.0,2.0,2017-5-12 11:10:54:489
47,804.0,887.0,0.1764705926179886,10.0,7.0,0,0.0,,null
48,822.0,834.0,0.16078431904315948,9.0,7.0,0,0.0,,null
49,827.1719970703125,820.2081298828125,0.16078431904315948,9.0,7.0,0,0.0,2.0,2017-5-12 11:10:54:509
50,834.0,802.0,0.0784313753247261,8.0,6.0,0,0.0,2.0,2017-5-12 11:10:54:513
51,834.0,802.0,0.0784313753247261,8.0,6.0,0,0.0,1.0,2017-5-12 11:10:54:513
52,727.0,1188.0,0.11372549831867218,7.0,5.0,0,0.0,0.0,2017-5-12 11:10:54:992
53,727.0,1188.0,0.1411764770746231,8.0,6.0,0,0.0,,null
54,727.0,1187.0,0.1568627506494522,9.0,6.0,0,0.0,,null
55,727.0,1186.135986328125,0.1568627506494522,9.0,6.0,0,0.0,2.0,2017-5-12 11:10:55:024
56,727.0,1185.0,0.1568627506494522,9.0,6.0,0,0.0,,null
57,728.0,1181.0,0.16078431904315948,8.0,6.0,0,0.0,,null
58,729.8599243164062,1174.9552001953125,0.16078431904315948,8.0,6.0,0,0.0,2.0,2017-5-12 11:10:55:039
59,732.0,1168.0,0.16862745583057406,9.0,6.0,0,0.0,,null
60,736.0,1155.0,0.16470588743686676,10.0,6.0,0,0.0,,null
61,738.3848876953125,1147.8453369140625,0.16470588743686676,10.0,6.0,0,0.0,2.0,2017-5-12 11:10:55:057
62,741.0,1140.0,0.1725490242242813,9.0,6.0,0,0.0,,null
63,746.0,1117.0,0.1764705926179886,9.0,7.0,0,0.0,,null
64,748.3893432617188,1106.48681640625,0.1764705926179886,9.0,7.0,0,0.0,2.0,2017-5-12 11:10:55:073
65,751.0,1095.0,0.1764705926179886,10.0,7.0,0,0.0,,null
66,755.0,1076.0,0.18039216101169586,10.0,7.0,0,0.0,,null
67,757.423828125,1064.8504638671877,0.18039216101169586,10.0,7.0,0,0.0,2.0,2017-5-12 11:10:55:090
68,760.0,1053.0,0.18039216101169586,9.0,7.0,0,0.0,,null
69,764.0,1031.0,0.18431372940540314,11.0,8.0,0,0.0,,null
70,765.468505859375,1022.678466796875,0.18431372940540314,11.0,8.0,0,0.0,2.0,2017-5-12 11:10:55:106
71,767.0,1014.0,0.18039216101169586,10.0,7.0,0,0.0,,null
72,770.0,1001.0,0.1764705926179886,10.0,7.0,0,0.0,,null
73,771.3132934570312,995.30908203125,0.1764705926179886,10.0,7.0,0,0.0,2.0,2017-5-12 11:10:55:125
74,773.0,988.0,0.1764705926179886,9.0,7.0,0,0.0,,null
75,776.0,976.0,0.16470588743686676,9.0,6.0,0,0.0,,null
76,777.4364624023438,969.775390625,0.16470588743686676,9.0,6.0,0,0.0,2.0,2017-5-12 11:10:55:139
77,779.0,963.0,0.12941177189350128,9.0,6.0,0,0.0,,null
78,782.0,952.0,0.0470588281750679,7.0,5.0,0,0.0,2.0,2017-5-12 11:10:55:155
79,782.0,952.0,0.0470588281750679,7.0,5.0,0,0.0,1.0,2017-5-12 11:10:55:156
80,575.0,1264.0,0.15294118225574493,9.0,6.0,0,0.0,0.0,2017-5-12 11:10:55:760
81,575.0,1264.0,0.16078431904315948,9.0,6.0,0,0.0,,null
82,575.0,1264.0,0.16470588743686676,9.0,7.0,0,0.0,,null
83,575.0,1264.0,0.16470588743686676,9.0,7.0,0,0.0,2.0,2017-5-12 11:10:55:790
84,575.0,1264.0,0.16862745583057406,9.0,7.0,0,0.0,,null
85,575.0,1264.0,0.1725490242242813,9.0,7.0,0,0.0,,null
86,575.0,1264.0,0.1725490242242813,9.0,7.0,0,0.0,2.0,2017-5-12 11:10:55:806
87,575.0,1264.0,0.16862745583057406,9.0,7.0,0,0.0,,null
88,575.0,1262.0,0.062745101749897,8.0,6.0,0,0.0,2.0,2017-5-12 11:10:55:838
89,575.0,1262.0,0.062745101749897,8.0,6.0,0,0.0,1.0,2017-5-12 11:10:55:839
90,900.0,613.0,0.125490203499794,7.0,5.0,0,0.0,0.0,2017-5-12 11:11:57:569
91,900.0,613.0,0.12941177189350128,7.0,5.0,0,0.0,,null
92,900.0,613.0,0.12941177189350128,7.0,5.0,0,0.0,2.0,2017-5-12 11:11:57:592
93,900.0,613.0,0.15294118225574493,8.0,5.0,0,0.0,,null
94,900.0,613.0,0.16078431904315948,8.0,5.0,0,0.0,,null
95,900.0,613.0,0.16078431904315948,8.0,5.0,0,0.0,2.0,2017-5-12 11:11:57:613
96,900.0,613.0,0.16470588743686676,8.0,5.0,0,0.0,,null
97,900.0,613.0,0.16078431904315948,9.0,6.0,0,0.0,,null
98,900.0,612.0850830078125,0.16078431904315948,9.0,6.0,0,0.0,2.0,2017-5-12 11:11:57:628
99,900.0,612.0,0.16862745583057406,10.0,6.0,0,0.0,,null
100,901.0,609.0,0.1725490242242813,9.0,6.0,0,0.0,,null
101,902.7960815429688,600.0195922851562,0.1725490242242813,9.0,6.0,0,0.0,2.0,2017-5-12 11:11:57:646
102,903.0,599.0,0.18039216101169586,10.0,7.0,0,0.0,,null
103,906.0,585.0,0.18431372940540314,10.0,7.0,0,0.0,,null
104,907.3129272460938,575.1532592773438,0.18431372940540314,10.0,7.0,0,0.0,2.0,2017-5-12 11:11:57:662
105,908.0,570.0,0.1882353127002716,11.0,8.0,0,0.0,,null
106,911.0,547.0,0.19607844948768616,11.0,8.0,0,0.0,,null
107,912.0619506835938,534.7874145507811,0.19607844948768616,11.0,8.0,0,0.0,2.0,2017-5-12 11:11:57:681
108,913.0,524.0,0.2039215862751007,12.0,8.0,0,0.0,,null
109,915.0,499.0,0.19607844948768616,12.0,8.0,0,0.0,,null
110,916.8624877929688,480.99603271484375,0.19607844948768616,12.0,8.0,0,0.0,2.0,2017-5-12 11:11:57:700
111,918.0,470.0,0.19607844948768616,12.0,8.0,0,0.0,,null
112,922.0,446.0,0.19607844948768616,12.0,8.0,0,0.0,,null
113,924.4735107421876,433.0140380859375,0.19607844948768616,12.0,8.0,0,0.0,2.0,2017-5-12 11:11:57:718
114,926.0,425.0,0.19215688109397888,12.0,8.0,0,0.0,,null
115,931.0,404.0,0.1882353127002716,11.0,8.0,0,0.0,,null
116,936.0079345703124,392.106201171875,0.1882353127002716,11.0,8.0,0,0.0,2.0,2017-5-12 11:11:57:737
117,939.0,385.0,0.18039216101169586,10.0,7.0,0,0.0,,null
118,949.0,370.0,0.1764705926179886,10.0,6.0,0,0.0,,null
119,955.3980712890624,362.18011474609375,0.1764705926179886,10.0,6.0,0,0.0,2.0,2017-5-12 11:11:57:756
120,958.0,359.0,0.15294118225574493,9.0,5.0,0,0.0,,null
121,966.0,349.0,0.09803922474384308,8.0,5.0,0,0.0,,null
122,973.9862060546876,336.02239990234375,0.09803922474384308,8.0,5.0,0,0.0,2.0,2017-5-12 11:11:57:776
123,974.0,336.0,0.035294119268655784,7.0,4.0,0,0.0,2.0,2017-5-12 11:11:57:778
124,974.0,336.0,0.035294119268655784,7.0,4.0,0,0.0,1.0,2017-5-12 11:11:57:779
125,791.0,505.0,0.16078431904315948,9.0,6.0,0,0.0,0.0,2017-5-12 11:11:58:431
126,791.0,505.0,0.16862745583057406,9.0,7.0,0,0.0,,null
127,791.0,505.0,0.16862745583057406,9.0,7.0,0,0.0,2.0,2017-5-12 11:11:58:454
