EID,Xvalue,Yvalue,pressure,touchMajor,touchMinor,pointerID,fingerOrientation,actionType,time
0,898.2421875,1556.25,1.0,2.9296875,1.953125,0,0.0,0.0,2017-5-9 15:43:31:508
1,897.1875,1555.0,1.0,2.9296875,2.9296875,0,0.0,,null
2,896.1328125,1553.75,1.0,2.9296875,2.9296875,0,0.0,,null
3,895.9002685546875,1553.474365234375,1.0,2.9296875,2.9296875,0,0.0,2.0,2017-5-9 15:43:31:536
4,894.375,1548.75,1.0,2.9296875,1.953125,0,0.0,,null
5,892.2365112304688,1540.301513671875,1.0,2.9296875,1.953125,0,0.0,2.0,2017-5-9 15:43:31:553
6,891.2109375,1536.25,1.0,4.39453125,1.953125,0,0.0,,null
7,889.1015625,1508.75,1.0,3.90625,2.9296875,0,0.0,,null
8,888.8099975585938,1504.94873046875,1.0,3.90625,2.9296875,0,0.0,2.0,2017-5-9 15:43:31:570
9,886.2890625,1468.75,1.0,4.39453125,1.953125,0,0.0,,null
10,885.0543212890625,1438.0189208984375,1.0,4.39453125,1.953125,0,0.0,2.0,2017-5-9 15:43:31:586
11,884.1796875,1416.25,1.0,4.8828125,3.41796875,0,0.0,,null
12,884.1796875,1354.86083984375,1.0,4.8828125,3.41796875,0,0.0,2.0,2017-5-9 15:43:31:603
13,884.1796875,1353.75,1.0,4.8828125,3.41796875,0,0.0,,null
14,889.1015625,1285.625,1.0,4.8828125,2.44140625,0,0.0,,null
15,891.255859375,1255.8070068359375,1.0,4.8828125,2.44140625,0,0.0,2.0,2017-5-9 15:43:31:620
16,900.3515625,1216.875,1.0,4.8828125,3.41796875,0,0.0,,null
17,915.4498291015624,1162.0738525390625,1.0,4.8828125,3.41796875,0,0.0,2.0,2017-5-9 15:43:31:637
18,917.2265625,1155.625,1.0,3.41796875,1.953125,0,0.0,,null
19,939.375,1098.125,1.0,4.8828125,3.41796875,0,0.0,,null
20,947.1289672851562,1077.9947509765623,1.0,4.8828125,3.41796875,0,0.0,2.0,2017-5-9 15:43:31:654
21,962.2265625,1041.875,1.0,4.8828125,3.41796875,0,0.0,,null
22,980.5091552734376,998.5384521484376,1.0,4.8828125,3.41796875,0,0.0,2.0,2017-5-9 15:43:31:670
23,985.4296875,986.875,1.0,4.8828125,3.41796875,0,0.0,,null
24,1015.3125,925.625,1.0,4.39453125,4.39453125,0,0.0,,null
25,1024.4556884765623,906.884521484375,1.0,4.39453125,4.39453125,0,0.0,2.0,2017-5-9 15:43:31:688
26,1051.171875,861.875,1.0,5.37109375,3.90625,0,0.0,,null
27,1079.3206787109377,818.3197021484375,1.0,5.37109375,3.90625,0,0.0,2.0,2017-5-9 15:43:31:704
28,1089.140625,803.125,1.0,3.90625,3.90625,0,0.0,,null
