EID,Xvalue,Yvalue,pressure,touchMajor,touchMinor,pointerID,fingerOrientation,actionType,time
0,1096.171875,1483.75,1.0,1.46484375,1.46484375,0,0.0,0.0,2017-6-6 17:12:49:505
1,1095.46875,1483.125,1.0,4.39453125,2.9296875,0,0.0,,null
2,1095.140625,1482.833251953125,1.0,4.39453125,2.9296875,0,0.0,2.0,2017-6-6 17:12:49:525
3,1094.4140625,1476.25,1.0,4.8828125,4.8828125,0,0.0,,null
4,1090.443359375,1454.4844970703125,1.0,4.8828125,4.8828125,0,0.0,2.0,2017-6-6 17:12:49:542
5,1090.1953125,1453.125,1.0,5.859375,4.39453125,0,0.0,,null
6,1083.1640625,1410.0,1.0,5.859375,4.39453125,0,0.0,,null
7,1080.3970947265623,1393.029541015625,1.0,5.859375,4.39453125,0,0.0,2.0,2017-6-6 17:12:49:558
8,1078.2421875,1345.0,1.0,5.859375,5.859375,0,0.0,,null
9,1075.110107421875,1278.6885986328125,1.0,5.859375,5.859375,0,0.0,2.0,2017-6-6 17:12:49:575
10,1074.375,1263.125,1.0,5.859375,4.39453125,0,0.0,,null
11,1073.3203125,1171.875,1.0,6.34765625,4.8828125,0,0.0,,null
12,1073.0677490234377,1150.0196533203125,1.0,6.34765625,4.8828125,0,0.0,2.0,2017-6-6 17:12:49:592
13,1076.484375,1080.0,1.0,6.34765625,6.34765625,0,0.0,,null
14,1081.7974853515623,1022.0382080078124,1.0,6.34765625,6.34765625,0,0.0,2.0,2017-6-6 17:12:49:609
15,1084.21875,995.625,1.0,5.859375,5.859375,0,0.0,,null
16,1099.3359375,915.0,1.0,3.90625,3.90625,0,0.0,,null
17,1101.5631103515623,903.1220703125,1.0,3.90625,3.90625,0,0.0,2.0,2017-6-6 17:12:49:625
18,1121.484375,833.75,1.0,3.90625,3.90625,0,0.0,,null
19,1130.3243408203125,806.80908203125,1.0,3.90625,3.90625,0,0.0,2.0,2017-6-6 17:12:49:643
20,1136.25,788.75,1.0,3.90625,3.90625,0,0.0,2.0,2017-6-6 17:12:49:653
21,1136.25,788.75,1.0,3.90625,3.90625,0,0.0,1.0,2017-6-6 17:12:49:654
22,959.4140625,1345.0,1.0,3.41796875,3.41796875,0,0.0,0.0,2017-6-6 17:12:50:054
23,958.359375,1343.75,1.0,3.41796875,3.41796875,0,0.0,,null
24,957.71630859375,1341.8447265625,1.0,3.41796875,3.41796875,0,0.0,2.0,2017-6-6 17:12:50:077
25,957.3046875,1340.625,1.0,3.41796875,3.41796875,0,0.0,,null
26,955.1953125,1326.875,1.0,4.39453125,4.39453125,0,0.0,,null
27,955.0423583984376,1325.8778076171875,1.0,4.39453125,4.39453125,0,0.0,2.0,2017-6-6 17:12:50:094
28,953.0859375,1296.875,1.0,4.39453125,4.39453125,0,0.0,,null
29,952.1287841796876,1283.2620849609375,1.0,4.39453125,4.39453125,0,0.0,2.0,2017-6-6 17:12:50:110
30,952.3828125,1248.75,1.0,5.37109375,5.37109375,0,0.0,,null
31,954.9459838867188,1191.2213134765625,1.0,5.37109375,5.37109375,0,0.0,2.0,2017-6-6 17:12:50:127
32,955.1953125,1185.625,1.0,5.859375,4.39453125,0,0.0,,null
33,963.28125,1108.75,1.0,5.859375,4.39453125,0,0.0,,null
34,966.2577514648438,1080.4515380859377,1.0,5.859375,4.39453125,0,0.0,2.0,2017-6-6 17:12:50:144
35,976.2890625,1023.125,1.0,5.859375,5.859375,0,0.0,,null
36,996.1954956054688,951.3056640625,1.0,5.859375,5.859375,0,0.0,2.0,2017-6-6 17:12:50:161
37,1000.1953125,936.875,1.0,3.90625,3.90625,0,0.0,,null
38,1030.4296875,855.0,1.0,2.9296875,2.9296875,0,0.0,,null
39,1038.63427734375,832.781982421875,1.0,2.9296875,2.9296875,0,0.0,2.0,2017-6-6 17:12:50:177
40,1046.25,805.0,1.0,2.9296875,2.9296875,0,0.0,2.0,2017-6-6 17:12:50:192
41,1046.25,805.0,1.0,2.9296875,2.9296875,0,0.0,1.0,2017-6-6 17:12:50:192
42,928.125,1905.0,1.0,2.9296875,2.9296875,0,0.0,0.0,2017-6-6 17:12:51:491
43,927.0703125,1905.0,1.0,5.37109375,3.90625,0,0.0,,null
44,926.5258178710938,1904.031982421875,1.0,5.37109375,3.90625,0,0.0,2.0,2017-6-6 17:12:51:516
45,926.3671875,1903.75,1.0,5.859375,4.39453125,0,0.0,,null
46,922.1484375,1903.125,1.0,5.859375,4.39453125,0,0.0,,null
47,921.2330932617188,1902.989501953125,1.0,5.859375,4.39453125,0,0.0,2.0,2017-6-6 17:12:51:532
48,918.28125,1901.875,1.0,5.859375,4.39453125,0,0.0,,null
49,916.0792236328124,1901.43994140625,1.0,5.859375,4.39453125,0,0.0,2.0,2017-6-6 17:12:51:549
50,915.1171875,1901.25,1.0,5.859375,4.39453125,0,0.0,,null
51,914.0625,1900.0,1.0,4.39453125,4.39453125,0,0.0,,null
52,913.9498291015624,1899.866455078125,1.0,4.39453125,4.39453125,0,0.0,2.0,2017-6-6 17:12:51:566
53,915.1171875,1898.75,1.0,3.90625,3.90625,0,0.0,,null
54,915.64453125,1898.125,1.0,3.90625,3.90625,0,0.0,2.0,2017-6-6 17:12:51:583
55,919.3359375,1898.75,1.0,0.48828125,0.48828125,0,0.0,2.0,2017-6-6 17:12:51:594
56,919.3359375,1898.75,1.0,0.48828125,0.48828125,0,0.0,1.0,2017-6-6 17:12:51:594
57,853.2421875,1045.0,1.0,3.41796875,1.953125,0,0.0,0.0,2017-6-6 17:14:3:078
58,852.1875,1043.75,1.0,3.41796875,3.41796875,0,0.0,,null
59,851.1328125,1043.125,1.0,3.41796875,3.41796875,0,0.0,,null
60,850.8776245117188,1042.9737548828123,1.0,3.41796875,3.41796875,0,0.0,2.0,2017-6-6 17:14:3:109
61,850.078125,1040.625,1.0,3.41796875,3.41796875,0,0.0,,null
62,849.5929565429688,1038.89990234375,1.0,3.41796875,3.41796875,0,0.0,2.0,2017-6-6 17:14:3:125
63,849.375,1038.125,1.0,2.9296875,1.953125,0,0.0,2.0,2017-6-6 17:14:3:136
64,849.375,1038.125,1.0,2.9296875,1.953125,0,0.0,1.0,2017-6-6 17:14:3:136
65,969.2578125,1065.625,1.0,3.90625,3.90625,0,0.0,0.0,2017-6-6 17:14:59:098
66,969.2578125,1065.0,1.0,3.41796875,1.953125,0,0.0,,null
67,970.1654052734376,1063.92431640625,1.0,3.41796875,1.953125,0,0.0,2.0,2017-6-6 17:14:59:124
68,970.3125,1063.75,1.0,1.953125,1.953125,0,0.0,,null
69,971.3671875,1061.875,1.0,1.46484375,1.46484375,0,0.0,,null
70,971.6524658203124,1061.3677978515623,1.0,1.46484375,1.46484375,0,0.0,2.0,2017-6-6 17:14:59:141
71,971.6524658203124,1061.3677978515623,1.0,1.46484375,1.46484375,0,0.0,1.0,2017-6-6 17:14:59:143
72,858.1640625,1138.125,1.0,3.41796875,1.953125,0,0.0,0.0,2017-6-6 17:16:14:778
73,858.1640625,1136.875,1.0,3.41796875,3.41796875,0,0.0,,null
74,858.1640625,1136.8748779296875,1.0,3.41796875,3.41796875,0,0.0,2.0,2017-6-6 17:16:14:792
75,857.109375,1135.625,1.0,3.41796875,3.41796875,0,0.0,,null
76,856.71435546875,1135.1568603515625,1.0,3.41796875,3.41796875,0,0.0,2.0,2017-6-6 17:16:14:809
77,856.0546875,1133.75,1.0,3.41796875,3.41796875,0,0.0,,null
78,856.0546875,1131.231689453125,1.0,3.41796875,3.41796875,0,0.0,2.0,2017-6-6 17:16:14:826
79,856.0546875,1130.625,1.0,3.41796875,3.41796875,0,0.0,,null
80,856.0546875,1128.75,1.0,3.41796875,3.41796875,0,0.0,,null
81,856.0546875,1128.311279296875,1.0,3.41796875,3.41796875,0,0.0,2.0,2017-6-6 17:16:14:843
82,856.0546875,1128.125,1.0,1.953125,1.953125,0,0.0,2.0,2017-6-6 17:16:14:858
83,856.0546875,1128.125,1.0,1.953125,1.953125,0,0.0,1.0,2017-6-6 17:16:14:859
84,955.1953125,1088.75,1.0,3.90625,3.90625,0,0.0,0.0,2017-6-6 17:17:41:289
85,954.140625,1088.125,1.0,3.90625,3.90625,0,0.0,,null
86,953.8950805664062,1087.9794921875,1.0,3.90625,3.90625,0,0.0,2.0,2017-6-6 17:17:41:306
87,953.0859375,1086.875,1.0,3.90625,3.90625,0,0.0,,null
88,953.0859375,1085.1270751953123,1.0,3.90625,3.90625,0,0.0,2.0,2017-6-6 17:17:41:324
89,953.0859375,1083.75,1.0,3.90625,3.90625,0,0.0,,null
90,955.1505737304688,1080.0794677734377,1.0,3.90625,3.90625,0,0.0,2.0,2017-6-6 17:17:41:340
91,955.1953125,1080.0,1.0,2.9296875,1.953125,0,0.0,2.0,2017-6-6 17:17:41:347
92,955.1953125,1080.0,1.0,2.9296875,1.953125,0,0.0,1.0,2017-6-6 17:17:41:347
93,878.203125,1073.75,1.0,3.90625,3.90625,0,0.0,0.0,2017-6-6 17:18:59:933
94,878.203125,1073.125,1.0,3.90625,3.90625,0,0.0,,null
95,878.203125,1073.08984375,1.0,3.90625,3.90625,0,0.0,2.0,2017-6-6 17:18:59:948
96,877.1484375,1071.875,1.0,3.90625,3.90625,0,0.0,,null
97,876.6707153320312,1071.308837890625,1.0,3.90625,3.90625,0,0.0,2.0,2017-6-6 17:18:59:965
98,878.203125,1070.625,1.0,1.953125,1.953125,0,0.0,2.0,2017-6-6 17:18:59:978
99,878.203125,1070.625,1.0,1.953125,1.953125,0,0.0,1.0,2017-6-6 17:18:59:978
100,725.2734375,733.75,1.0,3.41796875,1.953125,0,0.0,0.0,2017-6-6 17:19:5:051
101,724.21875,733.75,1.0,3.41796875,1.953125,0,0.0,,null
102,724.0027465820312,733.75,1.0,3.41796875,1.953125,0,0.0,2.0,2017-6-6 17:19:5:070
103,723.1640625,733.125,1.0,3.41796875,3.41796875,0,0.0,,null
104,721.8721923828125,733.5078125,1.0,3.41796875,3.41796875,0,0.0,2.0,2017-6-6 17:19:5:087
105,721.0546875,733.75,1.0,3.41796875,1.953125,0,0.0,,null
106,719.296875,735.625,1.0,2.9296875,1.953125,0,0.0,,null
107,719.1829223632812,735.74658203125,1.0,2.9296875,1.953125,0,0.0,2.0,2017-6-6 17:19:5:104
108,719.1829223632812,735.74658203125,1.0,2.9296875,1.953125,0,0.0,1.0,2017-6-6 17:19:5:111
109,975.234375,853.75,1.0,1.953125,1.953125,0,0.0,0.0,2017-6-6 17:19:20:663
110,974.1796875,853.125,1.0,2.9296875,2.9296875,0,0.0,,null
111,973.2506103515624,852.0238037109375,1.0,2.9296875,2.9296875,0,0.0,2.0,2017-6-6 17:19:20:688
