EID,Xvalue,Yvalue,Zvalue,time
0,-0.5241101384162903,0.889495849609375,2.4128239154815674,2017-05-18 11:28:08.835
1,-0.4761732220649719,1.1440939903259275,2.131594181060791,2017-05-18 11:28:08.846
2,0.11398329585790636,1.2836437225341797,1.7768610715866089,2017-05-18 11:28:08.855
3,0.4282363057136536,1.4721955060958862,1.5254586935043335,2017-05-18 11:28:08.867
4,0.33555829524993896,1.8492990732192995,1.3816479444503784,2017-05-18 11:28:08.875
5,0.2407497614622116,2.0016319751739498,1.2186625003814695,2017-05-18 11:28:08.885
6,0.1672465205192566,1.9398465156555176,1.042893886566162,2017-05-18 11:28:08.897
7,0.10013485699892044,1.822667479515076,0.8649947643280029,2017-05-18 11:28:08.905
8,0.03834952041506767,1.67139995098114,0.6998787522315979,2017-05-18 11:28:08.915
9,-0.05006742849946022,1.4817829132080078,0.5816344022750854,2017-05-18 11:28:08.925
10,-0.15659387409687042,1.2634036540985107,0.5123922228813171,2017-05-18 11:28:08.935
11,-0.2290318608283997,1.0578075647354126,0.4868258535861969,2017-05-18 11:28:08.945
12,-0.2780340313911438,0.8980179429054259,0.4921521842479706,2017-05-18 11:28:08.956
13,-0.30466562509536743,0.7403587698936462,0.5060006380081177,2017-05-18 11:28:08.965
14,-0.2865561246871948,0.5581985712051392,0.41012680530548096,2017-05-18 11:28:08.975
15,-0.2450108230113983,0.3813646733760834,0.22583606839179995,2017-05-18 11:28:08.985
16,-0.17789916694164276,0.19387812912464145,-0.008522115647792816,2017-05-18 11:28:08.995
17,-0.05432848632335663,0.026631612330675125,-0.15446335077285767,2017-05-18 11:28:09.005
18,0.11504855751991272,-0.029827404767274857,-0.2684466540813446,2017-05-18 11:28:09.015
19,0.24181503057479856,0.001065264455974102,-0.399474173784256,2017-05-18 11:28:09.025
20,0.3185140788555145,-0.004261057823896408,-0.4974785149097442,2017-05-18 11:28:09.035
21,0.3579288721084595,-0.03834952041506767,-0.5784385800361633,2017-05-18 11:28:09.045
22,0.4069310128688812,-0.047936901450157166,-0.6700513362884521,2017-05-18 11:28:09.055
23,0.4942827224731445,-0.07350324839353561,-0.7691209316253662,2017-05-18 11:28:09.065
24,0.5645901560783386,-0.03834952041506767,-0.906540036201477,2017-05-18 11:28:09.077
25,0.6359629034996033,0.20026971399784088,-1.0620687007904053,2017-05-18 11:28:09.085
26,0.5741775631904602,0.3078614175319672,-1.1653993129730225,2017-05-18 11:28:09.095
27,0.4058657586574553,0.4506068527698517,-1.1622035503387451,2017-05-18 11:28:09.106
28,0.14700649678707126,0.4207794666290283,-1.0567423105239868,2017-05-18 11:28:09.115
29,-0.1395496428012848,0.2524676620960236,-0.8468852639198303,2017-05-18 11:28:09.125
30,-0.3845604658126831,0.31212249398231506,-0.5677859783172607,2017-05-18 11:28:09.135
31,-0.5145227313041687,0.3845604658126831,-0.16405072808265686,2017-05-18 11:28:09.145
32,-0.27057716250419617,0.09693906456232072,0.3344930410385132,2017-05-18 11:28:09.157
33,-0.015978965908288956,0.12676647305488584,0.8596684336662292,2017-05-18 11:28:09.165
34,0.2918824553489685,0.2407497614622116,1.4146711826324463,2017-05-18 11:28:09.175
35,0.040480047464370734,0.8138620257377625,1.8152105808258057,2017-05-18 11:28:09.185
36,-0.3185140788555145,1.1462244987487793,1.7885789871215818,2017-05-18 11:28:09.196
37,-0.6167881488800049,1.0961570739746094,1.3251889944076538,2017-05-18 11:28:09.205
38,-0.8159925937652588,0.889495849609375,0.7105314135551453,2017-05-18 11:28:09.215
39,-0.8117315173149109,0.6657902598381042,0.25779399275779724,2017-05-18 11:28:09.227
40,-0.6317018270492554,0.4868258535861969,-0.33662357926368713,2017-05-18 11:28:09.235
41,-0.4058657586574553,0.21092236042022705,-0.8649947643280029,2017-05-18 11:28:09.245
42,-0.2087918370962143,-0.12463594228029252,-1.1323760747909546,2017-05-18 11:28:09.255
43,-0.02556634694337845,-0.44634580612182617,-1.0727213621139526,2017-05-18 11:28:09.266
44,0.13528858125209808,-0.4186489284038544,-0.6348975896835327,2017-05-18 11:28:09.275
