EID,Xvalue,Yvalue,pressure,touchMajor,touchMinor,pointerID,fingerOrientation,actionType,time
0,989.296875,1741.25,1.0,1.46484375,1.46484375,0,0.0,0.0,2017-4-29 18:10:38:759
1,989.296875,1740.0,1.0,1.46484375,1.46484375,0,0.0,,null
2,988.4317016601562,1738.4619140625,1.0,1.46484375,1.46484375,0,0.0,2.0,2017-4-29 18:10:38:784
3,988.2421875,1738.125,1.0,1.953125,1.953125,0,0.0,,null
4,987.1875,1728.75,1.0,1.953125,1.953125,0,0.0,,null
5,986.908447265625,1726.2694091796875,1.0,1.953125,1.953125,0,0.0,2.0,2017-4-29 18:10:38:800
6,984.375,1708.75,1.0,1.953125,1.46484375,0,0.0,,null
7,979.29248046875,1685.7091064453125,1.0,1.953125,1.46484375,0,0.0,2.0,2017-4-29 18:10:38:817
8,977.34375,1676.875,1.0,2.9296875,1.953125,0,0.0,,null
9,969.2578125,1633.75,1.0,2.9296875,1.953125,0,0.0,,null
10,968.2551879882812,1628.402587890625,1.0,2.9296875,1.953125,0,0.0,2.0,2017-4-29 18:10:38:834
11,962.2265625,1583.125,1.0,2.9296875,1.953125,0,0.0,,null
12,958.7109375,1557.8125,1.0,2.9296875,1.953125,0,0.0,2.0,2017-4-29 18:10:38:850
13,959.4140625,1525.0,1.0,2.9296875,1.953125,0,0.0,,null
14,958.359375,1465.0,1.0,3.41796875,1.953125,0,0.0,,null
15,958.3344116210938,1463.58154296875,1.0,3.41796875,1.953125,0,0.0,2.0,2017-4-29 18:10:38:867
16,957.3046875,1400.0,1.0,2.9296875,2.9296875,0,0.0,,null
17,956.8125,1369.665771484375,1.0,2.9296875,2.9296875,0,0.0,2.0,2017-4-29 18:10:38:884
18,958.359375,1331.875,1.0,3.41796875,1.953125,0,0.0,,null
19,961.8026123046876,1272.887939453125,1.0,3.41796875,1.953125,0,0.0,2.0,2017-4-29 18:10:38:901
20,962.2265625,1265.625,1.0,3.41796875,1.953125,0,0.0,,null
21,971.3671875,1210.0,1.0,4.39453125,2.9296875,0,0.0,,null
22,974.6488647460938,1190.0296630859375,1.0,4.39453125,2.9296875,0,0.0,2.0,2017-4-29 18:10:38:918
23,984.375,1158.125,1.0,4.8828125,2.44140625,0,0.0,,null
24,991.370361328125,1121.31396484375,1.0,4.8828125,2.44140625,0,0.0,2.0,2017-4-29 18:10:38:934
25,993.1640625,1111.875,1.0,4.8828125,3.41796875,0,0.0,,null
26,1004.4140625,1070.0,1.0,3.41796875,3.41796875,0,0.0,,null
27,1007.4170532226562,1058.8221435546877,1.0,3.41796875,3.41796875,0,0.0,2.0,2017-4-29 18:10:38:951
28,1019.1796875,1030.0,1.0,3.90625,3.90625,0,0.0,,null
29,1028.2451171875,1004.3009033203124,1.0,3.90625,3.90625,0,0.0,2.0,2017-4-29 18:10:38:968
30,1032.1875,993.125,1.0,3.90625,3.90625,0,0.0,,null
31,1047.3046875,960.0,1.0,4.39453125,4.39453125,0,0.0,,null
32,1049.0565185546877,956.1614990234376,1.0,4.39453125,4.39453125,0,0.0,2.0,2017-4-29 18:10:38:984
33,1061.3671875,930.625,1.0,5.859375,4.39453125,0,0.0,,null
34,1068.06298828125,916.270751953125,1.0,5.859375,4.39453125,0,0.0,2.0,2017-4-29 18:10:39:003
35,1073.3203125,905.0,1.0,5.37109375,3.90625,0,0.0,,null
36,1084.21875,883.75,1.0,5.859375,5.859375,0,0.0,,null
37,1084.5013427734377,883.198974609375,1.0,5.859375,5.859375,0,0.0,2.0,2017-4-29 18:10:39:018
38,1097.2265625,863.75,1.0,5.37109375,5.37109375,0,0.0,,null
39,1103.234619140625,854.5123291015625,1.0,5.37109375,5.37109375,0,0.0,2.0,2017-4-29 18:10:39:035
40,1113.3984375,843.125,1.0,5.37109375,3.90625,0,0.0,,null
41,1131.1136474609375,824.3392333984375,1.0,5.37109375,3.90625,0,0.0,2.0,2017-4-29 18:10:39:051
42,1133.4375,821.875,1.0,4.8828125,3.41796875,0,0.0,,null
43,1153.4765625,800.0,1.0,5.37109375,5.37109375,0,0.0,,null
44,1159.5362548828125,793.3851318359375,1.0,5.37109375,5.37109375,0,0.0,2.0,2017-4-29 18:10:39:068
45,1175.2734375,778.75,1.0,5.37109375,5.37109375,0,0.0,,null
46,1196.6043701171875,762.9903564453125,1.0,5.37109375,5.37109375,0,0.0,2.0,2017-4-29 18:10:39:084
47,1202.34375,758.75,1.0,5.859375,4.39453125,0,0.0,,null
48,1231.5234375,738.125,1.0,5.859375,4.39453125,0,0.0,,null
49,1237.8773193359375,733.6339111328125,1.0,5.859375,4.39453125,0,0.0,2.0,2017-4-29 18:10:39:101
50,1262.4609375,715.625,1.0,5.859375,4.39453125,0,0.0,,null
51,1282.4656982421875,701.480224609375,1.0,5.859375,4.39453125,0,0.0,2.0,2017-4-29 18:10:39:119
52,1293.3984375,693.75,1.0,5.37109375,3.90625,0,0.0,,null
53,1323.28125,675.0,1.0,4.39453125,1.953125,0,0.0,,null
54,1326.5604248046875,672.9425048828125,1.0,4.39453125,1.953125,0,0.0,2.0,2017-4-29 18:10:39:135
55,1355.2734375,650.0,1.0,0.48828125,0.48828125,0,0.0,,null
56,1371.26953125,637.5,1.0,0.48828125,0.48828125,0,0.0,2.0,2017-4-29 18:10:39:151
57,1371.26953125,637.5,1.0,0.48828125,0.48828125,0,0.0,1.0,2017-4-29 18:10:39:186
