EID,Xvalue,Yvalue,pressure,touchMajor,touchMinor,pointerID,fingerOrientation,actionType,time
0,1028.3203125,1888.125,1.0,1.953125,1.46484375,0,0.0,0.0,2017-5-5 12:58:22:982
1,1028.3203125,1886.875,1.0,3.41796875,1.953125,0,0.0,,null
2,1028.3203125,1886.294677734375,1.0,3.41796875,1.953125,0,0.0,2.0,2017-5-5 12:58:23:003
3,1027.265625,1886.25,1.0,3.41796875,1.953125,0,0.0,,null
4,1027.265625,1882.185791015625,1.0,3.41796875,1.953125,0,0.0,2.0,2017-5-5 12:58:23:020
5,1027.265625,1881.25,1.0,3.41796875,3.41796875,0,0.0,,null
6,1028.3203125,1871.25,1.0,3.41796875,3.41796875,0,0.0,,null
7,1028.5457763671877,1869.11279296875,1.0,3.41796875,3.41796875,0,0.0,2.0,2017-5-5 12:58:23:036
8,1029.375,1856.875,1.0,3.90625,3.90625,0,0.0,,null
9,1030.5087890625,1845.990234375,1.0,3.90625,3.90625,0,0.0,2.0,2017-5-5 12:58:23:053
10,1031.1328125,1840.0,1.0,3.41796875,3.41796875,0,0.0,,null
11,1032.1875,1823.125,1.0,3.41796875,1.953125,0,0.0,,null
12,1032.2255859375,1822.516357421875,1.0,3.41796875,1.953125,0,0.0,2.0,2017-5-5 12:58:23:070
13,1033.2421875,1803.125,1.0,3.90625,3.90625,0,0.0,,null
14,1033.6824951171877,1794.776123046875,1.0,3.90625,3.90625,0,0.0,2.0,2017-5-5 12:58:23:086
15,1033.2421875,1775.0,1.0,3.41796875,3.41796875,0,0.0,,null
16,1033.2421875,1742.0146484375,1.0,3.41796875,3.41796875,0,0.0,2.0,2017-5-5 12:58:23:103
17,1033.2421875,1735.0,1.0,3.90625,3.90625,0,0.0,,null
18,1034.296875,1691.25,1.0,3.90625,3.90625,0,0.0,,null
19,1034.567138671875,1680.0408935546875,1.0,3.90625,3.90625,0,0.0,2.0,2017-5-5 12:58:23:120
20,1036.40625,1658.75,1.0,3.90625,3.90625,0,0.0,,null
21,1038.9180908203123,1647.3834228515625,1.0,3.90625,3.90625,0,0.0,2.0,2017-5-5 12:58:23:137
22,1040.2734375,1641.25,1.0,3.90625,3.90625,0,0.0,,null
23,1043.4375,1631.25,1.0,3.90625,3.90625,0,0.0,,null
24,1043.592529296875,1630.760009765625,1.0,3.90625,3.90625,0,0.0,2.0,2017-5-5 12:58:23:154
25,1046.25,1623.75,1.0,3.41796875,3.41796875,0,0.0,,null
26,1047.50244140625,1620.4100341796875,1.0,3.41796875,3.41796875,0,0.0,2.0,2017-5-5 12:58:23:170
27,1049.4140625,1618.75,1.0,4.39453125,2.9296875,0,0.0,,null
28,1052.65185546875,1614.563720703125,1.0,4.39453125,2.9296875,0,0.0,2.0,2017-5-5 12:58:23:187
29,1053.28125,1613.75,1.0,4.39453125,1.953125,0,0.0,,null
30,1056.4453125,1608.75,1.0,4.39453125,1.953125,0,0.0,,null
31,1057.09033203125,1607.7305908203125,1.0,4.39453125,1.953125,0,0.0,2.0,2017-5-5 12:58:23:204
32,1059.2578125,1603.75,1.0,4.39453125,2.9296875,0,0.0,,null
33,1061.2568359375,1600.5911865234375,1.0,4.39453125,2.9296875,0,0.0,2.0,2017-5-5 12:58:23:221
34,1062.421875,1598.75,1.0,4.8828125,3.41796875,0,0.0,,null
35,1065.234375,1593.125,1.0,4.8828125,3.41796875,0,0.0,,null
36,1065.3409423828123,1592.911865234375,1.0,4.8828125,3.41796875,0,0.0,2.0,2017-5-5 12:58:23:237
37,1068.3984375,1588.125,1.0,4.8828125,3.41796875,0,0.0,,null
38,1069.768798828125,1585.9595947265625,1.0,4.8828125,3.41796875,0,0.0,2.0,2017-5-5 12:58:23:254
39,1070.15625,1583.125,1.0,4.8828125,3.41796875,0,0.0,,null
40,1071.0107421875,1579.580322265625,1.0,4.8828125,3.41796875,0,0.0,2.0,2017-5-5 12:58:23:271
41,1071.2109375,1578.75,1.0,4.8828125,3.41796875,0,0.0,,null
42,1071.2109375,1575.0,1.0,4.8828125,3.41796875,0,0.0,,null
43,1071.2109375,1574.09521484375,1.0,4.8828125,3.41796875,0,0.0,2.0,2017-5-5 12:58:23:288
44,1070.15625,1571.875,1.0,4.8828125,3.41796875,0,0.0,,null
45,1069.7188720703123,1571.4862060546875,1.0,4.8828125,3.41796875,0,0.0,2.0,2017-5-5 12:58:23:304
46,1069.453125,1571.25,1.0,4.8828125,3.41796875,0,0.0,,null
47,1068.3984375,1571.25,1.0,4.8828125,3.41796875,0,0.0,,null
48,1068.3927001953123,1571.25,1.0,4.8828125,3.41796875,0,0.0,2.0,2017-5-5 12:58:23:321
49,1067.34375,1571.25,1.0,4.8828125,3.41796875,0,0.0,,null
50,1066.907958984375,1571.25,1.0,4.8828125,3.41796875,0,0.0,2.0,2017-5-5 12:58:23:338
51,1066.2890625,1571.25,1.0,4.8828125,3.41796875,0,0.0,,null
