EID,Xvalue,Yvalue,Zvalue,time
0,-0.020350715145468712,-15.489288330078125,-5.154716491699219,2017-05-01 15:30:21.990
1,-0.30885201692581177,-17.73145866394043,-4.3191399574279785,2017-05-01 15:30:22.000
2,0.424970805644989,-19.04946517944336,-0.8271966576576233,2017-05-01 15:30:22.010
3,3.179499864578247,-16.22071647644043,3.068169593811035,2017-05-01 15:30:22.021
4,4.34068775177002,-10.553641319274902,2.6599581241607666,2017-05-01 15:30:22.030
5,5.791574001312256,-5.424064159393311,1.1013327836990356,2017-05-01 15:30:22.041
6,6.178237438201902,-2.9496564865112305,-0.424970805644989,2017-05-01 15:30:22.050
7,5.272032260894775,-3.1076738834381104,-0.7601590156555176,2017-05-01 15:30:22.060
8,3.0849289894104004,-4.007893562316895,0.6344634294509888,2017-05-01 15:30:22.071
9,0.8655039072036743,-4.576516628265381,3.3195607662200928,2017-05-01 15:30:22.081
10,0.5279214978218079,-5.218162536621094,4.882974147796631,2017-05-01 15:30:22.090
11,1.1659762859344482,-6.621164798736572,4.571728229522705,2017-05-01 15:30:22.100
12,1.6364368200302124,-8.665813446044924,3.223792552947998,2017-05-01 15:30:22.112
13,1.280897855758667,-11.043255805969238,1.9105730056762693,2017-05-01 15:30:22.120
14,1.1049240827560425,-13.623007774353027,1.0582371950149536,2017-05-01 15:30:22.130
15,-0.7924807667732239,-17.223886489868164,0.4728548228740692,2017-05-01 15:30:22.140
16,-3.0310592651367188,-18.68315315246582,-0.27653029561042786,2017-05-01 15:30:22.150
17,-1.5310919284820557,-14.215572357177734,-0.8248024582862854,2017-05-01 15:30:22.160
18,0.7134721279144287,-9.441534042358398,-1.802833914756775,2017-05-01 15:30:22.170
19,0.9313444495201112,-6.987477779388428,-3.068169593811035,2017-05-01 15:30:22.180
20,-0.2286462634801865,-6.53257942199707,-3.9875428676605225,2017-05-01 15:30:22.190
21,-1.6627731323242188,-7.331045627593994,-3.8534677028656006,2017-05-01 15:30:22.200
22,-2.3977930545806885,-8.13908863067627,-2.6132712364196777,2017-05-01 15:30:22.210
23,-2.761711597442627,-8.457517623901367,-0.28371289372444153,2017-05-01 15:30:22.220
24,-2.408566951751709,-8.458714485168457,1.4664485454559326,2017-05-01 15:30:22.230
25,-1.780089020729065,-8.603564262390138,3.113659381866455,2017-05-01 15:30:22.240
26,-1.1851298809051514,-8.84058952331543,4.649539470672607,2017-05-01 15:30:22.251
27,-0.5949591398239136,-9.30027675628662,5.33547830581665,2017-05-01 15:30:22.261
28,-0.0454898327589035,-9.831789016723633,4.484339714050293,2017-05-01 15:30:22.271
29,0.12090718746185306,-10.249577522277832,2.275688648223877,2017-05-01 15:30:22.280
30,-0.13407529890537262,-10.287884712219238,-0.8822633028030396,2017-05-01 15:30:22.290
31,-0.3423708379268646,-10.1382474899292,-4.284423828125,2017-05-01 15:30:22.300
32,-0.3974374830722809,-9.946710586547852,-6.276399612426758,2017-05-01 15:30:22.311
33,-0.8559271097183228,-9.828198432922363,-6.296750545501709,2017-05-01 15:30:22.325
34,-0.8559271097183228,-9.828198432922363,-6.296750545501709,2017-05-01 15:30:22.325
35,-0.9457096457481384,-9.570821762084961,-5.208585739135742,2017-05-01 15:30:22.332
36,-0.333991140127182,-9.32661247253418,-3.6762967109680176,2017-05-01 15:30:22.341
37,0.5111620426177979,-9.198522567749023,-2.211045265197754,2017-05-01 15:30:22.350
38,1.0103530883789062,-9.226056098937988,-0.4620809257030487,2017-05-01 15:30:22.360
39,0.7493851184844971,-9.20929718017578,1.280897855758667,2017-05-01 15:30:22.370
40,-0.019153613597154617,-9.301473617553713,1.4173674583435059,2017-05-01 15:30:22.380
41,-0.872686505317688,-9.54209041595459,0.2394201755523681,2017-05-01 15:30:22.389
42,-1.2701239585876465,-9.68694019317627,-0.90979665517807,2017-05-01 15:30:22.400
43,-1.0642226934432983,-9.599552154541016,-1.6364368200302124,2017-05-01 15:30:22.410
44,-0.5291185975074768,-9.229647636413574,-1.6867151260375977,2017-05-01 15:30:22.420
45,0.0586579404771328,-8.914810180664062,-1.3084312677383425,2017-05-01 15:30:22.430
46,0.4812345504760742,-8.835801124572754,-0.8439561128616333,2017-05-01 15:30:22.440
47,0.5039794445037842,-9.20091724395752,-0.1173158809542656,2017-05-01 15:30:22.450
48,0.016759412363171574,-9.738415718078613,0.8164227604866028,2017-05-01 15:30:22.461
49,-0.9828197956085204,-10.256759643554688,1.358709454536438,2017-05-01 15:30:22.470
50,-1.799242615699768,-10.52371311187744,1.216254472732544,2017-05-01 15:30:22.481
51,-2.086546897888184,-10.59075164794922,0.3878606855869293,2017-05-01 15:30:22.491
52,-1.7178397178649902,-10.56680965423584,-0.7829039692878723,2017-05-01 15:30:22.502
53,-1.3407529592514038,-10.60152530670166,-1.623268723487854,2017-05-01 15:30:22.510
54,-1.2330138683319092,-10.680533409118652,-1.8171991109848025,2017-05-01 15:30:22.521
55,-1.3072341680526731,-10.827776908874512,-1.459265947341919,2017-05-01 15:30:22.531
56,-1.1013327836990356,-10.970232009887695,-1.0103530883789062,2017-05-01 15:30:22.544
57,-0.90979665517807,-11.18092155456543,-0.5339069962501526,2017-05-01 15:30:22.550
58,-0.9804255962371826,-11.829751014709473,-0.4237737059593201,2017-05-01 15:30:22.560
59,-1.3204022645950315,-12.550405502319336,-0.7410054206848145,2017-05-01 15:30:22.570
60,-1.6747441291809082,-12.945448875427244,-0.9660604000091552,2017-05-01 15:30:22.580
61,-2.078166961669922,-12.816162109375,-0.4944026470184326,2017-05-01 15:30:22.590
62,-2.360682964324951,-12.343306541442873,-0.08978256583213806,2017-05-01 15:30:22.600
63,-2.3714568614959717,-11.987768173217773,-0.2501940727233887,2017-05-01 15:30:22.610
64,-2.315192937850952,-12.081141471862793,-0.9373299479484558,2017-05-01 15:30:22.620
65,-1.8986018896102903,-12.389993667602539,-0.9852139949798584,2017-05-01 15:30:22.630
66,-0.8954314589500427,-12.199654579162598,-0.3543418645858765,2017-05-01 15:30:22.640
67,-0.02274491637945175,-11.933897972106935,0.22026655077934265,2017-05-01 15:30:22.650
68,1.0187327861785889,-11.579556465148926,0.5327098965644836,2017-05-01 15:30:22.660
69,1.9249382019042969,-10.881647109985352,0.7936778664588928,2017-05-01 15:30:22.670
70,2.651578426361084,-10.044873237609863,0.751779317855835,2017-05-01 15:30:22.681
71,3.2800562381744385,-9.311050415039062,0.3184288144111633,2017-05-01 15:30:22.690
72,4.062960147857666,-8.93037223815918,-0.29568392038345337,2017-05-01 15:30:22.701
73,4.604049682617188,-8.92917537689209,-1.0283095836639404,2017-05-01 15:30:22.711
74,5.175066947937012,-9.352949142456056,-1.699883222579956,2017-05-01 15:30:22.721
75,5.027823448181152,-10.169371604919434,-1.885433793067932,2017-05-01 15:30:22.730
76,4.696226596832275,-10.97382354736328,-1.9835960865020752,2017-05-01 15:30:22.741
77,4.481945514678955,-11.323376655578613,-1.8710685968399048,2017-05-01 15:30:22.750
78,4.285621166229248,-11.329362869262695,-1.1216834783554075,2017-05-01 15:30:22.760
79,4.086902141571045,-11.033679008483887,0.6931213736534119,2017-05-01 15:30:22.770
80,2.895787000656128,-10.90678596496582,3.0825347900390625,2017-05-01 15:30:22.780
81,1.802833914756775,-10.777499198913574,5.036203384399414,2017-05-01 15:30:22.790
82,1.7537527084350586,-10.805032730102539,6.4080810546875,2017-05-01 15:30:22.800
83,1.3551181554794312,-10.934319496154783,2.959233283996582,2017-05-01 15:30:22.810
84,1.2449848651885986,-10.60391902923584,-0.4405331015586853,2017-05-01 15:30:22.820
85,0.6440402865409851,-10.517727851867676,-2.3235726356506348,2017-05-01 15:30:22.830
86,-0.9062053561210632,-10.927136421203613,-2.513911724090576,2017-05-01 15:30:22.840
87,-2.2014684677124023,-11.11268711090088,-2.948459386825561,2017-05-01 15:30:22.850
88,-2.737769603729248,-10.880449295043944,-3.3901896476745605,2017-05-01 15:30:22.860
89,-2.515108823776245,-10.465055465698242,-3.005920171737672,2017-05-01 15:30:22.870
90,-1.9512743949890137,-9.84256362915039,-2.2816741466522217,2017-05-01 15:30:22.881
91,-1.459265947341919,-9.314641952514648,-2.0470423698425293,2017-05-01 15:30:22.890
92,-1.09654438495636,-8.84058952331543,-1.89979898929596,2017-05-01 15:30:22.901
93,-0.8068459630012512,-8.394071578979492,-1.764526605606079,2017-05-01 15:30:22.910
94,-0.5147533416748047,-8.056488990783691,-1.6124948263168335,2017-05-01 15:30:22.920
95,-0.090979665517807,-7.73207426071167,-1.5490485429763794,2017-05-01 15:30:22.931
96,0.3483563363552093,-7.469909191131593,-1.6328455209732056,2017-05-01 15:30:22.941
97,0.5841852426528931,-7.242460250854492,-1.5382746458053589,2017-05-01 15:30:22.950
98,0.8068459630012512,-7.079654216766357,-1.4891934394836426,2017-05-01 15:30:22.966
99,0.8068459630012512,-7.079654216766357,-1.4891934394836426,2017-05-01 15:30:22.966
100,1.0522516965866089,-6.873753070831299,-1.5191209316253662,2017-05-01 15:30:22.976
101,1.2497732639312744,-6.628347396850586,-1.699883222579956,2017-05-01 15:30:22.981
102,1.3898340463638306,-6.445190906524657,-1.9752163887023928,2017-05-01 15:30:22.990
103,1.2629413604736328,-6.404489517211914,-2.268506050109864,2017-05-01 15:30:23.000
104,0.8547300100326538,-6.478709697723389,-2.6228480339050293,2017-05-01 15:30:23.010
105,0.2908954918384552,-6.676231384277344,-2.9005753993988037,2017-05-01 15:30:23.020
106,-0.13527239859104154,-6.818686485290527,-3.1459810733795166,2017-05-01 15:30:23.030
107,-0.4106055796146393,-6.946776390075684,-3.388992547988892,2017-05-01 15:30:23.040
108,-0.7134721279144287,-7.12155294418335,-3.649960517883301,2017-05-01 15:30:23.050
109,-0.8367735147476196,-7.3178772926330575,-3.9372646808624254,2017-05-01 15:30:23.060
110,-0.9205705523490906,-7.624335289001465,-4.369418144226073,2017-05-01 15:30:23.070
111,-0.8200140595436096,-8.050502777099611,-4.9188876152038565,2017-05-01 15:30:23.080
