EID,Xvalue,Yvalue,Zvalue,time
0,0.2822950780391693,-2.1102888584136963,0.8149272799491882,2017-05-17 15:28:18.884
1,0.06285060197114943,-2.1102888584136963,0.7478156685829163,2017-05-17 15:28:18.893
2,-0.11717908829450607,-1.952629804611206,0.6412891745567322,2017-05-17 15:28:18.903
3,-0.2833603322505951,-1.7917748689651491,0.509196400642395,2017-05-17 15:28:18.913
4,-0.399474173784256,-1.642637848854065,0.3632551729679108,2017-05-17 15:28:18.924
5,-0.4825648069381714,-1.4721955060958862,0.2332929223775864,2017-05-17 15:28:18.934
6,-0.5571333169937134,-1.275121569633484,0.12889699637889862,2017-05-17 15:28:18.943
7,-0.6402239203453064,-1.0972224473953247,0.037284255027771,2017-05-17 15:28:18.953
8,-0.7392935156822205,-0.9459548592567444,-0.047936901450157166,2017-05-17 15:28:18.963
9,-0.8287757635116577,-0.8021441102027893,-0.1299622654914856,2017-05-17 15:28:18.973
10,-0.9001484513282776,-0.6231797337532043,-0.2087918370962143,2017-05-17 15:28:18.983
11,-0.96832537651062,-0.4825648069381714,-0.29507824778556824,2017-05-17 15:28:18.993
12,-0.9992180466651917,-0.4133225977420807,-0.3920173048973084,2017-05-17 15:28:19.003
13,-0.9906959533691406,-0.3856257200241089,-0.4452805519104004,2017-05-17 15:28:19.013
14,-0.9363674521446228,-0.4324973821640015,-0.38669100403785706,2017-05-17 15:28:19.024
15,-0.7691209316253662,-0.500674307346344,-0.2226402759552002,2017-05-17 15:28:19.033
16,-0.471912145614624,-0.6146575808525085,-0.03089267015457153,2017-05-17 15:28:19.043
17,-0.1395496428012848,-0.7605988383293152,0.1438107043504715,2017-05-17 15:28:19.054
18,-0.027696875855326653,-0.96832537651062,0.3004045784473419,2017-05-17 15:28:19.063
19,-0.23009711503982544,-1.2634036540985107,0.3760383427143097,2017-05-17 15:28:19.073
20,-0.5177185535430908,-1.3582122325897217,0.4133225977420807,2017-05-17 15:28:19.083
21,-0.6338323354721069,-1.1227887868881226,0.48469531536102295,2017-05-17 15:28:19.093
22,-0.4857605993747711,-0.7499461770057678,0.5624596476554871,2017-05-17 15:28:19.103
23,-0.09374327212572098,-0.5581985712051392,0.6391586661338806,2017-05-17 15:28:19.113
24,0.3579288721084595,-0.5113269090652466,0.7627293467521667,2017-05-17 15:28:19.123
25,0.6849650740623474,-0.5869607329368591,0.8404936790466309,2017-05-17 15:28:19.136
26,0.6849650740623474,-0.5869607329368591,0.8404936790466309,2017-05-17 15:28:19.137
27,0.860733687877655,-0.7723167538642883,0.7669904232025146,2017-05-17 15:28:19.148
28,0.9150621891021729,-1.007740139961243,0.5400890707969666,2017-05-17 15:28:19.156
29,0.8245146870613098,-1.1952266693115234,0.22477079927921287,2017-05-17 15:28:19.162
30,0.5816344022750854,-1.2144014835357666,-0.11824435740709305,2017-05-17 15:28:19.173
31,0.4026699662208557,-0.9608685374259948,-0.2886866629123688,2017-05-17 15:28:19.182
32,0.3920173048973084,-0.4410194754600525,-0.2641855776309967,2017-05-17 15:28:19.192
33,0.3824299275875092,0.36751624941825867,-0.2865561246871948,2017-05-17 15:28:19.202
34,0.2833603322505951,1.1952266693115234,-0.3483414649963379,2017-05-17 15:28:19.212
35,0.19174760580062866,1.7608821392059326,-0.3824299275875092,2017-05-17 15:28:19.222
36,0.18855181336402893,1.8620822429656985,-0.3952131271362305,2017-05-17 15:28:19.233
37,0.3067961633205414,1.4956313371658323,-0.3802994191646576,2017-05-17 15:28:19.243
38,0.24820661544799805,1.1025487184524536,-0.4133225977420807,2017-05-17 15:28:19.252
39,-0.111852765083313,0.9342369437217712,-0.5102616548538208,2017-05-17 15:28:19.262
40,-0.4921521842479706,1.0311759710311892,-0.6093312501907349,2017-05-17 15:28:19.272
41,-0.7424893379211426,1.3262542486190796,-0.6924219131469727,2017-05-17 15:28:19.282
42,-0.9033442735671996,1.5616776943206787,-0.7446198463439941,2017-05-17 15:28:19.292
43,-1.0333064794540403,1.5542207956314087,-0.72437983751297,2017-05-17 15:28:19.302
44,-1.1366372108459473,1.3773869276046753,-0.7073355913162231,2017-05-17 15:28:19.314
