EID,Xvalue,Yvalue,pressure,touchMajor,touchMinor,pointerID,fingerOrientation,actionType,time
0,237.0,925.0,0.1764705926179886,9.0,7.0,0,0.0,0.0,2017-5-18 15:44:28:076
1,237.0,923.0,0.1764705926179886,10.0,7.0,0,0.0,,null
2,239.0,916.0,0.18039216101169586,11.0,8.0,0,0.0,,null
3,243.59153747558602,900.91357421875,0.18039216101169586,11.0,8.0,0,0.0,2.0,2017-5-18 15:44:28:104
4,246.0,893.0,0.1882353127002716,11.0,8.0,0,0.0,,null
5,254.0,865.0,0.1882353127002716,11.0,8.0,0,0.0,,null
6,259.6317138671875,839.3443603515625,0.1882353127002716,11.0,8.0,0,0.0,2.0,2017-5-18 15:44:28:123
7,263.0,824.0,0.1882353127002716,12.0,8.0,0,0.0,,null
8,270.0,770.0,0.19607844948768616,12.0,8.0,0,0.0,,null
9,273.5,743.0,0.19607844948768616,12.0,8.0,0,0.0,2.0,2017-5-18 15:44:28:142
10,273.0,694.0,0.18431372940540314,11.0,8.0,0,0.0,,null
11,254.0,602.0,0.13725490868091586,9.0,6.0,0,0.0,2.0,2017-5-18 15:44:28:160
12,254.0,602.0,0.13725490868091586,9.0,6.0,0,0.0,1.0,2017-5-18 15:44:28:160
13,623.0,1220.0,0.2196078598499298,13.0,9.0,0,0.0,0.0,2017-5-18 15:44:31:591
14,623.0,1220.0,0.2196078598499298,12.0,9.0,0,0.0,,null
15,623.0,1220.0,0.2196078598499298,12.0,9.0,0,0.0,2.0,2017-5-18 15:44:31:613
16,623.0,1220.0,0.2196078598499298,13.0,9.0,0,0.0,,null
17,623.0,1220.0,0.2196078598499298,13.0,9.0,0,0.0,2.0,2017-5-18 15:44:31:628
18,623.0,1220.0,0.2196078598499298,12.0,9.0,0,0.0,,null
19,623.6239013671875,1220.0,0.2196078598499298,12.0,9.0,0,0.0,2.0,2017-5-18 15:44:31:645
20,624.0,1220.0,0.1411764770746231,9.0,7.0,0,0.0,2.0,2017-5-18 15:44:31:651
21,624.0,1220.0,0.1411764770746231,9.0,7.0,0,0.0,1.0,2017-5-18 15:44:31:651
22,937.0,603.0,0.18431372940540314,12.0,8.0,0,0.0,0.0,2017-5-18 15:45:49:081
23,937.0,603.0,0.1764705926179886,11.0,8.0,0,0.0,,null
24,937.0,603.0,0.1764705926179886,11.0,8.0,0,0.0,2.0,2017-5-18 15:45:49:107
25,937.0,603.0,0.18039216101169586,11.0,8.0,0,0.0,,null
26,936.0,602.0,0.18039216101169586,11.0,8.0,0,0.0,,null
27,935.9078369140624,601.9078369140625,0.18039216101169586,11.0,8.0,0,0.0,2.0,2017-5-18 15:45:49:124
28,936.0,600.0,0.18039216101169586,11.0,8.0,0,0.0,,null
29,936.0,598.2855834960938,0.18039216101169586,11.0,8.0,0,0.0,2.0,2017-5-18 15:45:49:139
30,936.0,598.0,0.18039216101169586,10.0,7.0,0,0.0,,null
31,936.0,594.0,0.1764705926179886,10.0,7.0,0,0.0,,null
32,936.0,590.4287719726562,0.1764705926179886,10.0,7.0,0,0.0,2.0,2017-5-18 15:45:49:156
33,936.0,590.0,0.1764705926179886,10.0,7.0,0,0.0,,null
34,935.0,585.0,0.1764705926179886,10.0,7.0,0,0.0,,null
35,935.0,578.0,0.1725490242242813,11.0,8.0,0,0.0,,null
36,935.0,575.3220825195312,0.1725490242242813,11.0,8.0,0,0.0,2.0,2017-5-18 15:45:49:178
37,935.0,571.0,0.16862745583057406,10.0,7.0,0,0.0,,null
38,935.0,563.0,0.1725490242242813,11.0,8.0,0,0.0,,null
39,935.0,559.6103515625,0.1725490242242813,11.0,8.0,0,0.0,2.0,2017-5-18 15:45:49:194
40,935.0,555.0,0.1764705926179886,11.0,8.0,0,0.0,,null
41,935.0,546.0,0.1764705926179886,10.0,7.0,0,0.0,,null
42,935.0,541.1100463867189,0.1764705926179886,10.0,7.0,0,0.0,2.0,2017-5-18 15:45:49:212
43,935.0,536.0,0.1764705926179886,10.0,7.0,0,0.0,,null
44,935.0,527.0,0.18039216101169586,10.0,7.0,0,0.0,,null
45,935.0,522.8621215820311,0.18039216101169586,10.0,7.0,0,0.0,2.0,2017-5-18 15:45:49:228
