EID,Xvalue,Yvalue,Zvalue,time
0,-0.4345476031303406,-5.550956726074219,4.231751441955566,2017-06-02 15:44:04.753
1,-0.424970805644989,-4.611232280731201,3.930082082748413,2017-06-02 15:44:04.763
2,-0.5542576909065247,-3.8810009956359854,3.160346269607544,2017-06-02 15:44:04.772
3,-0.18315643072128296,-3.423708438873291,2.4803929328918457,2017-06-02 15:44:04.783
4,0.395043283700943,-3.224989652633667,2.603694438934326,2017-06-02 15:44:04.793
5,0.7661445140838623,-3.3351230621337886,2.699462413787842,2017-06-02 15:44:04.803
6,1.1516109704971311,-3.7457284927368164,2.627636432647705,2017-06-02 15:44:04.813
7,1.6519991159439087,-4.094084739685059,2.401384353637696,2017-06-02 15:44:04.823
8,1.7298107147216797,-4.235342979431152,2.250549554824829,2017-06-02 15:44:04.833
9,2.070984363555908,-4.140771865844728,1.7908629179000854,2017-06-02 15:44:04.843
10,2.3020248413085938,-3.9827544689178467,1.3036428689956665,2017-06-02 15:44:04.853
11,2.4660277366638184,-3.908534288406372,0.5973533391952515,2017-06-02 15:44:04.864
12,2.503137826919556,-3.8343141078948975,-0.4572925269603729,2017-06-02 15:44:04.874
13,1.9752163887023928,-4.125209331512451,-1.659181833267212,2017-06-02 15:44:04.882
14,2.296039342880249,-4.696226596832275,-3.7241806983947767,2017-06-02 15:44:04.893
15,1.1767501831054688,-5.868188381195068,-3.87740969657898,2017-06-02 15:44:04.903
16,1.923741102218628,-6.982689380645753,-5.719748020172119,2017-06-02 15:44:04.913
17,2.3930046558380127,-8.759186744689941,-6.965929985046388,2017-06-02 15:44:04.928
18,3.286041736602783,-10.9091796875,-8.856152534484863,2017-06-02 15:44:04.934
19,4.699818134307861,-12.777854919433596,-10.824186325073242,2017-06-02 15:44:04.943
20,6.005855083465576,-14.486117362976074,-10.959458351135254,2017-06-02 15:44:04.952
21,6.344634532928468,-15.121777534484865,-9.184157371520996,2017-06-02 15:44:04.963
22,5.096058368682861,-14.483723640441895,-7.86734676361084,2017-06-02 15:44:04.973
23,3.6296098232269287,-12.903550148010256,-7.042544364929199,2017-06-02 15:44:04.984
24,2.123656988143921,-11.282675743103027,-5.9771246910095215,2017-06-02 15:44:04.995
25,0.9864110946655272,-10.00177764892578,-5.461174011230469,2017-06-02 15:44:05.007
26,0.5015852451324463,-8.736441612243652,-5.431246757507324,2017-06-02 15:44:05.016
27,1.2186486721038818,-8.216899871826174,-7.268796443939209,2017-06-02 15:44:05.023
28,3.4536359310150133,-10.754754066467283,-11.805809020996096,2017-06-02 15:44:05.034
29,5.808333396911621,-17.361553192138672,-12.20923137664795,2017-06-02 15:44:05.043
30,4.065354347229004,-24.53817367553711,-5.609614372253418,2017-06-02 15:44:05.055
31,-2.319981336593628,-22.53662109375,-3.9001545906066895,2017-06-02 15:44:05.064
32,-3.8343141078948975,-14.741100311279295,-3.848679304122925,2017-06-02 15:44:05.076
33,-1.8782511949539185,-9.587580680847168,0.9277531504631042,2017-06-02 15:44:05.084
34,1.8842366933822632,-6.653486728668213,4.009090900421144,2017-06-02 15:44:05.093
35,5.948394298553468,-4.752490520477295,3.4272997379302983,2017-06-02 15:44:05.103
36,6.654683589935303,-3.1316158771514893,4.929661273956299,2017-06-02 15:44:05.127
37,4.95120906829834,-3.068169593811035,6.034585475921631,2017-06-02 15:44:05.128
38,3.116053581237793,-4.151545524597168,7.126341342926025,2017-06-02 15:44:05.132
39,0.7038952708244324,-6.156689643859862,5.74249267578125,2017-06-02 15:44:05.142
40,-1.5466543436050415,-8.619126319885254,5.122394561767578,2017-06-02 15:44:05.152
41,-3.626018524169922,-11.174936294555664,6.00226354598999,2017-06-02 15:44:05.162
42,-5.570110321044922,-13.875596046447756,5.345055103302002,2017-06-02 15:44:05.172
43,-6.688202381134032,-15.69878101348877,4.684255599975586,2017-06-02 15:44:05.182
44,-5.670666694641112,-15.741876602172852,3.098097085952759,2017-06-02 15:44:05.192
45,-2.4612393379211426,-14.161703109741213,0.243011474609375,2017-06-02 15:44:05.202
46,0.019153613597154617,-12.088324546813965,-1.523909330368042,2017-06-02 15:44:05.212
47,1.1408370733261108,-10.612298965454102,-1.5454572439193726,2017-06-02 15:44:05.223
48,2.008735179901123,-9.951498985290527,-1.8303672075271609,2017-06-02 15:44:05.232
49,3.5027170181274414,-8.8070707321167,-1.9009962081909184,2017-06-02 15:44:05.243
50,3.889380693435669,-8.257601737976074,-1.162384867668152,2017-06-02 15:44:05.253
51,4.480748653411865,-7.842207431793213,-0.7398083209991455,2017-06-02 15:44:05.262
52,3.611653327941896,-7.940370082855225,-0.3734954595565796,2017-06-02 15:44:05.272
53,2.074575662612915,-8.62511157989502,-0.13048399984836578,2017-06-02 15:44:05.282
54,0.7924807667732239,-9.330204010009766,0.3256114423274994,2017-06-02 15:44:05.292
55,-0.5758054852485657,-9.706093788146973,1.3491326570510864,2017-06-02 15:44:05.303
56,-1.3850456476211548,-9.72285270690918,1.948880195617676,2017-06-02 15:44:05.312
57,-1.8758569955825808,-9.418789863586426,1.922544002532959,2017-06-02 15:44:05.323
58,-2.2924480438232417,-9.19972038269043,2.1128830909729004,2017-06-02 15:44:05.333
59,-2.088941097259521,-8.972270965576172,0.5063736438751221,2017-06-02 15:44:05.343
60,-1.3311761617660522,-9.113529205322266,-1.016338586807251,2017-06-02 15:44:05.353
61,-0.5746083855628967,-9.649829864501953,-1.4281413555145264,2017-06-02 15:44:05.363
62,-0.07661445438861847,-10.037690162658693,-1.170764684677124,2017-06-02 15:44:05.372
63,-0.18315643072128296,-9.886856079101562,-0.9923965930938721,2017-06-02 15:44:05.382
64,-0.1999158412218094,-9.436745643615724,-1.039083480834961,2017-06-02 15:44:05.392
65,-0.19393034279346466,-9.005789756774902,-1.4305355548858645,2017-06-02 15:44:05.403
66,-0.026336219161748886,-8.810662269592285,-1.820790410041809,2017-06-02 15:44:05.413
67,0.18315643072128296,-8.967482566833496,-2.163161277770996,2017-06-02 15:44:05.422
68,0.11971008777618407,-9.194931983947754,-2.813186883926392,2017-06-02 15:44:05.433
69,0.14604631066322327,-9.367314338684082,-3.4141316413879395,2017-06-02 15:44:05.443
70,0.17238251864910126,-9.59715747833252,-2.682703018188477,2017-06-02 15:44:05.453
71,0.10295066982507706,-9.84376049041748,-1.338358759880066,2017-06-02 15:44:05.464
72,-0.10055647045373917,-9.823410034179688,0.09457096457481384,2017-06-02 15:44:05.472
73,-0.27653029561042786,-9.354146003723145,1.0594342947006226,2017-06-02 15:44:05.482
74,-0.5602431893348694,-8.702922821044924,1.0785878896713257,2017-06-02 15:44:05.493
75,-0.8319851160049438,-8.47786808013916,0.5841852426528931,2017-06-02 15:44:05.502
76,-1.3551181554794312,-8.688557624816895,-0.0454898327589035,2017-06-02 15:44:05.512
77,-1.778891921043396,-9.215282440185547,-0.6117185354232788,2017-06-02 15:44:05.523
78,-1.7393875122070312,-9.819818496704102,-0.99479079246521,2017-06-02 15:44:05.532
79,-1.2749123573303225,-10.200496673583984,-1.0438719987869265,2017-06-02 15:44:05.543
80,-0.6931213736534119,-10.20767879486084,-1.1073182821273804,2017-06-02 15:44:05.553
81,-0.12090718746185306,-9.680954933166504,-1.1180921792984009,2017-06-02 15:44:05.563
82,0.4022258818149567,-9.078812599182127,-1.701080322265625,2017-06-02 15:44:05.573
83,0.7876923680305481,-8.823830604553223,-2.58813214302063,2017-06-02 15:44:05.583
84,0.7146692276000977,-9.465476036071776,-2.628833532333374,2017-06-02 15:44:05.592
85,0.4237737059593201,-11.14381217956543,-1.3120225667953491,2017-06-02 15:44:05.602
86,-0.047884032130241394,-14.816516876220705,0.2944868206977844,2017-06-02 15:44:05.612
87,0.24181437492370605,-18.56224632263184,1.578976035118103,2017-06-02 15:44:05.622
88,1.4173674583435059,-18.905813217163086,0.6392518281936646,2017-06-02 15:44:05.633
89,3.2034418582916264,-15.854403495788574,-2.1320366859436035,2017-06-02 15:44:05.643
90,4.869806289672852,-13.14775848388672,-4.0318355560302725,2017-06-02 15:44:05.652
91,6.878541469573975,-11.84531307220459,-3.861847400665283,2017-06-02 15:44:05.663
92,8.014590263366701,-11.840524673461914,-2.9676129817962646,2017-06-02 15:44:05.672
93,7.441178798675537,-11.97100830078125,-1.7202339172363281,2017-06-02 15:44:05.682
94,5.947196960449219,-12.00572395324707,-0.1388636976480484,2017-06-02 15:44:05.692
95,3.999513864517212,-11.87763500213623,1.7980455160140991,2017-06-02 15:44:05.702
96,2.8610711097717285,-11.530475616455078,3.339911460876465,2017-06-02 15:44:05.713
97,2.120065689086914,-11.097125053405762,4.574122428894043,2017-06-02 15:44:05.722
