EID,Xvalue,Yvalue,pressure,touchMajor,touchMinor,pointerID,fingerOrientation,actionType,time
0,883.125,1836.25,1.0,2.9296875,2.9296875,0,0.0,0.0,2017-5-15 16:9:47:311
1,882.0703125,1835.0,1.0,3.41796875,3.41796875,0,0.0,,null
2,881.54296875,1834.375,1.0,3.41796875,3.41796875,0,0.0,2.0,2017-5-15 16:9:47:333
3,881.3671875,1831.875,1.0,3.41796875,1.953125,0,0.0,,null
4,880.3973999023438,1822.10498046875,1.0,3.41796875,1.953125,0,0.0,2.0,2017-5-15 16:9:47:350
5,880.3125,1821.25,1.0,3.41796875,1.953125,0,0.0,,null
6,882.0703125,1796.875,1.0,4.39453125,2.9296875,0,0.0,,null
7,882.7445068359375,1787.52587890625,1.0,4.39453125,2.9296875,0,0.0,2.0,2017-5-15 16:9:47:366
8,892.265625,1758.125,1.0,3.41796875,1.953125,0,0.0,,null
9,905.3328857421876,1714.244873046875,1.0,3.41796875,1.953125,0,0.0,2.0,2017-5-15 16:9:47:383
10,908.0859375,1705.0,1.0,2.9296875,2.9296875,0,0.0,,null
11,925.3125,1640.0,1.0,3.90625,3.90625,0,0.0,,null
12,930.281494140625,1621.250732421875,1.0,3.90625,3.90625,0,0.0,2.0,2017-5-15 16:9:47:400
13,943.2421875,1566.25,1.0,3.41796875,1.953125,0,0.0,,null
14,958.1162109375,1510.4263916015625,1.0,3.41796875,1.953125,0,0.0,2.0,2017-5-15 16:9:47:418
15,965.390625,1483.125,1.0,1.953125,1.953125,0,0.0,,null
16,991.40625,1396.875,1.0,0.9765625,0.48828125,0,0.0,,null
17,995.1075439453124,1384.60400390625,1.0,0.9765625,0.48828125,0,0.0,2.0,2017-5-15 16:9:47:434
18,1004.4140625,1343.125,1.0,0.9765625,0.48828125,0,0.0,2.0,2017-5-15 16:9:47:450
19,1004.4140625,1343.125,1.0,0.9765625,0.48828125,0,0.0,1.0,2017-5-15 16:9:47:451
20,880.3125,1748.75,1.0,1.46484375,1.46484375,0,0.0,0.0,2017-5-15 16:9:48:048
21,879.2578125,1748.125,1.0,2.9296875,2.9296875,0,0.0,,null
22,879.1355590820312,1748.052490234375,1.0,2.9296875,2.9296875,0,0.0,2.0,2017-5-15 16:9:48:066
23,878.203125,1743.75,1.0,3.41796875,1.953125,0,0.0,,null
24,877.5947265625,1732.213623046875,1.0,3.41796875,1.953125,0,0.0,2.0,2017-5-15 16:9:48:083
25,877.1484375,1723.75,1.0,3.90625,1.953125,0,0.0,,null
26,888.096435546875,1675.0921630859375,1.0,3.90625,1.953125,0,0.0,2.0,2017-5-15 16:9:48:099
27,888.3984375,1673.75,1.0,2.9296875,1.953125,0,0.0,,null
28,910.1953125,1586.25,1.0,3.41796875,1.953125,0,0.0,,null
29,919.6475830078124,1548.3055419921875,1.0,3.41796875,1.953125,0,0.0,2.0,2017-5-15 16:9:48:116
30,940.078125,1468.125,1.0,4.39453125,1.953125,0,0.0,,null
31,971.6322631835938,1351.0308837890625,1.0,4.39453125,1.953125,0,0.0,2.0,2017-5-15 16:9:48:132
32,976.2890625,1333.75,1.0,3.41796875,1.953125,0,0.0,,null
33,1018.125,1198.125,1.0,2.9296875,2.9296875,0,0.0,,null
34,1053.5572509765623,1111.512939453125,1.0,2.9296875,2.9296875,0,0.0,2.0,2017-5-15 16:9:48:153
35,1074.375,1060.625,1.0,0.48828125,0.48828125,0,0.0,,null
36,1123.2421875,970.625,1.0,0.48828125,0.48828125,0,0.0,,null
37,1127.3486328125,963.06201171875,1.0,0.48828125,0.48828125,0,0.0,2.0,2017-5-15 16:9:48:169
38,1127.3486328125,963.06201171875,1.0,0.48828125,0.48828125,0,0.0,1.0,2017-5-15 16:9:48:174
39,920.390625,1895.0,1.0,1.46484375,1.46484375,0,0.0,0.0,2017-5-15 16:9:49:536
40,921.09375,1896.25,1.0,3.90625,3.90625,0,0.0,,null
41,921.4453125,1896.875,1.0,3.90625,3.90625,0,0.0,2.0,2017-5-15 16:9:49:558
42,922.1484375,1896.875,1.0,3.90625,3.90625,0,0.0,,null
43,924.177490234375,1898.077392578125,1.0,3.90625,3.90625,0,0.0,2.0,2017-5-15 16:9:49:574
44,924.2578125,1898.125,1.0,3.90625,3.90625,0,0.0,,null
45,926.3671875,1898.75,1.0,3.90625,3.90625,0,0.0,,null
46,927.251708984375,1899.011962890625,1.0,3.90625,3.90625,0,0.0,2.0,2017-5-15 16:9:49:591
