EID,Xvalue,Yvalue,pressure,touchMajor,touchMinor,pointerID,fingerOrientation,actionType,time
0,749.0,1392.0,0.1764705926179886,10.0,6.0,0,0.0,0.0,2017-5-12 15:41:8:217
1,748.0,1391.0,0.18039216101169586,10.0,7.0,0,0.0,,null
2,747.0,1381.0,0.19215688109397888,10.0,7.0,0,0.0,,null
3,746.9102783203125,1380.1029052734375,0.19215688109397888,10.0,7.0,0,0.0,2.0,2017-5-12 15:41:8:239
4,747.0,1364.0,0.19607844948768616,12.0,8.0,0,0.0,,null
5,747.0,1342.0858154296875,0.19607844948768616,12.0,8.0,0,0.0,2.0,2017-5-12 15:41:8:254
6,747.0,1332.0,0.20000001788139346,12.0,8.0,0,0.0,,null
7,748.0,1296.0,0.2117647230625153,12.0,9.0,0,0.0,,null
8,750.0293579101562,1264.8829345703125,0.2117647230625153,12.0,9.0,0,0.0,2.0,2017-5-12 15:41:8:272
9,751.0,1250.0,0.207843154668808,12.0,9.0,0,0.0,,null
10,757.0,1193.0,0.207843154668808,13.0,9.0,0,0.0,,null
11,762.6748657226562,1157.0592041015625,0.207843154668808,13.0,9.0,0,0.0,2.0,2017-5-12 15:41:8:292
12,766.0,1136.0,0.21568629145622253,12.0,9.0,0,0.0,,null
13,777.0,1081.0,0.21568629145622253,12.0,9.0,0,0.0,,null
14,790.8507690429688,1037.3699951171877,0.21568629145622253,12.0,9.0,0,0.0,2.0,2017-5-12 15:41:8:310
15,797.0,1018.0,0.2039215862751007,12.0,9.0,0,0.0,,null
16,827.0,953.0,0.1882353127002716,11.0,8.0,0,0.0,2.0,2017-5-12 15:41:8:326
17,827.0,953.0,0.1882353127002716,11.0,8.0,0,0.0,1.0,2017-5-12 15:41:8:327
18,799.0,1288.0,0.16862745583057406,9.0,6.0,0,0.0,0.0,2017-5-12 15:41:8:619
19,798.0,1285.0,0.1725490242242813,9.0,7.0,0,0.0,,null
20,797.0,1277.0,0.1725490242242813,9.0,7.0,0,0.0,,null
21,797.0,1263.8614501953125,0.1725490242242813,9.0,7.0,0,0.0,2.0,2017-5-12 15:41:8:646
22,797.0,1248.0,0.18039216101169586,10.0,7.0,0,0.0,,null
23,798.0,1206.0,0.18431372940540314,10.0,7.0,0,0.0,,null
24,799.8086547851562,1180.2269287109375,0.18431372940540314,10.0,7.0,0,0.0,2.0,2017-5-12 15:41:8:660
25,802.0,1149.0,0.19215688109397888,11.0,8.0,0,0.0,,null
26,813.0,1080.0,0.19607844948768616,11.0,8.0,0,0.0,,null
27,820.682861328125,1050.709228515625,0.19607844948768616,11.0,8.0,0,0.0,2.0,2017-5-12 15:41:8:677
28,829.0,1019.0,0.19607844948768616,11.0,8.0,0,0.0,,null
29,845.0,958.0,0.19607844948768616,12.0,8.0,0,0.0,,null
30,856.3378295898438,927.4371337890624,0.19607844948768616,12.0,8.0,0,0.0,2.0,2017-5-12 15:41:8:693
31,868.0,896.0,0.1882353127002716,12.0,8.0,0,0.0,,null
32,896.0,836.0,0.16470588743686676,10.0,7.0,0,0.0,,null
33,909.3718872070312,811.5616455078125,0.16470588743686676,10.0,7.0,0,0.0,2.0,2017-5-12 15:41:8:711
34,925.0,783.0,0.10196079313755037,8.0,6.0,0,0.0,2.0,2017-5-12 15:41:8:717
35,925.0,783.0,0.10196079313755037,8.0,6.0,0,0.0,1.0,2017-5-12 15:41:8:718
36,791.0,1256.0,0.16470588743686676,9.0,7.0,0,0.0,0.0,2017-5-12 15:41:8:996
37,791.0,1255.0,0.16470588743686676,10.0,7.0,0,0.0,,null
38,791.0,1252.0,0.1764705926179886,10.0,7.0,0,0.0,,null
39,791.0,1248.6278076171875,0.1764705926179886,10.0,7.0,0,0.0,2.0,2017-5-12 15:41:9:027
40,791.0,1244.0,0.18039216101169586,10.0,7.0,0,0.0,,null
41,792.0,1231.0,0.1882353127002716,11.0,8.0,0,0.0,,null
42,792.473388671875,1223.899169921875,0.1882353127002716,11.0,8.0,0,0.0,2.0,2017-5-12 15:41:9:043
43,793.0,1216.0,0.1882353127002716,11.0,8.0,0,0.0,,null
44,794.0,1194.0,0.19607844948768616,11.0,8.0,0,0.0,,null
45,794.4532470703125,1183.574951171875,0.19607844948768616,11.0,8.0,0,0.0,2.0,2017-5-12 15:41:9:060
46,795.0,1171.0,0.19607844948768616,12.0,8.0,0,0.0,,null
47,796.0,1150.0,0.20000001788139346,12.0,9.0,0,0.0,,null
48,797.6000366210938,1140.0,0.20000001788139346,12.0,9.0,0,0.0,2.0,2017-5-12 15:41:9:077
49,800.0,1125.0,0.207843154668808,12.0,9.0,0,0.0,,null
50,804.0,1103.0,0.2117647230625153,12.0,9.0,0,0.0,,null
51,805.5838623046875,1095.87255859375,0.2117647230625153,12.0,9.0,0,0.0,2.0,2017-5-12 15:41:9:093
52,808.0,1085.0,0.207843154668808,12.0,9.0,0,0.0,,null
53,812.0,1069.0,0.21568629145622253,13.0,9.0,0,0.0,,null
54,814.3213500976562,1061.5716552734377,0.21568629145622253,13.0,9.0,0,0.0,2.0,2017-5-12 15:41:9:110
55,817.0,1053.0,0.2196078598499298,13.0,9.0,0,0.0,,null
56,822.0,1038.0,0.21568629145622253,14.0,10.0,0,0.0,,null
57,824.242919921875,1031.7197265625,0.21568629145622253,14.0,10.0,0,0.0,2.0,2017-5-12 15:41:9:126
58,827.0,1024.0,0.2196078598499298,14.0,10.0,0,0.0,,null
59,831.0,1013.0,0.2274509966373444,14.0,10.0,0,0.0,,null
60,832.626220703125,1008.52783203125,0.2274509966373444,14.0,10.0,0,0.0,2.0,2017-5-12 15:41:9:144
61,835.0,1002.0,0.2313725650310517,14.0,10.0,0,0.0,,null
62,838.0,992.0,0.2274509966373444,14.0,10.0,0,0.0,,null
63,839.3478393554688,987.507080078125,0.2274509966373444,14.0,10.0,0,0.0,2.0,2017-5-12 15:41:9:160
64,841.0,982.0,0.2274509966373444,14.0,10.0,0,0.0,,null
65,844.0,973.0,0.2274509966373444,14.0,10.0,0,0.0,,null
66,844.9462280273438,969.2149658203124,0.2274509966373444,14.0,10.0,0,0.0,2.0,2017-5-12 15:41:9:176
67,846.0,965.0,0.2274509966373444,14.0,10.0,0,0.0,,null
68,848.0,957.0,0.2352941334247589,14.0,10.0,0,0.0,,null
69,848.7745971679688,954.2889404296876,0.2352941334247589,14.0,10.0,0,0.0,2.0,2017-5-12 15:41:9:194
70,850.0,950.0,0.2313725650310517,14.0,10.0,0,0.0,,null
71,852.0,944.0,0.2352941334247589,14.0,10.0,0,0.0,,null
72,852.4686279296875,941.6568603515624,0.2352941334247589,14.0,10.0,0,0.0,2.0,2017-5-12 15:41:9:210
73,853.0,939.0,0.2313725650310517,14.0,10.0,0,0.0,,null
