EID,Xvalue,Yvalue,Zvalue,time
0,1.7860745191574097,13.747506141662598,-0.690727174282074,2017-05-19 16:20:03.322
1,0.26815059781074524,12.052411079406738,-1.169567584991455,2017-05-19 16:20:03.332
2,-0.6392518281936646,10.806229591369627,-1.2557587623596191,2017-05-19 16:20:03.342
3,-1.0187327861785889,9.975440979003906,-1.7609353065490725,2017-05-19 16:20:03.352
4,-1.4748282432556152,9.355342864990234,-2.855085611343384,2017-05-19 16:20:03.362
5,-1.7741034030914309,9.782708168029783,-2.3977930545806885,2017-05-19 16:20:03.372
6,-2.8395233154296875,10.808623313903807,-0.568622887134552,2017-05-19 16:20:03.382
7,-3.8702270984649663,13.457807540893555,2.955641984939575,2017-05-19 16:20:03.392
8,-3.6296098232269287,18.213890075683594,6.8342485427856445,2017-05-19 16:20:03.402
9,-3.1878795623779297,20.865467071533203,7.3693528175354,2017-05-19 16:20:03.412
10,-1.234210968017578,17.341203689575195,2.8862102031707764,2017-05-19 16:20:03.422
11,1.0103530883789062,12.744335174560547,-2.677914619445801,2017-05-19 16:20:03.432
12,2.0374655723571777,11.239580154418944,-3.013102769851685,2017-05-19 16:20:03.442
13,2.748543500900269,11.039664268493652,-3.604470729827881,2017-05-19 16:20:03.452
14,3.314772367477417,11.431116104125975,-4.129997730255127,2017-05-19 16:20:03.462
15,3.2800562381744385,11.225214958190918,-1.556231141090393,2017-05-19 16:20:03.472
16,3.5589809417724614,10.700884819030762,-0.3531447649002075,2017-05-19 16:20:03.482
17,3.3123781681060787,9.42597198486328,-0.30047231912612915,2017-05-19 16:20:03.492
18,2.7102363109588623,8.378508567810059,0.2178723514080048,2017-05-19 16:20:03.502
19,2.286462545394897,7.694964408874513,0.5039794445037842,2017-05-19 16:20:03.512
20,1.7776948213577268,6.987477779388428,1.291671872138977,2017-05-19 16:20:03.522
21,1.4053963422775269,6.175843238830566,1.8064252138137813,2017-05-19 16:20:03.532
22,0.9014169573783876,5.458779811859131,1.915361404418945,2017-05-19 16:20:03.542
23,0.16400282084941864,4.819528102874756,1.373074650764465,2017-05-19 16:20:03.552
24,-0.5147533416748047,4.226963043212892,0.7745242714881897,2017-05-19 16:20:03.563
25,-1.2078747749328609,3.7576994895935054,0.3124433159828186,2017-05-19 16:20:03.572
26,-1.7561469078063965,3.444059133529663,0.03950432687997818,2017-05-19 16:20:03.582
27,-2.1595699787139893,3.1687259674072266,-0.1125274822115898,2017-05-19 16:20:03.592
28,-2.1499931812286377,2.9221231937408447,-0.3315969407558441,2017-05-19 16:20:03.602
29,-2.051830768585205,2.874239206314087,-0.4620809257030487,2017-05-19 16:20:03.612
30,-1.9321208000183103,3.066972494125366,-0.4824316501617432,2017-05-19 16:20:03.622
31,-1.6244658231735232,3.157952070236206,-0.5518634915351868,2017-05-19 16:20:03.632
32,-1.2461819648742676,3.2345664501190186,-0.6703764796257019,2017-05-19 16:20:03.642
33,-0.790086567401886,3.1938650608062744,-0.8930372595787048,2017-05-19 16:20:03.652
34,-0.6823474764823914,2.782062292098999,-0.7110779285430908,2017-05-19 16:20:03.662
35,-0.6476315855979919,2.797624588012696,-0.6021417379379272,2017-05-19 16:20:03.672
36,-0.6272808313369751,3.5697548389434814,-0.6787561774253845,2017-05-19 16:20:03.682
37,-0.3734954595565796,5.003881454467773,-1.625662922859192,2017-05-19 16:20:03.693
38,0.11851298063993455,6.854599475860598,-3.1423897743225098,2017-05-19 16:20:03.702
39,1.4449007511138916,10.18134307861328,-4.669890403747559,2017-05-19 16:20:03.712
40,3.863044500350952,14.785392761230467,-5.128379821777344,2017-05-19 16:20:03.723
41,5.497087001800537,20.495563507080078,-5.124788761138916,2017-05-19 16:20:03.733
42,6.7025675773620605,26.488250732421875,-6.580463409423827,2017-05-19 16:20:03.743
43,8.893261909484863,25.990257263183594,-10.550049781799316,2017-05-19 16:20:03.754
44,6.721721172332764,18.282123565673828,-13.8468656539917,2017-05-19 16:20:03.764
45,4.2940006256103525,9.376891136169434,-13.114239692687988,2017-05-19 16:20:03.773
46,2.9293057918548584,5.582081317901611,-10.632649421691896,2017-05-19 16:20:03.783
47,2.0446481704711914,4.0354270935058585,-8.185775756835938,2017-05-19 16:20:03.793
48,1.5191209316253662,4.311957359313965,-4.566939830780028,2017-05-19 16:20:03.803
49,2.088941097259521,6.607996463775635,-0.9792284965515136,2017-05-19 16:20:03.813
50,2.9927520751953125,9.747992515563963,0.1999158412218094,2017-05-19 16:20:03.823
51,2.9724013805389404,14.663288116455078,3.0202853679656982,2017-05-19 16:20:03.833
52,3.398569345474243,19.886240005493164,7.876923561096191,2017-05-19 16:20:03.843
53,2.966415882110596,23.28840065002441,5.843049049377441,2017-05-19 16:20:03.852
54,1.499967336654663,22.01827621459961,-3.864241600036621,2017-05-19 16:20:03.862
55,-1.4305355548858645,15.088258743286133,-6.393715858459473,2017-05-19 16:20:03.872
56,-3.786429882049561,4.784811973571777,-1.0666168928146362,2017-05-19 16:20:03.882
57,-4.545392036437988,1.6759412288665771,1.5107412338256836,2017-05-19 16:20:03.892
58,-2.7988216876983643,3.2968156337738037,1.3838485479354858,2017-05-19 16:20:03.902
59,-1.0785878896713257,3.863044500350952,2.5103204250335693,2017-05-19 16:20:03.912
60,-0.4932055473327637,4.23773717880249,3.7541081905364986,2017-05-19 16:20:03.922
61,-0.2047042399644852,6.127959251403809,5.321113109588623,2017-05-19 16:20:03.932
62,-0.4417302012443543,8.377311706542969,5.974730491638184,2017-05-19 16:20:03.942
63,-1.072602391242981,10.771512985229492,4.78122091293335,2017-05-19 16:20:03.952
