EID,Xvalue,Yvalue,Zvalue,time
0,0.13527239859104154,-7.3920979499816895,1.1552022695541382,2017-05-31 12:42:05.391
1,-1.035492181777954,-8.925583839416504,0.9612720012664796,2017-05-31 12:42:05.400
2,-2.583343744277954,-11.019312858581543,0.41778820753097534,2017-05-31 12:42:05.409
3,-3.732560396194458,-12.451045989990234,-0.5781996846199036,2017-05-31 12:42:05.419
4,-4.02465295791626,-12.412738800048828,-2.0626046657562256,2017-05-31 12:42:05.432
5,-3.557783842086792,-11.093533515930176,-3.190273761749268,2017-05-31 12:42:05.442
6,-2.9735984802246094,-9.890447616577148,-2.580949544906616,2017-05-31 12:42:05.450
7,-2.48757553100586,-9.230844497680664,-1.091755986213684,2017-05-31 12:42:05.460
8,-2.232593059539795,-8.99860668182373,0.08379705995321274,2017-05-31 12:42:05.470
9,-1.9105730056762693,-8.734047889709473,1.04028058052063,2017-05-31 12:42:05.480
10,-1.7621324062347412,-8.62391471862793,1.4856021404266355,2017-05-31 12:42:05.490
11,-2.3379380702972408,-9.033323287963867,1.7357962131500244,2017-05-31 12:42:05.499
12,-2.8862102031707764,-9.44871711730957,2.019509077072144,2017-05-31 12:42:05.509
13,-2.749740600585937,-9.41400146484375,2.06978726387024,2017-05-31 12:42:05.519
14,-2.626439332962036,-9.17936897277832,1.7405846118927002,2017-05-31 12:42:05.529
15,-3.189076662063598,-9.26675796508789,1.2234370708465576,2017-05-31 12:42:05.539
16,-3.5913026332855225,-9.44752025604248,0.6177040338516235,2017-05-31 12:42:05.549
17,-3.4308910369873047,-9.476250648498537,0.1915361285209656,2017-05-31 12:42:05.559
18,-2.9161376953125,-9.533711433410645,-0.020350715145468712,2017-05-31 12:42:05.570
19,-2.2445640563964844,-9.763554573059082,-0.09696517139673233,2017-05-31 12:42:05.579
20,-1.6424223184585571,-9.944316864013672,-0.14604631066322327,2017-05-31 12:42:05.589
21,-1.3551181554794312,-10.236409187316896,-0.1472434103488922,2017-05-31 12:42:05.599
22,-1.1420341730117798,-10.38844108581543,0.04429273307323457,2017-05-31 12:42:05.611
23,-0.8343793153762817,-10.35252857208252,0.24660277366638186,2017-05-31 12:42:05.620
24,-0.6141127347946167,-10.061633110046387,0.5602431893348694,2017-05-31 12:42:05.630
25,-0.5195417404174805,-9.768342971801758,0.8331822156906128,2017-05-31 12:42:05.640
26,-0.6919242739677429,-9.588777542114258,0.8786720037460327,2017-05-31 12:42:05.660
27,-0.6919242739677429,-9.588777542114258,0.8786720037460327,2017-05-31 12:42:05.660
28,-0.6512228846549988,-9.372102737426758,1.137245774269104,2017-05-31 12:42:05.661
29,-0.3878606855869293,-8.875306129455566,1.4856021404266355,2017-05-31 12:42:05.670
30,-0.3519476354122162,-8.330624580383299,1.7094600200653076,2017-05-31 12:42:05.679
31,-0.5734112858772278,-8.066065788269043,1.8782511949539185,2017-05-31 12:42:05.690
32,-0.849941611289978,-8.033743858337402,2.254140853881836,2017-05-31 12:42:05.699
33,-0.9720458984375,-8.315062522888184,2.5522189140319824,2017-05-31 12:42:05.710
34,-0.9421183466911316,-8.810662269592285,2.8395233154296875,2017-05-31 12:42:05.719
