key1,key2,time
t,h,686.0
s,SPACE,124.0
SPACE,i,141.0
s,SPACE,171.0
SPACE,a,188.0
SPACE,t,592.0
t,e,141.0
e,s,203.0
t,SPACE,125.0
SPACE,t,1357.0
o,SPACE,188.0
SPACE,s,140.0
e,SPACE,125.0
SPACE,i,1076.0
e,SPACE,171.0
BACKSPACE,BACKSPACE,203.0
BACKSPACE,BACKSPACE,312.0
t,h,141.0
e,SPACE,125.0
s,SPACE,140.0
BACKSPACE,BACKSPACE,125.0
BACKSPACE,BACKSPACE,265.0
BACKSPACE,BACKSPACE,172.0
BACKSPACE,BACKSPACE,140.0
s,SPACE,1435.0
SPACE,t,312.0
t,h,140.0
t,SPACE,125.0
SPACE,i,281.0
SPACE,t,203.0
e,SPACE,124.0
SPACE,a,1950.0
r,e,62.0
e,SPACE,172.0
e,SPACE,125.0
SPACE,t,1045.0
o,SPACE,203.0
e,SPACE,187.0
SPACE,t,5101.0
t,h,188.0
e,r,140.0
r,e,172.0
e,SPACE,218.0
SPACE,a,531.0
r,e,78.0
e,SPACE,250.0
SPACE,t,374.0
o,SPACE,203.0
SPACE,s,125.0
s,e,140.0
BACKSPACE,BACKSPACE,297.0
t,e,141.0
e,n,546.0
e,s,234.0
s,SPACE,125.0
n,SPACE,218.0
SPACE,t,125.0
t,h,140.0
s,SPACE,141.0
SPACE,s,406.0
t,h,281.0
s,SPACE,125.0
SPACE,i,140.0
s,SPACE,140.0
SPACE,a,125.0
SPACE,t,343.0
t,e,140.0
e,s,156.0
t,SPACE,124.0
SPACE,t,266.0
BACKSPACE,BACKSPACE,140.0
o,SPACE,141.0
SPACE,s,202.0
s,e,125.0
e,SPACE,125.0
SPACE,t,125.0
t,h,187.0
e,SPACE,125.0
s,SPACE,140.0
SPACE,t,499.0
t,h,281.0
t,SPACE,140.0
SPACE,i,390.0
SPACE,t,203.0
e,SPACE,156.0
SPACE,a,234.0
r,e,78.0
e,SPACE,124.0
e,SPACE,141.0
SPACE,t,561.0
o,SPACE,218.0
SPACE,t,968.0
t,h,140.0
e,r,156.0
r,e,640.0
e,SPACE,125.0
SPACE,a,187.0
r,e,171.0
e,SPACE,78.0
SPACE,t,375.0
o,SPACE,125.0
SPACE,s,655.0
s,e,187.0
e,n,219.0
t,e,125.0
e,n,546.0
e,s,172.0
s,SPACE,218.0
SPACE,i,172.0
t,SPACE,94.0
BACKSPACE,BACKSPACE,140.0
SPACE,t,156.0
t,h,250.0
s,SPACE,156.0
SPACE,s,249.0
BACKSPACE,BACKSPACE,219.0
s,SPACE,202.0
SPACE,i,172.0
s,SPACE,125.0
SPACE,a,140.0
SPACE,t,140.0
t,e,141.0
e,s,140.0
t,SPACE,296.0
SPACE,t,343.0
o,SPACE,140.0
SPACE,s,141.0
s,e,187.0
e,SPACE,140.0
SPACE,i,359.0
SPACE,t,140.0
t,h,140.0
e,SPACE,140.0
s,SPACE,156.0
SPACE,t,796.0
t,h,156.0
t,SPACE,203.0
SPACE,a,203.0
BACKSPACE,BACKSPACE,140.0
SPACE,t,249.0
e,SPACE,140.0
SPACE,a,343.0
r,e,78.0
e,SPACE,125.0
e,SPACE,141.0
BACKSPACE,BACKSPACE,140.0
BACKSPACE,BACKSPACE,156.0
o,SPACE,141.0
SPACE,t,873.0
t,h,125.0
e,r,187.0
r,e,156.0
e,SPACE,328.0
SPACE,a,202.0
r,e,125.0
e,SPACE,141.0
SPACE,t,468.0
o,SPACE,187.0
SPACE,s,78.0
s,e,125.0
e,n,140.0
t,e,203.0
e,n,156.0
e,s,171.0
s,SPACE,141.0
SPACE,i,202.0
n,SPACE,234.0
SPACE,t,140.0
t,h,203.0
s,SPACE,156.0
SPACE,s,125.0
s,e,140.0
BACKSPACE,BACKSPACE,140.0
SPACE,s,265.0
t,h,390.0
s,SPACE,141.0
SPACE,i,203.0
s,SPACE,140.0
SPACE,a,250.0
SPACE,t,593.0
t,e,141.0
e,s,171.0
t,SPACE,140.0
SPACE,t,375.0
o,SPACE,141.0
SPACE,s,234.0
s,e,202.0
e,SPACE,141.0
SPACE,i,125.0
SPACE,t,140.0
t,h,125.0
e,SPACE,375.0
BACKSPACE,BACKSPACE,141.0
s,SPACE,140.0
SPACE,i,125.0
BACKSPACE,BACKSPACE,125.0
t,h,171.0
t,SPACE,140.0
SPACE,i,421.0
SPACE,t,281.0
e,SPACE,140.0
SPACE,a,219.0
r,e,94.0
e,SPACE,234.0
e,SPACE,140.0
SPACE,t,203.0
o,SPACE,62.0
SPACE,t,812.0
t,h,124.0
e,r,344.0
r,e,187.0
e,SPACE,187.0
SPACE,a,218.0
r,e,125.0
e,SPACE,78.0
