key1,key2,time
t,h,474.0
s,SPACE,47.0
SPACE,i,414.0
s,SPACE,16.0
SPACE,a,49.0
SPACE,t,408.0
t,e,48.0
e,s,109.0
t,SPACE,684.0
SPACE,t,249.0
o,SPACE,129.0
SPACE,s,32.0
e,SPACE,57.0
BACKSPACE,BACKSPACE,80.0
BACKSPACE,BACKSPACE,71.0
e,SPACE,239.0
SPACE,i,166.0
BACKSPACE,BACKSPACE,71.0
BACKSPACE,BACKSPACE,83.0
BACKSPACE,BACKSPACE,71.0
t,h,108.0
e,SPACE,46.0
BACKSPACE,BACKSPACE,69.0
s,SPACE,58.0
SPACE,t,740.0
t,h,118.0
t,SPACE,128.0
SPACE,i,275.0
SPACE,t,92.0
e,SPACE,81.0
SPACE,a,1632.0
r,e,116.0
e,SPACE,65.0
e,SPACE,9.0
SPACE,t,460.0
o,SPACE,93.0
SPACE,t,604.0
t,h,94.0
e,r,92.0
r,e,80.0
e,SPACE,211.0
SPACE,a,69.0
r,e,83.0
e,SPACE,13.0
SPACE,t,442.0
o,SPACE,130.0
SPACE,s,468.0
s,e,108.0
e,n,74.0
t,e,29.0
e,n,59.0
e,s,133.0
s,SPACE,130.0
SPACE,i,906.0
n,SPACE,59.0
BACKSPACE,BACKSPACE,110.0
BACKSPACE,BACKSPACE,59.0
BACKSPACE,BACKSPACE,162.0
t,h,24.0
s,SPACE,16.0
SPACE,s,82.0
t,h,118.0
s,SPACE,32.0
SPACE,i,835.0
s,SPACE,22.0
SPACE,a,381.0
SPACE,t,497.0
t,e,58.0
e,s,107.0
t,SPACE,418.0
SPACE,t,273.0
o,SPACE,118.0
SPACE,s,14.0
s,e,118.0
e,SPACE,527.0
SPACE,i,189.0
BACKSPACE,BACKSPACE,83.0
BACKSPACE,BACKSPACE,72.0
BACKSPACE,BACKSPACE,71.0
t,h,155.0
e,SPACE,34.0
s,SPACE,19.0
SPACE,t,186.0
t,h,127.0
t,SPACE,131.0
SPACE,i,153.0
SPACE,t,82.0
e,SPACE,83.0
SPACE,a,356.0
r,e,120.0
e,SPACE,37.0
e,SPACE,45.0
SPACE,t,476.0
o,SPACE,105.0
SPACE,t,929.0
t,h,118.0
e,r,94.0
r,e,40.0
SPACE,a,93.0
r,e,579.0
e,SPACE,73.0
SPACE,t,407.0
o,SPACE,130.0
SPACE,s,356.0
s,e,166.0
e,n,131.0
t,e,72.0
e,n,240.0
e,s,108.0
s,SPACE,94.0
SPACE,i,704.0
n,SPACE,83.0
SPACE,t,20.0
t,h,46.0
s,SPACE,15.0
SPACE,s,165.0
t,h,26.0
s,SPACE,14.0
SPACE,i,130.0
s,SPACE,96.0
SPACE,a,117.0
SPACE,t,245.0
t,e,9.0
e,s,107.0
t,SPACE,211.0
o,SPACE,115.0
SPACE,s,0.0
BACKSPACE,BACKSPACE,81.0
BACKSPACE,BACKSPACE,48.0
BACKSPACE,BACKSPACE,68.0
BACKSPACE,BACKSPACE,56.0
o,SPACE,187.0
SPACE,s,44.0
e,SPACE,141.0
BACKSPACE,BACKSPACE,93.0
BACKSPACE,BACKSPACE,71.0
e,SPACE,313.0
SPACE,i,186.0
t,h,467.0
e,SPACE,28.0
s,SPACE,131.0
SPACE,t,536.0
t,h,119.0
t,SPACE,120.0
SPACE,i,200.0
SPACE,t,14.0
e,SPACE,95.0
SPACE,a,1140.0
r,e,120.0
e,SPACE,62.0
e,SPACE,35.0
SPACE,t,663.0
o,SPACE,118.0
SPACE,t,389.0
t,h,71.0
e,r,119.0
r,e,82.0
e,SPACE,21.0
SPACE,a,131.0
r,e,73.0
e,SPACE,23.0
SPACE,t,624.0
o,SPACE,144.0
SPACE,s,358.0
s,e,131.0
e,n,45.0
t,e,348.0
e,n,180.0
e,s,167.0
s,SPACE,143.0
SPACE,i,868.0
n,SPACE,83.0
SPACE,t,32.0
t,h,48.0
s,SPACE,0.0
SPACE,s,130.0
s,SPACE,22.0
BACKSPACE,BACKSPACE,71.0
BACKSPACE,BACKSPACE,84.0
BACKSPACE,BACKSPACE,73.0
BACKSPACE,BACKSPACE,72.0
t,h,74.0
s,SPACE,22.0
SPACE,i,201.0
s,SPACE,22.0
SPACE,a,141.0
SPACE,t,210.0
t,e,119.0
e,s,329.0
t,SPACE,131.0
SPACE,t,120.0
BACKSPACE,BACKSPACE,59.0
BACKSPACE,BACKSPACE,58.0
o,SPACE,110.0
