key,keyhold
t,119.0
h,58.0
BACKSPACE,136.0
BACKSPACE,130.0
BACKSPACE,129.0
t,137.0
h,88.0
i,34.0
s,128.0
SPACE,101.0
i,89.0
s,114.0
SPACE,89.0
t,89.0
e,121.0
s,138.0
t,81.0
SPACE,91.0
t,129.0
o,82.0
SPACE,90.0
s,97.0
e,160.0
e,80.0
SPACE,99.0
i,82.0
SPACE,98.0
t,105.0
h,74.0
e,105.0
SPACE,100.0
o,106.0
r,129.0
s,105.0
SPACE,116.0
t,72.0
h,96.0
a,113.0
t,72.0
SPACE,91.0
i,88.0
SPACE,122.0
t,73.0
e,105.0
SPACE,100.0
a,138.0
r,113.0
e,72.0
SPACE,99.0
n,91.0
i,98.0
e,137.0
SPACE,110.0
t,128.0
o,73.0
SPACE,115.0
e,137.0
SPACE,114.0
BACKSPACE,89.0
SPACE,90.0
t,90.0
h,81.0
e,122.0
r,73.0
e,137.0
SPACE,108.0
a,161.0
r,88.0
e,129.0
SPACE,107.0
t,82.0
o,98.0
SPACE,125.0
s,105.0
e,113.0
n,66.0
t,58.0
e,122.0
n,73.0
e,114.0
s,129.0
SPACE,124.0
i,105.0
n,81.0
SPACE,97.0
t,74.0
h,50.0
i,98.0
s,121.0
SPACE,98.0
a,138.0
t,105.0
a,105.0
SPACE,116.0
s,121.0
a,137.0
l,89.0
e,137.0
t,162.0
h,80.0
i,98.0
s,133.0
SPACE,106.0
i,113.0
s,169.0
SPACE,74.0
a,130.0
t,89.0
e,130.0
s,129.0
t,81.0
SPACE,98.0
SPACE,71.0
t,118.0
o,117.0
SPACE,125.0
s,137.0
e,105.0
e,114.0
i,89.0
SPACE,107.0
t,129.0
h,80.0
e,128.0
SPACE,114.0
o,89.0
r,145.0
s,122.0
SPACE,42.0
SPACE,120.0
t,89.0
h,98.0
a,145.0
t,82.0
SPACE,99.0
i,130.0
SPACE,116.0
t,129.0
e,121.0
SPACE,109.0
a,152.0
r,102.0
e,120.0
SPACE,105.0
n,96.0
i,89.0
e,129.0
SPACE,107.0
t,105.0
o,121.0
SPACE,115.0
t,129.0
BACKSPACE,97.0
e,114.0
SPACE,106.0
t,137.0
h,89.0
e,121.0
r,75.0
e,137.0
SPACE,115.0
a,152.0
r,89.0
e,137.0
SPACE,116.0
t,104.0
o,101.0
SPACE,114.0
s,33.0
s,73.0
e,98.0
BACKSPACE,56.0
BACKSPACE,88.0
e,113.0
n,57.0
t,56.0
e,121.0
n,66.0
e,81.0
s,97.0
SPACE,60.0
i,73.0
n,57.0
SPACE,76.0
t,105.0
h,80.0
i,50.0
s,72.0
SPACE,91.0
a,129.0
t,81.0
a,90.0
SPACE,85.0
s,129.0
a,121.0
l,88.0
e,98.0
t,104.0
h,104.0
i,89.0
s,73.0
SPACE,68.0
i,50.0
s,97.0
SPACE,75.0
a,91.0
SPACE,99.0
t,98.0
e,106.0
s,91.0
t,71.0
SPACE,66.0
t,112.0
o,49.0
SPACE,92.0
s,113.0
e,57.0
e,128.0
SPACE,61.0
o,33.0
BACKSPACE,73.0
i,50.0
SPACE,77.0
t,122.0
h,67.0
e,105.0
SPACE,75.0
o,89.0
r,114.0
s,72.0
SPACE,99.0
t,97.0
h,105.0
s,114.0
a,10.0
t,96.0
SPACE,87.0
i,74.0
SPACE,60.0
BACKSPACE,73.0
BACKSPACE,65.0
BACKSPACE,72.0
BACKSPACE,66.0
BACKSPACE,81.0
BACKSPACE,74.0
BACKSPACE,49.0
h,50.0
a,155.0
t,50.0
SPACE,51.0
i,48.0
SPACE,92.0
t,89.0
e,115.0
SPACE,93.0
a,161.0
r,81.0
e,82.0
SPACE,77.0
n,57.0
i,58.0
e,89.0
SPACE,101.0
t,89.0
o,57.0
SPACE,84.0
e,105.0
SPACE,66.0
t,73.0
h,57.0
e,113.0
r,82.0
e,96.0
SPACE,74.0
a,162.0
r,97.0
e,106.0
SPACE,109.0
t,80.0
o,66.0
SPACE,70.0
s,89.0
e,107.0
n,73.0
t,80.0
e,113.0
n,58.0
e,122.0
s,122.0
SPACE,37.0
i,71.0
n,66.0
SPACE,91.0
t,104.0
h,65.0
i,89.0
s,104.0
SPACE,98.0
a,137.0
t,89.0
a,113.0
SPACE,77.0
s,106.0
a,137.0
l,74.0
e,91.0
t,80.0
h,81.0
i,64.0
s,105.0
SPACE,74.0
i,88.0
s,97.0
SPACE,99.0
a,136.0
SPACE,106.0
t,72.0
e,113.0
s,105.0
t,49.0
SPACE,50.0
t,136.0
o,81.0
SPACE,58.0
s,113.0
e,121.0
e,105.0
e,17.0
SPACE,76.0
BACKSPACE,58.0
BACKSPACE,74.0
SPACE,67.0
i,48.0
SPACE,73.0
t,113.0
h,72.0
r,74.0
e,30.0
SPACE,61.0
BACKSPACE,73.0
BACKSPACE,57.0
BACKSPACE,65.0
e,65.0
SPACE,82.0
o,73.0
r,129.0
s,89.0
SPACE,94.0
t,81.0
h,48.0
a,129.0
t,48.0
SPACE,75.0
i,88.0
SPACE,90.0
t,177.0
o,91.0
e,89.0
BACKSPACE,65.0
BACKSPACE,78.0
BACKSPACE,99.0
e,106.0
SPACE,67.0
a,145.0
r,56.0
e,113.0
SPACE,82.0
n,57.0
i,57.0
e,73.0
SPACE,76.0
t,89.0
o,89.0
SPACE,93.0
e,89.0
SPACE,58.0
t,89.0
h,64.0
e,88.0
r,89.0
e,97.0
SPACE,59.0
a,113.0
r,58.0
e,113.0
SPACE,84.0
t,66.0
o,49.0
SPACE,45.0
s,105.0
e,98.0
n,81.0
t,67.0
e,130.0
n,50.0
e,89.0
s,80.0
SPACE,68.0
i,49.0
n,57.0
SPACE,67.0
t,112.0
h,72.0
i,88.0
s,129.0
SPACE,83.0
a,121.0
t,73.0
a,112.0
SPACE,75.0
s,112.0
a,122.0
l,56.0
e,114.0
t,49.0
h,64.0
s,89.0
SPACE,52.0
BACKSPACE,67.0
BACKSPACE,57.0
BACKSPACE,56.0
i,65.0
s,154.0
SPACE,94.0
i,50.0
s,130.0
SPACE,100.0
a,169.0
SPACE,107.0
t,97.0
e,97.0
s,105.0
t,49.0
SPACE,75.0
t,86.0
o,90.0
SPACE,91.0
s,82.0
e,80.0
e,89.0
SPACE,92.0
i,49.0
SPACE,68.0
t,97.0
h,66.0
e,137.0
SPACE,91.0
o,89.0
r,130.0
s,120.0
SPACE,105.0
t,90.0
h,90.0
a,129.0
t,42.0
SPACE,92.0
i,57.0
SPACE,83.0
t,90.0
e,89.0
BACKSPACE,104.0
BACKSPACE,97.0
BACKSPACE,72.0
e,82.0
SPACE,85.0
a,153.0
r,74.0
e,106.0
SPACE,83.0
n,65.0
i,57.0
e,106.0
SPACE,93.0
t,105.0
o,74.0
SPACE,109.0
e,121.0
SPACE,76.0
BACKSPACE,65.0
SPACE,83.0
t,107.0
h,49.0
e,114.0
r,81.0
e,105.0
SPACE,100.0
a,138.0
r,74.0
e,97.0
SPACE,100.0
t,50.0
o,82.0
SPACE,86.0
s,81.0
e,98.0
n,81.0
t,73.0
e,97.0
n,57.0
e,89.0
s,114.0
SPACE,78.0
i,82.0
n,74.0
SPACE,61.0
t,74.0
h,80.0
i,97.0
s,113.0
SPACE,92.0
a,88.0
t,65.0
a,120.0
SPACE,58.0
s,113.0
a,137.0
l,81.0
e,89.0
t,91.0
h,74.0
i,89.0
s,112.0
SPACE,82.0
i,57.0
s,146.0
SPACE,100.0
a,161.0
t,90.0
e,121.0
s,119.0
t,58.0
SPACE,69.0
SPACE,71.0
t,111.0
o,97.0
SPACE,74.0
s,138.0
e,65.0
e,81.0
SPACE,76.0
i,65.0
t,82.0
h,58.0
e,137.0
SPACE,93.0
o,65.0
r,89.0
s,90.0
SPACE,102.0
SPACE,89.0
t,80.0
h,89.0
a,129.0
t,65.0
SPACE,67.0
i,73.0
SPACE,74.0
t,104.0
e,97.0
SPACE,92.0
a,195.0
r,96.0
e,121.0
SPACE,68.0
n,82.0
i,65.0
e,74.0
SPACE,116.0
t,106.0
o,57.0
SPACE,85.0
e,130.0
SPACE,50.0
t,65.0
h,81.0
e,113.0
r,73.0
e,97.0
SPACE,75.0
a,163.0
r,88.0
e,129.0
SPACE,100.0
t,81.0
o,57.0
SPACE,59.0
s,113.0
e,105.0
n,33.0
t,82.0
e,130.0
n,74.0
e,113.0
s,105.0
SPACE,92.0
i,49.0
n,73.0
SPACE,77.0
t,85.0
h,74.0
i,73.0
a,112.0
SPACE,100.0
BACKSPACE,106.0
BACKSPACE,56.0
s,105.0
SPACE,92.0
a,116.0
t,97.0
a,113.0
SPACE,92.0
s,113.0
a,97.0
l,65.0
e,89.0
t,73.0
h,90.0
i,114.0
s,122.0
SPACE,92.0
i,72.0
s,104.0
SPACE,91.0
a,129.0
SPACE,130.0
t,72.0
e,97.0
s,121.0
t,72.0
SPACE,107.0
t,105.0
o,80.0
SPACE,108.0
BACKSPACE,74.0
s,97.0
e,36.0
e,73.0
SPACE,100.0
i,56.0
SPACE,106.0
t,121.0
h,65.0
e,113.0
SPACE,115.0
o,89.0
r,113.0
s,120.0
SPACE,99.0
t,114.0
h,89.0
a,170.0
t,73.0
SPACE,99.0
i,65.0
SPACE,101.0
t,129.0
e,121.0
