key,keyhold
t,79.0
h,47.0
i,66.0
s,58.0
SPACE,70.0
i,72.0
s,64.0
SPACE,76.0
a,62.0
n,48.0
t,33.0
BACKSPACE,118.0
BACKSPACE,72.0
BACKSPACE,64.0
SPACE,50.0
BACKSPACE,43.0
BACKSPACE,50.0
BACKSPACE,57.0
BACKSPACE,73.0
t,73.0
e,73.0
s,67.0
t,59.0
SPACE,41.0
t,65.0
o,64.0
SPACE,57.0
s,72.0
e,41.0
e,82.0
SPACE,58.0
i,64.0
SPACE,74.0
t,65.0
h,65.0
r,65.0
BACKSPACE,73.0
e,57.0
SPACE,75.0
o,72.0
r,66.0
SPACE,51.0
t,57.0
h,57.0
a,80.0
t,66.0
BACKSPACE,49.0
BACKSPACE,57.0
BACKSPACE,57.0
BACKSPACE,50.0
BACKSPACE,66.0
BACKSPACE,49.0
s,65.0
SPACE,46.0
t,57.0
h,57.0
a,81.0
t,65.0
SPACE,49.0
i,57.0
n,59.0
t,58.0
BACKSPACE,49.0
BACKSPACE,65.0
BACKSPACE,73.0
SPACE,51.0
t,57.0
e,56.0
SPACE,60.0
a,112.0
r,73.0
e,81.0
SPACE,60.0
n,64.0
i,64.0
e,64.0
SPACE,66.0
t,80.0
o,64.0
SPACE,58.0
e,65.0
SPACE,59.0
t,57.0
h,73.0
e,88.0
r,66.0
e,72.0
SPACE,66.0
a,88.0
r,81.0
e,65.0
SPACE,68.0
t,73.0
o,75.0
SPACE,68.0
s,82.0
e,81.0
n,57.0
t,66.0
e,65.0
n,66.0
e,57.0
s,72.0
SPACE,75.0
i,56.0
n,49.0
SPACE,68.0
t,49.0
h,56.0
s,89.0
BACKSPACE,65.0
BACKSPACE,64.0
i,64.0
s,89.0
SPACE,69.0
s,73.0
t,65.0
a,80.0
BACKSPACE,73.0
BACKSPACE,81.0
BACKSPACE,65.0
a,81.0
t,65.0
a,81.0
SPACE,73.0
s,57.0
a,81.0
l,83.0
e,49.0
t,58.0
h,56.0
i,56.0
s,89.0
SPACE,66.0
i,89.0
s,65.0
SPACE,74.0
a,81.0
SPACE,68.0
t,64.0
e,57.0
s,79.0
t,60.0
SPACE,81.0
t,73.0
o,32.0
SPACE,50.0
s,89.0
e,57.0
e,89.0
i,88.0
SPACE,74.0
BACKSPACE,49.0
BACKSPACE,57.0
BACKSPACE,65.0
BACKSPACE,56.0
BACKSPACE,40.0
e,72.0
SPACE,74.0
i,65.0
SPACE,74.0
t,57.0
e,49.0
o,21.0
BACKSPACE,3054.0
BACKSPACE,64.0
BACKSPACE,65.0
BACKSPACE,57.0
BACKSPACE,49.0
BACKSPACE,65.0
h,73.0
e,58.0
SPACE,73.0
o,65.0
r,50.0
s,64.0
SPACE,67.0
t,48.0
h,56.0
a,72.0
t,49.0
BACKSPACE,33.0
BACKSPACE,57.0
BACKSPACE,65.0
a,65.0
t,57.0
SPACE,67.0
i,66.0
SPACE,66.0
t,52.0
e,73.0
SPACE,75.0
a,80.0
r,81.0
e,81.0
SPACE,91.0
n,49.0
i,49.0
e,74.0
SPACE,83.0
t,64.0
o,41.0
SPACE,67.0
e,72.0
SPACE,59.0
t,57.0
h,53.0
e,90.0
r,56.0
e,66.0
SPACE,66.0
a,72.0
r,74.0
e,65.0
SPACE,75.0
t,48.0
o,65.0
SPACE,78.0
s,136.0
e,89.0
n,56.0
t,74.0
e,82.0
n,81.0
e,58.0
s,65.0
SPACE,76.0
i,48.0
n,48.0
SPACE,65.0
t,65.0
h,49.0
i,48.0
s,65.0
SPACE,84.0
a,65.0
t,81.0
a,65.0
SPACE,66.0
s,74.0
a,104.0
l,74.0
e,58.0
t,49.0
h,57.0
s,105.0
n,57.0
BACKSPACE,73.0
BACKSPACE,81.0
BACKSPACE,50.0
i,64.0
s,89.0
SPACE,66.0
i,72.0
s,89.0
n,73.0
BACKSPACE,48.0
SPACE,82.0
a,104.0
SPACE,75.0
t,56.0
e,49.0
s,89.0
t,56.0
SPACE,41.0
t,81.0
o,57.0
SPACE,58.0
s,65.0
e,41.0
e,64.0
SPACE,50.0
i,73.0
n,73.0
t,66.0
BACKSPACE,50.0
BACKSPACE,49.0
SPACE,42.0
t,56.0
h,48.0
e,48.0
SPACE,58.0
o,73.0
r,74.0
s,65.0
SPACE,91.0
t,49.0
h,48.0
a,73.0
t,58.0
SPACE,44.0
i,50.0
t,65.0
BACKSPACE,41.0
BACKSPACE,49.0
BACKSPACE,48.0
SPACE,44.0
t,73.0
e,81.0
SPACE,58.0
a,80.0
r,72.0
e,65.0
SPACE,58.0
n,57.0
i,56.0
e,89.0
SPACE,77.0
t,82.0
o,33.0
SPACE,80.0
e,73.0
SPACE,58.0
t,56.0
h,65.0
e,89.0
r,58.0
e,82.0
SPACE,70.0
a,57.0
r,74.0
e,66.0
SPACE,26.0
t,41.0
o,66.0
SPACE,68.0
s,57.0
e,90.0
n,66.0
t,74.0
e,89.0
n,66.0
e,81.0
s,65.0
SPACE,58.0
i,56.0
n,56.0
SPACE,67.0
t,64.0
h,71.0
i,73.0
s,80.0
SPACE,67.0
a,65.0
t,73.0
a,57.0
SPACE,58.0
s,82.0
a,88.0
l,57.0
e,64.0
t,58.0
h,49.0
s,82.0
BACKSPACE,34.0
BACKSPACE,64.0
BACKSPACE,65.0
i,57.0
s,89.0
SPACE,58.0
i,56.0
