key,keyhold
t,303.0
h,58.0
i,40.0
s,97.0
SPACE,83.0
i,56.0
s,122.0
SPACE,98.0
a,73.0
SPACE,82.0
t,75.0
e,81.0
s,96.0
t,104.0
SPACE,73.0
t,105.0
o,64.0
SPACE,99.0
s,129.0
e,73.0
e,96.0
SPACE,82.0
i,104.0
n,99.0
t,81.0
h,90.0
r,102.0
SPACE,63.0
BACKSPACE,73.0
BACKSPACE,57.0
BACKSPACE,72.0
BACKSPACE,73.0
BACKSPACE,81.0
SPACE,89.0
t,89.0
h,72.0
r,88.0
SPACE,87.0
n,2.0
BACKSPACE,78.0
BACKSPACE,81.0
BACKSPACE,88.0
e,58.0
SPACE,98.0
o,74.0
r,72.0
s,65.0
SPACE,75.0
t,97.0
h,74.0
a,104.0
t,48.0
n,89.0
BACKSPACE,57.0
SPACE,82.0
i,41.0
SPACE,72.0
t,113.0
e,89.0
SPACE,58.0
a,96.0
r,73.0
e,64.0
n,72.0
BACKSPACE,64.0
SPACE,107.0
n,65.0
i,97.0
e,57.0
SPACE,57.0
t,57.0
SPACE,58.0
e,105.0
BACKSPACE,65.0
BACKSPACE,73.0
BACKSPACE,56.0
BACKSPACE,83.0
BACKSPACE,72.0
o,56.0
SPACE,59.0
e,105.0
SPACE,58.0
t,89.0
h,49.0
e,113.0
r,97.0
e,72.0
SPACE,74.0
a,113.0
r,97.0
e,145.0
SPACE,107.0
t,81.0
BACKSPACE,74.0
o,65.0
SPACE,75.0
s,105.0
e,72.0
BACKSPACE,56.0
n,56.0
t,72.0
e,88.0
s,90.0
SPACE,59.0
BACKSPACE,58.0
BACKSPACE,65.0
BACKSPACE,73.0
BACKSPACE,73.0
BACKSPACE,89.0
BACKSPACE,49.0
e,104.0
n,74.0
e,114.0
s,89.0
SPACE,77.0
i,73.0
n,81.0
SPACE,97.0
t,64.0
h,72.0
i,72.0
s,49.0
SPACE,45.0
a,113.0
t,80.0
a,153.0
SPACE,83.0
s,88.0
a,161.0
l,25.0
l,58.0
BACKSPACE,56.0
e,73.0
BACKSPACE,57.0
t,65.0
h,89.0
i,72.0
s,128.0
SPACE,91.0
i,72.0
s,105.0
SPACE,90.0
a,161.0
SPACE,68.0
t,103.0
e,88.0
s,104.0
t,72.0
SPACE,90.0
t,145.0
SPACE,82.0
BACKSPACE,75.0
o,49.0
SPACE,74.0
BACKSPACE,81.0
BACKSPACE,80.0
BACKSPACE,104.0
o,48.0
SPACE,67.0
s,112.0
e,73.0
e,144.0
SPACE,75.0
o,80.0
t,89.0
BACKSPACE,57.0
BACKSPACE,65.0
BACKSPACE,73.0
BACKSPACE,64.0
BACKSPACE,40.0
i,55.0
SPACE,78.0
t,88.0
h,73.0
r,153.0
SPACE,83.0
BACKSPACE,90.0
BACKSPACE,96.0
e,121.0
SPACE,51.0
o,65.0
r,97.0
s,105.0
SPACE,109.0
t,88.0
h,72.0
a,105.0
t,64.0
SPACE,81.0
i,72.0
SPACE,89.0
t,113.0
e,145.0
SPACE,84.0
a,122.0
r,57.0
e,82.0
SPACE,91.0
n,73.0
i,65.0
r,105.0
SPACE,76.0
BACKSPACE,35.0
BACKSPACE,57.0
e,56.0
SPACE,58.0
t,73.0
o,65.0
SPACE,75.0
e,65.0
SPACE,59.0
BACKSPACE,58.0
SPACE,72.0
BACKSPACE,49.0
t,88.0
h,72.0
e,89.0
r,65.0
r,81.0
SPACE,75.0
a,56.0
