key1,key2,time
t,h,-62.0
s,SPACE,-62.0
SPACE,i,46.0
s,SPACE,-62.0
SPACE,a,156.0
SPACE,t,266.0
t,e,171.0
e,s,109.0
t,SPACE,62.0
SPACE,t,93.0
o,SPACE,109.0
SPACE,s,-47.0
s,e,109.0
e,SPACE,-62.0
SPACE,t,47.0
t,h,-63.0
e,SPACE,63.0
s,SPACE,62.0
SPACE,t,1498.0
t,h,-62.0
t,SPACE,62.0
SPACE,i,63.0
SPACE,t,437.0
e,SPACE,-63.0
SPACE,a,515.0
r,e,125.0
e,SPACE,-78.0
e,SPACE,-62.0
SPACE,t,62.0
o,SPACE,187.0
e,SPACE,63.0
BACKSPACE,BACKSPACE,93.0
BACKSPACE,BACKSPACE,93.0
e,SPACE,-62.0
t,h,-78.0
e,r,109.0
r,e,125.0
e,SPACE,141.0
SPACE,a,-47.0
r,e,125.0
e,SPACE,62.0
SPACE,t,312.0
o,SPACE,94.0
SPACE,s,234.0
s,e,94.0
BACKSPACE,BACKSPACE,297.0
t,e,141.0
e,n,78.0
e,s,140.0
s,SPACE,249.0
SPACE,i,62.0
n,SPACE,93.0
SPACE,t,62.0
t,h,63.0
s,SPACE,-62.0
SPACE,s,421.0
t,h,-63.0
s,SPACE,-78.0
SPACE,i,-63.0
s,SPACE,-62.0
SPACE,a,421.0
SPACE,t,624.0
t,e,156.0
e,s,125.0
t,SPACE,78.0
SPACE,t,94.0
o,SPACE,421.0
SPACE,s,-109.0
s,e,78.0
e,SPACE,-78.0
SPACE,t,47.0
BACKSPACE,BACKSPACE,280.0
BACKSPACE,BACKSPACE,93.0
BACKSPACE,BACKSPACE,125.0
SPACE,t,156.0
t,h,62.0
e,SPACE,-63.0
s,SPACE,-78.0
SPACE,t,921.0
t,h,63.0
t,SPACE,62.0
SPACE,i,1607.0
SPACE,t,78.0
e,SPACE,-62.0
SPACE,a,546.0
r,e,109.0
e,SPACE,-63.0
e,SPACE,-63.0
SPACE,t,609.0
o,SPACE,63.0
SPACE,t,936.0
t,h,-78.0
e,r,125.0
r,e,94.0
e,SPACE,78.0
SPACE,a,78.0
r,e,94.0
e,SPACE,-63.0
SPACE,t,577.0
o,SPACE,-62.0
SPACE,s,344.0
s,e,109.0
BACKSPACE,BACKSPACE,359.0
t,e,140.0
e,n,78.0
e,s,468.0
s,SPACE,78.0
SPACE,i,764.0
n,SPACE,78.0
SPACE,t,78.0
t,h,-63.0
s,SPACE,-63.0
SPACE,s,63.0
t,h,-78.0
s,SPACE,-78.0
SPACE,i,-156.0
s,SPACE,78.0
SPACE,a,62.0
SPACE,t,359.0
t,e,156.0
e,s,125.0
t,SPACE,62.0
SPACE,t,93.0
o,SPACE,110.0
SPACE,s,-62.0
s,e,110.0
e,SPACE,-78.0
BACKSPACE,BACKSPACE,94.0
BACKSPACE,BACKSPACE,78.0
SPACE,t,78.0
t,h,-78.0
e,SPACE,78.0
s,SPACE,-62.0
SPACE,t,63.0
t,h,-78.0
t,SPACE,62.0
SPACE,i,63.0
BACKSPACE,BACKSPACE,62.0
SPACE,t,78.0
e,SPACE,156.0
SPACE,a,63.0
r,e,125.0
e,SPACE,-63.0
e,SPACE,-62.0
SPACE,t,94.0
o,SPACE,62.0
SPACE,t,94.0
t,h,63.0
e,r,78.0
r,e,452.0
e,SPACE,109.0
SPACE,a,62.0
r,e,125.0
e,SPACE,-78.0
SPACE,t,94.0
SPACE,s,62.0
BACKSPACE,BACKSPACE,78.0
BACKSPACE,BACKSPACE,62.0
o,SPACE,78.0
SPACE,s,-78.0
s,e,63.0
e,n,-63.0
t,e,140.0
e,n,63.0
e,s,156.0
s,SPACE,172.0
SPACE,i,250.0
n,SPACE,62.0
SPACE,t,109.0
t,h,62.0
s,SPACE,-78.0
SPACE,s,63.0
t,h,-62.0
s,SPACE,-78.0
SPACE,i,78.0
s,SPACE,-110.0
SPACE,a,78.0
SPACE,t,390.0
t,e,187.0
e,s,125.0
t,SPACE,93.0
SPACE,t,842.0
o,SPACE,62.0
SPACE,s,63.0
s,e,94.0
e,SPACE,62.0
SPACE,i,124.0
SPACE,t,156.0
t,h,62.0
e,SPACE,374.0
s,SPACE,-78.0
SPACE,t,62.0
t,h,62.0
SPACE,i,62.0
SPACE,t,62.0
e,SPACE,78.0
SPACE,a,63.0
r,e,125.0
e,SPACE,-63.0
SPACE,i,78.0
BACKSPACE,BACKSPACE,78.0
e,SPACE,63.0
SPACE,t,78.0
o,SPACE,63.0
e,SPACE,-78.0
SPACE,t,63.0
t,h,-140.0
e,r,125.0
r,e,93.0
e,SPACE,94.0
SPACE,a,78.0
r,e,125.0
e,SPACE,-62.0
SPACE,t,359.0
o,SPACE,47.0
SPACE,s,-63.0
s,e,78.0
e,n,-78.0
t,e,172.0
e,n,63.0
e,s,125.0
s,SPACE,-62.0
SPACE,i,140.0
n,SPACE,63.0
SPACE,t,63.0
t,h,-125.0
s,SPACE,63.0
SPACE,s,78.0
t,h,-125.0
s,SPACE,63.0
SPACE,i,-47.0
s,SPACE,-63.0
SPACE,a,78.0
SPACE,t,47.0
t,e,156.0
e,s,109.0
t,SPACE,62.0
SPACE,t,62.0
o,SPACE,63.0
SPACE,s,62.0
s,e,62.0
e,SPACE,-62.0
BACKSPACE,BACKSPACE,63.0
SPACE,t,62.0
t,h,-63.0
e,SPACE,-62.0
s,SPACE,-78.0
SPACE,t,125.0
t,h,62.0
t,SPACE,63.0
SPACE,i,63.0
SPACE,t,125.0
e,SPACE,-93.0
SPACE,a,343.0
r,e,78.0
e,SPACE,-78.0
e,SPACE,-63.0
SPACE,t,1108.0
o,SPACE,109.0
SPACE,t,47.0
t,h,203.0
e,r,124.0
r,e,125.0
e,SPACE,109.0
SPACE,a,47.0
r,e,125.0
e,SPACE,62.0
SPACE,t,312.0
o,SPACE,-124.0
SPACE,s,62.0
s,e,63.0
e,n,62.0
t,e,171.0
e,n,78.0
e,s,109.0
s,SPACE,-78.0
SPACE,i,63.0
n,SPACE,62.0
SPACE,t,78.0
t,h,-47.0
s,SPACE,-140.0
t,SPACE,78.0
SPACE,s,62.0
BACKSPACE,BACKSPACE,94.0
BACKSPACE,BACKSPACE,62.0
BACKSPACE,BACKSPACE,109.0
BACKSPACE,BACKSPACE,94.0
BACKSPACE,BACKSPACE,78.0
BACKSPACE,BACKSPACE,93.0
SPACE,s,141.0
t,h,-219.0
s,SPACE,-63.0
SPACE,i,47.0
s,SPACE,-62.0
SPACE,a,62.0
t,e,156.0
e,s,124.0
t,SPACE,124.0
SPACE,t,47.0
o,SPACE,-62.0
SPACE,s,-62.0
s,e,93.0
e,SPACE,62.0
SPACE,i,62.0
SPACE,t,63.0
t,h,-63.0
e,SPACE,78.0
s,SPACE,-47.0
SPACE,t,63.0
t,h,63.0
t,SPACE,125.0
SPACE,i,63.0
SPACE,t,172.0
e,SPACE,-63.0
SPACE,a,63.0
r,e,140.0
e,SPACE,-46.0
e,SPACE,-63.0
SPACE,t,78.0
o,SPACE,47.0
e,SPACE,-47.0
SPACE,t,62.0
t,h,62.0
e,r,125.0
r,e,78.0
e,SPACE,62.0
SPACE,a,78.0
