key,keyhold
t,178.0
h,33.0
i,82.0
s,61.0
SPACE,72.0
i,82.0
s,101.0
SPACE,69.0
a,83.0
SPACE,77.0
e,82.0
s,48.0
t,57.0
BACKSPACE,48.0
BACKSPACE,66.0
BACKSPACE,82.0
BACKSPACE,83.0
t,59.0
e,83.0
s,78.0
t,80.0
SPACE,96.0
t,117.0
o,72.0
SPACE,84.0
s,92.0
e,83.0
e,92.0
SPACE,57.0
i,97.0
SPACE,74.0
t,109.0
h,75.0
e,98.0
SPACE,78.0
o,98.0
r,96.0
s,85.0
SPACE,121.0
r,98.0
h,73.0
a,97.0
t,86.0
SPACE,74.0
i,108.0
SPACE,75.0
t,97.0
e,84.0
BACKSPACE,94.0
BACKSPACE,85.0
t,124.0
h,61.0
SPACE,105.0
a,97.0
r,73.0
e,62.0
SPACE,87.0
n,61.0
i,60.0
e,50.0
SPACE,98.0
t,122.0
o,76.0
SPACE,62.0
e,86.0
SPACE,72.0
t,95.0
h,71.0
e,97.0
r,86.0
e,98.0
SPACE,62.0
a,96.0
r,61.0
e,71.0
SPACE,86.0
t,97.0
o,71.0
SPACE,39.0
s,60.0
e,109.0
n,69.0
t,60.0
e,74.0
n,61.0
e,86.0
s,73.0
SPACE,74.0
i,108.0
n,110.0
SPACE,75.0
t,110.0
h,56.0
i,98.0
s,99.0
SPACE,87.0
a,98.0
t,61.0
a,98.0
SPACE,87.0
s,83.0
a,73.0
l,86.0
e,73.0
BACKSPACE,61.0
BACKSPACE,85.0
BACKSPACE,58.0
BACKSPACE,60.0
BACKSPACE,83.0
a,73.0
l,84.0
e,74.0
t,109.0
h,93.0
i,73.0
s,97.0
SPACE,85.0
i,97.0
s,110.0
SPACE,98.0
a,75.0
SPACE,75.0
t,61.0
e,81.0
t,75.0
s,52.0
SPACE,86.0
BACKSPACE,74.0
BACKSPACE,71.0
BACKSPACE,57.0
s,84.0
t,73.0
SPACE,62.0
t,84.0
o,83.0
SPACE,87.0
s,108.0
e,96.0
e,38.0
SPACE,39.0
i,73.0
SPACE,87.0
t,108.0
h,62.0
e,95.0
SPACE,38.0
o,71.0
r,119.0
s,61.0
SPACE,96.0
t,83.0
h,71.0
t,72.0
BACKSPACE,96.0
a,72.0
t,72.0
SPACE,62.0
i,59.0
SPACE,73.0
t,60.0
e,83.0
SPACE,84.0
a,83.0
r,84.0
e,86.0
SPACE,74.0
n,73.0
i,59.0
e,72.0
SPACE,86.0
t,95.0
o,60.0
SPACE,109.0
e,89.0
SPACE,85.0
t,95.0
h,73.0
e,86.0
r,83.0
e,97.0
SPACE,73.0
a,72.0
r,97.0
e,73.0
SPACE,85.0
t,85.0
o,47.0
BACKSPACE,62.0
BACKSPACE,85.0
o,73.0
SPACE,62.0
s,94.0
n,73.0
e,97.0
t,62.0
e,84.0
n,71.0
e,97.0
s,96.0
SPACE,63.0
i,72.0
n,84.0
SPACE,99.0
t,88.0
h,84.0
i,73.0
s,82.0
SPACE,97.0
a,74.0
t,84.0
a,71.0
SPACE,73.0
s,97.0
a,97.0
l,48.0
e,74.0
BACKSPACE,93.0
n,69.0
t,109.0
h,82.0
i,84.0
s,97.0
SPACE,84.0
i,109.0
s,89.0
SPACE,88.0
a,99.0
SPACE,99.0
t,61.0
e,72.0
s,96.0
t,73.0
SPACE,85.0
t,97.0
o,81.0
SPACE,99.0
s,107.0
e,73.0
e,73.0
SPACE,61.0
i,73.0
SPACE,91.0
r,74.0
h,64.0
e,85.0
SPACE,97.0
o,61.0
r,97.0
s,47.0
SPACE,99.0
r,96.0
h,80.0
a,120.0
t,31.0
SPACE,61.0
i,72.0
SPACE,62.0
r,83.0
e,93.0
BACKSPACE,61.0
BACKSPACE,67.0
BACKSPACE,57.0
BACKSPACE,86.0
t,97.0
e,83.0
BACKSPACE,102.0
t,110.0
BACKSPACE,57.0
BACKSPACE,74.0
t,109.0
h,49.0
SPACE,103.0
a,97.0
r,109.0
e,72.0
SPACE,85.0
n,85.0
i,83.0
e,85.0
SPACE,86.0
t,93.0
o,86.0
SPACE,87.0
n,71.0
BACKSPACE,49.0
e,74.0
SPACE,84.0
t,107.0
h,94.0
e,104.0
r,170.0
e,80.0
SPACE,84.0
BACKSPACE,73.0
BACKSPACE,95.0
r,96.0
e,48.0
SPACE,63.0
a,110.0
r,107.0
e,95.0
SPACE,70.0
t,140.0
o,81.0
SPACE,97.0
s,94.0
n,84.0
e,107.0
BACKSPACE,70.0
BACKSPACE,108.0
