key1,key2,time
t,h,172.0
s,SPACE,162.0
SPACE,i,819.0
s,SPACE,79.0
SPACE,a,543.0
SPACE,t,276.0
t,e,150.0
e,s,127.0
t,SPACE,213.0
SPACE,t,452.0
o,SPACE,191.0
SPACE,s,286.0
s,e,190.0
e,s,0.0
s,SPACE,155.0
BACKSPACE,BACKSPACE,119.0
BACKSPACE,BACKSPACE,96.0
BACKSPACE,BACKSPACE,58.0
s,e,144.0
e,s,118.0
s,SPACE,180.0
BACKSPACE,BACKSPACE,134.0
s,SPACE,251.0
BACKSPACE,BACKSPACE,94.0
e,SPACE,524.0
BACKSPACE,BACKSPACE,82.0
SPACE,i,1210.0
BACKSPACE,BACKSPACE,130.0
SPACE,t,378.0
t,h,180.0
e,SPACE,70.0
s,SPACE,111.0
SPACE,t,1057.0
t,h,176.0
t,SPACE,233.0
SPACE,i,726.0
SPACE,t,257.0
e,SPACE,1227.0
SPACE,a,777.0
r,e,470.0
e,SPACE,178.0
e,SPACE,3364.0
SPACE,t,812.0
o,SPACE,227.0
SPACE,t,732.0
t,h,179.0
e,r,95.0
r,e,110.0
e,SPACE,108.0
SPACE,a,2906.0
r,e,110.0
e,SPACE,615.0
SPACE,t,844.0
o,SPACE,181.0
SPACE,s,524.0
s,e,111.0
e,n,85.0
e,n,275.0
e,s,154.0
BACKSPACE,BACKSPACE,-294.0
BACKSPACE,BACKSPACE,-244.0
BACKSPACE,BACKSPACE,-194.0
BACKSPACE,BACKSPACE,-144.0
BACKSPACE,BACKSPACE,-94.0
BACKSPACE,BACKSPACE,-43.0
BACKSPACE,BACKSPACE,-993.0
t,e,111.0
e,n,360.0
e,s,141.0
s,SPACE,843.0
SPACE,i,1100.0
n,SPACE,185.0
SPACE,t,690.0
t,h,160.0
s,SPACE,308.0
SPACE,s,432.0
t,h,106.0
s,SPACE,51.0
SPACE,i,559.0
s,SPACE,52.0
SPACE,a,866.0
SPACE,t,272.0
t,e,166.0
e,s,152.0
t,SPACE,227.0
SPACE,t,557.0
o,SPACE,154.0
SPACE,s,310.0
s,e,144.0
e,SPACE,130.0
SPACE,i,1050.0
SPACE,t,250.0
t,h,108.0
e,SPACE,110.0
BACKSPACE,BACKSPACE,122.0
BACKSPACE,BACKSPACE,110.0
BACKSPACE,BACKSPACE,83.0
s,SPACE,132.0
SPACE,t,890.0
t,h,109.0
SPACE,i,587.0
SPACE,t,249.0
e,SPACE,15.0
SPACE,a,1513.0
r,e,227.0
e,SPACE,117.0
e,SPACE,59.0
SPACE,t,224.0
o,SPACE,204.0
SPACE,t,659.0
t,h,165.0
e,r,142.0
r,e,153.0
e,SPACE,118.0
SPACE,a,248.0
r,e,109.0
e,SPACE,109.0
SPACE,t,618.0
o,SPACE,202.0
SPACE,s,459.0
s,e,119.0
e,n,58.0
t,e,118.0
e,n,399.0
e,s,154.0
s,SPACE,94.0
SPACE,i,1762.0
n,SPACE,191.0
SPACE,t,349.0
t,h,166.0
s,SPACE,42.0
SPACE,s,328.0
BACKSPACE,BACKSPACE,71.0
BACKSPACE,BACKSPACE,410.0
t,h,495.0
s,SPACE,28.0
SPACE,i,223.0
s,SPACE,93.0
SPACE,a,942.0
SPACE,t,628.0
t,e,129.0
e,s,129.0
BACKSPACE,BACKSPACE,72.0
BACKSPACE,BACKSPACE,83.0
t,SPACE,190.0
SPACE,t,493.0
o,SPACE,301.0
SPACE,s,140.0
s,e,130.0
e,SPACE,167.0
SPACE,i,498.0
SPACE,t,1914.0
t,h,191.0
e,SPACE,49.0
s,SPACE,108.0
SPACE,t,563.0
t,h,164.0
t,SPACE,189.0
SPACE,i,495.0
SPACE,t,222.0
e,SPACE,70.0
SPACE,a,1588.0
r,e,120.0
e,SPACE,119.0
e,SPACE,345.0
SPACE,t,444.0
o,SPACE,139.0
SPACE,t,485.0
t,h,118.0
e,r,68.0
r,e,150.0
e,SPACE,108.0
SPACE,a,244.0
BACKSPACE,BACKSPACE,129.0
BACKSPACE,BACKSPACE,119.0
r,e,120.0
e,SPACE,94.0
SPACE,t,610.0
BACKSPACE,BACKSPACE,84.0
o,SPACE,215.0
SPACE,s,680.0
s,e,82.0
e,n,27.0
t,e,143.0
e,n,201.0
e,s,168.0
s,SPACE,793.0
SPACE,i,951.0
n,SPACE,191.0
SPACE,t,759.0
t,h,130.0
s,SPACE,71.0
BACKSPACE,BACKSPACE,120.0
SPACE,s,494.0
t,h,149.0
s,SPACE,48.0
SPACE,i,451.0
s,SPACE,31.0
SPACE,a,310.0
SPACE,t,492.0
t,e,178.0
e,s,131.0
t,SPACE,203.0
SPACE,t,499.0
o,SPACE,339.0
SPACE,s,1477.0
s,e,329.0
e,s,0.0
s,SPACE,131.0
SPACE,i,777.0
SPACE,t,165.0
e,SPACE,94.0
BACKSPACE,BACKSPACE,92.0
BACKSPACE,BACKSPACE,203.0
e,SPACE,69.0
s,SPACE,397.0
SPACE,t,722.0
t,h,142.0
SPACE,i,489.0
SPACE,t,215.0
e,SPACE,72.0
BACKSPACE,BACKSPACE,131.0
BACKSPACE,BACKSPACE,54.0
e,SPACE,130.0
SPACE,a,1654.0
r,e,539.0
e,SPACE,86.0
e,SPACE,64.0
SPACE,t,458.0
o,SPACE,203.0
SPACE,t,580.0
t,h,130.0
e,r,118.0
r,e,120.0
e,SPACE,95.0
SPACE,a,213.0
r,e,143.0
e,SPACE,118.0
SPACE,t,659.0
o,SPACE,178.0
SPACE,s,213.0
s,e,109.0
e,n,120.0
t,e,215.0
e,n,768.0
e,s,143.0
s,SPACE,2.0
SPACE,i,437.0
n,SPACE,131.0
SPACE,t,374.0
t,h,126.0
s,SPACE,80.0
SPACE,s,253.0
t,h,490.0
s,SPACE,52.0
SPACE,i,377.0
s,SPACE,69.0
SPACE,a,502.0
SPACE,t,921.0
t,e,142.0
e,s,166.0
t,SPACE,360.0
SPACE,t,477.0
o,SPACE,239.0
SPACE,s,129.0
s,e,110.0
e,s,1.0
s,SPACE,169.0
BACKSPACE,BACKSPACE,81.0
BACKSPACE,BACKSPACE,179.0
e,SPACE,97.0
SPACE,i,561.0
SPACE,t,177.0
t,h,179.0
e,SPACE,370.0
s,SPACE,108.0
SPACE,t,881.0
t,h,179.0
t,SPACE,227.0
SPACE,i,704.0
BACKSPACE,BACKSPACE,113.0
e,SPACE,120.0
SPACE,a,1055.0
r,e,110.0
e,SPACE,239.0
e,SPACE,214.0
BACKSPACE,BACKSPACE,131.0
BACKSPACE,BACKSPACE,96.0
BACKSPACE,BACKSPACE,83.0
r,e,0.0
e,SPACE,85.0
SPACE,t,472.0
o,SPACE,226.0
SPACE,t,288.0
t,h,166.0
e,r,144.0
r,e,130.0
e,SPACE,85.0
SPACE,a,226.0
r,e,108.0
e,SPACE,85.0
SPACE,t,471.0
BACKSPACE,BACKSPACE,58.0
o,SPACE,263.0
SPACE,s,401.0
s,e,70.0
e,n,37.0
t,e,129.0
e,n,205.0
e,s,214.0
s,SPACE,155.0
SPACE,i,480.0
n,SPACE,154.0
SPACE,t,369.0
t,h,142.0
s,SPACE,80.0
BACKSPACE,BACKSPACE,91.0
BACKSPACE,BACKSPACE,94.0
BACKSPACE,BACKSPACE,118.0
SPACE,s,434.0
t,h,175.0
s,SPACE,75.0
s,SPACE,46.0
SPACE,a,346.0
SPACE,t,282.0
t,e,129.0
e,s,152.0
t,SPACE,235.0
SPACE,t,470.0
o,SPACE,227.0
SPACE,s,178.0
s,e,187.0
e,SPACE,142.0
SPACE,i,479.0
SPACE,t,479.0
t,h,154.0
e,SPACE,65.0
BACKSPACE,BACKSPACE,131.0
s,SPACE,261.0
SPACE,t,643.0
t,h,153.0
t,SPACE,199.0
SPACE,i,739.0
SPACE,t,234.0
e,SPACE,118.0
BACKSPACE,BACKSPACE,106.0
BACKSPACE,BACKSPACE,140.0
e,SPACE,85.0
SPACE,a,334.0
r,e,140.0
e,SPACE,371.0
e,SPACE,56.0
SPACE,t,533.0
o,SPACE,210.0
SPACE,t,507.0
t,h,176.0
e,r,176.0
r,e,425.0
e,SPACE,140.0
SPACE,a,392.0
r,e,108.0
e,SPACE,109.0
SPACE,t,969.0
o,SPACE,186.0
SPACE,s,585.0
s,e,109.0
e,s,130.0
BACKSPACE,BACKSPACE,123.0
BACKSPACE,BACKSPACE,118.0
BACKSPACE,BACKSPACE,72.0
BACKSPACE,BACKSPACE,113.0
BACKSPACE,BACKSPACE,275.0
t,e,250.0
e,n,622.0
e,s,158.0
s,SPACE,88.0
SPACE,i,972.0
n,SPACE,130.0
SPACE,t,327.0
t,h,129.0
s,SPACE,71.0
BACKSPACE,BACKSPACE,93.0
BACKSPACE,BACKSPACE,71.0
BACKSPACE,BACKSPACE,251.0
BACKSPACE,BACKSPACE,155.0
SPACE,s,623.0
t,h,215.0
s,SPACE,26.0
SPACE,i,597.0
s,SPACE,47.0
SPACE,s,450.0
s,SPACE,155.0
BACKSPACE,BACKSPACE,131.0
SPACE,t,540.0
t,e,142.0
e,s,118.0
t,SPACE,250.0
SPACE,t,398.0
o,SPACE,419.0
SPACE,s,372.0
s,e,140.0
e,SPACE,119.0
SPACE,i,541.0
SPACE,t,814.0
t,h,190.0
e,SPACE,1.0
s,SPACE,266.0
SPACE,t,601.0
t,h,142.0
t,SPACE,215.0
SPACE,i,852.0
SPACE,t,249.0
e,SPACE,444.0
SPACE,a,1231.0
r,e,129.0
e,SPACE,258.0
BACKSPACE,BACKSPACE,604.0
e,SPACE,90.0
SPACE,t,484.0
o,SPACE,211.0
BACKSPACE,BACKSPACE,140.0
SPACE,t,769.0
t,h,175.0
e,r,119.0
r,e,128.0
e,SPACE,152.0
SPACE,a,213.0
r,e,95.0
e,SPACE,251.0
SPACE,t,710.0
o,SPACE,239.0
SPACE,s,521.0
s,e,133.0
e,n,50.0
e,n,177.0
BACKSPACE,BACKSPACE,-980.0
BACKSPACE,BACKSPACE,-930.0
BACKSPACE,BACKSPACE,-880.0
BACKSPACE,BACKSPACE,-824.0
BACKSPACE,BACKSPACE,-774.0
BACKSPACE,BACKSPACE,-723.0
BACKSPACE,BACKSPACE,-673.0
BACKSPACE,BACKSPACE,-622.0
e,n,169.0
t,e,114.0
e,n,390.0
e,s,204.0
s,SPACE,167.0
SPACE,i,491.0
n,SPACE,131.0
SPACE,t,210.0
t,h,166.0
s,SPACE,30.0
SPACE,s,436.0
t,h,166.0
s,SPACE,107.0
SPACE,i,500.0
s,SPACE,166.0
SPACE,a,177.0
SPACE,t,650.0
t,e,202.0
e,s,239.0
t,SPACE,238.0
SPACE,t,460.0
o,SPACE,226.0
SPACE,s,238.0
s,e,131.0
e,SPACE,154.0
SPACE,i,502.0
BACKSPACE,BACKSPACE,192.0
SPACE,t,276.0
t,h,154.0
e,s,0.0
s,SPACE,41.0
BACKSPACE,BACKSPACE,117.0
e,SPACE,109.0
s,SPACE,295.0
SPACE,t,574.0
t,h,176.0
BACKSPACE,BACKSPACE,104.0
t,SPACE,188.0
SPACE,i,505.0
SPACE,t,585.0
BACKSPACE,BACKSPACE,94.0
e,SPACE,86.0
SPACE,a,2078.0
r,e,139.0
e,SPACE,220.0
e,SPACE,52.0
SPACE,t,470.0
o,SPACE,190.0
BACKSPACE,BACKSPACE,380.0
SPACE,t,376.0
t,h,155.0
e,r,110.0
r,e,119.0
e,SPACE,154.0
SPACE,a,130.0
r,e,85.0
e,SPACE,278.0
SPACE,t,327.0
o,SPACE,189.0
SPACE,s,358.0
s,e,98.0
e,n,71.0
e,n,379.0
BACKSPACE,BACKSPACE,-463.0
BACKSPACE,BACKSPACE,-412.0
BACKSPACE,BACKSPACE,-361.0
BACKSPACE,BACKSPACE,-312.0
BACKSPACE,BACKSPACE,-262.0
BACKSPACE,BACKSPACE,-211.0
BACKSPACE,BACKSPACE,-158.0
t,e,144.0
e,n,460.0
e,s,143.0
s,SPACE,75.0
SPACE,i,519.0
n,SPACE,191.0
SPACE,t,398.0
t,h,190.0
s,SPACE,97.0
SPACE,s,317.0
BACKSPACE,BACKSPACE,131.0
t,h,202.0
s,SPACE,25.0
SPACE,i,258.0
s,SPACE,189.0
SPACE,a,188.0
BACKSPACE,BACKSPACE,119.0
t,e,235.0
e,s,175.0
t,SPACE,246.0
SPACE,t,507.0
BACKSPACE,BACKSPACE,108.0
BACKSPACE,BACKSPACE,104.0
o,SPACE,224.0
SPACE,s,347.0
s,e,176.0
e,s,0.0
s,SPACE,216.0
SPACE,i,554.0
SPACE,t,222.0
t,h,152.0
e,SPACE,60.0
s,SPACE,236.0
SPACE,t,465.0
t,h,188.0
t,SPACE,211.0
SPACE,i,526.0
SPACE,t,385.0
e,SPACE,93.0
SPACE,a,1789.0
r,e,113.0
e,SPACE,224.0
e,SPACE,129.0
BACKSPACE,BACKSPACE,-178.0
BACKSPACE,BACKSPACE,-127.0
BACKSPACE,BACKSPACE,-76.0
BACKSPACE,BACKSPACE,-26.0
BACKSPACE,BACKSPACE,-970.0
BACKSPACE,BACKSPACE,-920.0
e,SPACE,37.0
SPACE,t,426.0
o,SPACE,177.0
e,SPACE,118.0
BACKSPACE,BACKSPACE,80.0
BACKSPACE,BACKSPACE,271.0
SPACE,t,859.0
t,h,177.0
e,r,129.0
r,e,128.0
e,SPACE,89.0
SPACE,a,117.0
e,s,1.0
s,SPACE,116.0
BACKSPACE,BACKSPACE,68.0
BACKSPACE,BACKSPACE,54.0
r,e,128.0
e,SPACE,271.0
SPACE,t,678.0
o,SPACE,807.0
SPACE,s,667.0
s,e,101.0
e,n,110.0
t,e,140.0
e,n,153.0
e,s,155.0
s,SPACE,430.0
SPACE,i,1128.0
n,SPACE,164.0
SPACE,t,335.0
t,h,116.0
s,SPACE,41.0
SPACE,s,378.0
s,SPACE,129.0
BACKSPACE,BACKSPACE,-757.0
BACKSPACE,BACKSPACE,-707.0
BACKSPACE,BACKSPACE,-657.0
BACKSPACE,BACKSPACE,-607.0
BACKSPACE,BACKSPACE,-557.0
BACKSPACE,BACKSPACE,-508.0
t,h,212.0
s,SPACE,87.0
SPACE,i,435.0
s,SPACE,41.0
SPACE,a,558.0
SPACE,t,1088.0
t,e,165.0
e,s,152.0
t,SPACE,246.0
SPACE,t,447.0
o,SPACE,215.0
SPACE,s,350.0
s,e,142.0
e,SPACE,123.0
SPACE,i,976.0
SPACE,t,250.0
e,SPACE,118.0
BACKSPACE,BACKSPACE,93.0
BACKSPACE,BACKSPACE,111.0
e,SPACE,121.0
s,SPACE,358.0
SPACE,t,713.0
t,h,216.0
t,SPACE,251.0
SPACE,i,620.0
SPACE,t,1244.0
e,SPACE,152.0
SPACE,a,814.0
r,e,154.0
e,SPACE,133.0
e,SPACE,94.0
SPACE,t,499.0
BACKSPACE,BACKSPACE,95.0
SPACE,t,622.0
t,h,190.0
e,r,154.0
r,e,142.0
e,SPACE,130.0
SPACE,a,228.0
r,e,120.0
e,SPACE,1363.0
SPACE,t,740.0
BACKSPACE,BACKSPACE,93.0
o,SPACE,215.0
SPACE,s,522.0
s,e,487.0
e,n,72.0
t,e,155.0
e,n,387.0
e,s,178.0
s,SPACE,142.0
SPACE,i,609.0
BACKSPACE,BACKSPACE,167.0
n,SPACE,239.0
SPACE,t,1309.0
t,h,191.0
s,SPACE,439.0
SPACE,s,585.0
BACKSPACE,BACKSPACE,95.0
t,h,167.0
s,SPACE,62.0
SPACE,i,600.0
s,SPACE,59.0
SPACE,a,533.0
SPACE,t,261.0
t,e,131.0
e,s,130.0
t,SPACE,251.0
SPACE,t,411.0
SPACE,s,262.0
s,e,155.0
e,s,0.0
s,SPACE,118.0
BACKSPACE,BACKSPACE,119.0
e,SPACE,95.0
SPACE,i,479.0
SPACE,t,835.0
t,h,154.0
e,SPACE,154.0
s,SPACE,321.0
SPACE,t,689.0
t,h,178.0
t,SPACE,214.0
SPACE,i,470.0
SPACE,t,602.0
e,SPACE,487.0
SPACE,a,1027.0
r,e,116.0
e,SPACE,247.0
e,SPACE,118.0
SPACE,t,454.0
o,SPACE,191.0
BACKSPACE,BACKSPACE,109.0
SPACE,t,898.0
t,h,220.0
e,r,126.0
r,e,140.0
e,SPACE,138.0
SPACE,a,254.0
r,e,140.0
e,SPACE,164.0
SPACE,t,1008.0
o,SPACE,159.0
SPACE,s,487.0
s,e,93.0
e,n,59.0
e,n,177.0
e,s,236.0
BACKSPACE,BACKSPACE,-5.0
BACKSPACE,BACKSPACE,-954.0
BACKSPACE,BACKSPACE,-905.0
BACKSPACE,BACKSPACE,-849.0
BACKSPACE,BACKSPACE,-798.0
BACKSPACE,BACKSPACE,-747.0
BACKSPACE,BACKSPACE,-697.0
t,e,128.0
e,n,466.0
e,s,153.0
s,SPACE,798.0
SPACE,i,747.0
n,SPACE,152.0
SPACE,t,365.0
t,h,164.0
s,SPACE,70.0
SPACE,s,407.0
t,h,154.0
s,SPACE,139.0
SPACE,i,385.0
s,SPACE,81.0
SPACE,a,258.0
