key,keyhold
t,431.0
h,112.0
i,1.0
s,38.0
SPACE,91.0
i,88.0
s,81.0
SPACE,90.0
a,63.0
SPACE,58.0
r,51.0
BACKSPACE,47.0
BACKSPACE,36.0
BACKSPACE,81.0
BACKSPACE,91.0
BACKSPACE,90.0
BACKSPACE,81.0
BACKSPACE,66.0
BACKSPACE,66.0
BACKSPACE,90.0
BACKSPACE,82.0
i,73.0
s,105.0
SPACE,93.0
i,73.0
s,105.0
SPACE,68.0
a,96.0
SPACE,90.0
t,81.0
e,96.0
s,97.0
t,71.0
SPACE,91.0
t,80.0
o,89.0
SPACE,81.0
s,95.0
e,96.0
e,80.0
SPACE,98.0
i,89.0
SPACE,82.0
t,55.0
h,48.0
e,89.0
SPACE,115.0
o,81.0
r,82.0
s,80.0
SPACE,94.0
t,75.0
h,81.0
t,34.0
BACKSPACE,60.0
a,105.0
t,64.0
SPACE,240.0
i,57.0
SPACE,75.0
t,98.0
e,104.0
SPACE,123.0
a,121.0
r,41.0
e,82.0
SPACE,78.0
n,106.0
i,65.0
e,105.0
SPACE,90.0
t,80.0
o,81.0
SPACE,123.0
e,113.0
SPACE,68.0
t,81.0
h,82.0
e,106.0
r,81.0
e,74.0
SPACE,116.0
a,82.0
r,80.0
e,98.0
SPACE,118.0
t,82.0
o,98.0
SPACE,131.0
s,97.0
e,90.0
n,98.0
t,66.0
e,105.0
n,96.0
e,65.0
s,96.0
SPACE,89.0
i,65.0
n,65.0
SPACE,84.0
t,72.0
h,24.0
i,89.0
s,89.0
SPACE,99.0
a,89.0
t,78.0
a,73.0
SPACE,53.0
s,64.0
a,96.0
l,97.0
e,113.0
SPACE,65.0
BACKSPACE,72.0
t,65.0
h,88.0
i,81.0
s,82.0
SPACE,59.0
i,73.0
s,89.0
SPACE,83.0
a,73.0
SPACE,92.0
t,25.0
e,57.0
s,88.0
t,81.0
SPACE,57.0
t,72.0
o,81.0
SPACE,59.0
s,97.0
e,64.0
e,57.0
SPACE,68.0
i,98.0
SPACE,85.0
t,89.0
h,97.0
e,81.0
SPACE,100.0
o,80.0
r,65.0
s,105.0
SPACE,93.0
t,74.0
h,58.0
a,87.0
t,90.0
SPACE,36.0
i,57.0
SPACE,60.0
t,81.0
e,82.0
SPACE,98.0
a,58.0
r,56.0
e,81.0
SPACE,66.0
n,104.0
i,80.0
e,105.0
SPACE,108.0
t,81.0
o,80.0
SPACE,114.0
e,89.0
SPACE,65.0
t,94.0
h,81.0
e,105.0
r,73.0
e,89.0
SPACE,89.0
a,88.0
r,73.0
e,97.0
SPACE,91.0
t,47.0
o,90.0
SPACE,100.0
s,106.0
e,105.0
n,66.0
t,65.0
e,89.0
n,75.0
e,98.0
s,106.0
SPACE,91.0
i,89.0
n,81.0
SPACE,86.0
t,66.0
h,90.0
i,81.0
s,97.0
SPACE,100.0
a,89.0
t,81.0
a,90.0
SPACE,101.0
s,98.0
a,81.0
l,72.0
e,89.0
t,65.0
h,72.0
i,64.0
s,113.0
SPACE,82.0
i,73.0
s,88.0
SPACE,106.0
a,105.0
SPACE,65.0
t,88.0
e,80.0
s,88.0
t,88.0
SPACE,65.0
t,76.0
o,88.0
SPACE,90.0
s,88.0
e,81.0
e,65.0
SPACE,114.0
i,81.0
SPACE,67.0
t,82.0
h,97.0
e,73.0
SPACE,89.0
o,104.0
r,66.0
s,80.0
SPACE,107.0
t,73.0
h,81.0
a,82.0
t,88.0
SPACE,76.0
i,65.0
SPACE,91.0
t,73.0
e,96.0
SPACE,123.0
a,81.0
r,81.0
e,64.0
SPACE,87.0
n,106.0
i,90.0
e,79.0
SPACE,60.0
t,66.0
o,73.0
SPACE,92.0
e,74.0
SPACE,73.0
t,65.0
h,113.0
e,122.0
r,81.0
e,74.0
SPACE,68.0
a,82.0
r,97.0
e,107.0
SPACE,122.0
t,81.0
o,113.0
SPACE,108.0
s,97.0
e,97.0
n,81.0
t,41.0
e,99.0
n,81.0
e,74.0
s,81.0
SPACE,111.0
i,90.0
n,81.0
SPACE,91.0
t,69.0
h,66.0
i,89.0
s,105.0
SPACE,83.0
a,97.0
t,97.0
a,90.0
SPACE,84.0
a,74.0
l,58.0
e,82.0
SPACE,59.0
BACKSPACE,858.0
BACKSPACE,459.0
BACKSPACE,408.0
BACKSPACE,359.0
BACKSPACE,309.0
BACKSPACE,258.0
BACKSPACE,81.0
BACKSPACE,64.0
BACKSPACE,97.0
s,66.0
a,87.0
l,80.0
e,89.0
SPACE,48.0
BACKSPACE,80.0
BACKSPACE,78.0
o,31.0
t,63.0
h,72.0
i,104.0
s,128.0
SPACE,57.0
i,88.0
