key1,key2,time
t,h,790.0
s,SPACE,93.0
SPACE,i,1146.0
s,SPACE,85.0
SPACE,a,157.0
SPACE,t,1002.0
e,s,178.0
BACKSPACE,BACKSPACE,305.0
BACKSPACE,BACKSPACE,209.0
t,e,117.0
e,s,213.0
t,SPACE,253.0
SPACE,t,1140.0
o,SPACE,470.0
SPACE,s,1055.0
s,e,177.0
e,SPACE,138.0
SPACE,i,1125.0
SPACE,t,280.0
t,h,178.0
e,SPACE,1228.0
s,SPACE,137.0
SPACE,t,1490.0
t,h,436.0
t,SPACE,235.0
SPACE,i,693.0
SPACE,t,425.0
e,SPACE,462.0
SPACE,a,1457.0
r,e,129.0
e,SPACE,171.0
e,SPACE,226.0
SPACE,t,1176.0
o,SPACE,365.0
SPACE,t,1298.0
t,h,257.0
e,r,185.0
r,e,88.0
e,SPACE,171.0
SPACE,a,999.0
r,e,96.0
e,SPACE,243.0
SPACE,t,1003.0
o,SPACE,465.0
SPACE,s,966.0
s,e,241.0
e,n,363.0
t,e,145.0
e,n,306.0
e,s,217.0
s,SPACE,115.0
SPACE,i,1590.0
n,SPACE,268.0
SPACE,t,360.0
t,h,193.0
s,SPACE,211.0
SPACE,s,150.0
e,r,185.0
BACKSPACE,BACKSPACE,394.0
BACKSPACE,BACKSPACE,161.0
s,SPACE,114.0
SPACE,i,202.0
s,SPACE,121.0
SPACE,a,931.0
SPACE,t,255.0
t,e,88.0
e,s,193.0
t,SPACE,248.0
SPACE,t,1167.0
o,SPACE,267.0
SPACE,s,175.0
s,e,185.0
e,SPACE,137.0
SPACE,i,891.0
SPACE,t,304.0
e,SPACE,105.0
BACKSPACE,BACKSPACE,200.0
BACKSPACE,BACKSPACE,137.0
e,SPACE,123.0
s,SPACE,162.0
SPACE,t,1129.0
t,h,239.0
t,SPACE,225.0
BACKSPACE,BACKSPACE,248.0
BACKSPACE,BACKSPACE,185.0
BACKSPACE,BACKSPACE,169.0
BACKSPACE,BACKSPACE,129.0
t,SPACE,195.0
SPACE,i,731.0
SPACE,t,465.0
e,SPACE,170.0
SPACE,a,1374.0
r,e,152.0
e,SPACE,148.0
e,SPACE,164.0
SPACE,t,995.0
o,SPACE,290.0
SPACE,t,493.0
t,h,321.0
e,r,161.0
r,e,120.0
e,SPACE,189.0
SPACE,a,882.0
r,e,88.0
e,SPACE,229.0
SPACE,t,270.0
o,SPACE,502.0
SPACE,s,638.0
s,e,1469.0
e,n,313.0
t,e,234.0
e,n,201.0
e,s,233.0
s,SPACE,124.0
SPACE,i,1401.0
n,SPACE,227.0
SPACE,t,393.0
t,h,169.0
s,SPACE,130.0
SPACE,s,127.0
BACKSPACE,BACKSPACE,201.0
t,h,176.0
s,SPACE,114.0
SPACE,i,563.0
s,SPACE,170.0
SPACE,a,78.0
SPACE,t,770.0
t,e,121.0
e,s,177.0
t,SPACE,874.0
SPACE,t,1050.0
o,SPACE,736.0
SPACE,s,215.0
s,e,177.0
e,SPACE,116.0
SPACE,i,878.0
SPACE,t,353.0
t,h,192.0
e,SPACE,148.0
s,SPACE,163.0
SPACE,t,1199.0
t,h,314.0
t,SPACE,267.0
SPACE,i,767.0
SPACE,t,362.0
e,SPACE,164.0
SPACE,a,1080.0
r,e,113.0
e,SPACE,171.0
e,SPACE,138.0
SPACE,t,721.0
o,SPACE,341.0
e,SPACE,131.0
BACKSPACE,BACKSPACE,1097.0
SPACE,t,1211.0
t,h,330.0
e,r,128.0
r,e,129.0
e,SPACE,187.0
SPACE,a,979.0
r,e,120.0
e,SPACE,155.0
SPACE,t,689.0
o,SPACE,444.0
SPACE,s,224.0
s,e,186.0
e,n,111.0
t,e,185.0
e,n,233.0
e,s,226.0
s,SPACE,125.0
SPACE,i,1444.0
n,SPACE,1956.0
SPACE,t,645.0
t,h,169.0
s,SPACE,154.0
SPACE,s,86.0
BACKSPACE,BACKSPACE,177.0
BACKSPACE,BACKSPACE,161.0
BACKSPACE,BACKSPACE,144.0
BACKSPACE,BACKSPACE,153.0
BACKSPACE,BACKSPACE,185.0
BACKSPACE,BACKSPACE,167.0
t,h,419.0
s,SPACE,161.0
BACKSPACE,BACKSPACE,192.0
BACKSPACE,BACKSPACE,177.0
BACKSPACE,BACKSPACE,174.0
BACKSPACE,BACKSPACE,164.0
BACKSPACE,BACKSPACE,161.0
BACKSPACE,BACKSPACE,158.0
BACKSPACE,BACKSPACE,161.0
BACKSPACE,BACKSPACE,153.0
BACKSPACE,BACKSPACE,177.0
BACKSPACE,BACKSPACE,169.0
BACKSPACE,BACKSPACE,159.0
t,h,499.0
s,SPACE,122.0
SPACE,i,761.0
s,SPACE,397.0
SPACE,a,427.0
SPACE,t,576.0
t,e,113.0
e,s,224.0
t,SPACE,229.0
SPACE,t,832.0
o,SPACE,388.0
SPACE,s,337.0
s,e,177.0
e,SPACE,122.0
SPACE,i,1016.0
SPACE,t,370.0
t,h,177.0
e,SPACE,131.0
s,SPACE,140.0
SPACE,t,980.0
t,h,321.0
t,SPACE,253.0
SPACE,i,982.0
SPACE,t,450.0
e,SPACE,109.0
SPACE,a,926.0
r,e,106.0
e,SPACE,136.0
e,SPACE,163.0
SPACE,t,1111.0
o,SPACE,714.0
SPACE,t,602.0
t,h,274.0
e,r,107.0
r,e,87.0
e,SPACE,176.0
SPACE,a,1792.0
r,e,96.0
e,SPACE,170.0
SPACE,t,264.0
o,SPACE,244.0
SPACE,s,963.0
s,e,194.0
e,n,137.0
t,e,177.0
e,n,273.0
e,s,237.0
s,SPACE,54.0
SPACE,i,1010.0
n,SPACE,202.0
SPACE,t,2139.0
t,h,225.0
s,SPACE,94.0
SPACE,s,198.0
s,SPACE,112.0
BACKSPACE,BACKSPACE,168.0
BACKSPACE,BACKSPACE,169.0
BACKSPACE,BACKSPACE,161.0
BACKSPACE,BACKSPACE,151.0
BACKSPACE,BACKSPACE,169.0
BACKSPACE,BACKSPACE,143.0
t,h,331.0
s,SPACE,106.0
SPACE,i,883.0
s,SPACE,122.0
SPACE,a,111.0
SPACE,t,543.0
t,e,97.0
e,s,177.0
t,SPACE,202.0
SPACE,t,1639.0
o,SPACE,290.0
SPACE,s,370.0
s,e,201.0
e,SPACE,87.0
SPACE,i,904.0
SPACE,t,353.0
t,h,169.0
e,SPACE,91.0
s,SPACE,108.0
SPACE,t,1160.0
t,h,242.0
t,SPACE,250.0
SPACE,i,645.0
SPACE,t,441.0
e,SPACE,147.0
SPACE,a,1166.0
r,e,113.0
e,SPACE,147.0
e,SPACE,162.0
BACKSPACE,BACKSPACE,490.0
o,SPACE,211.0
SPACE,t,1198.0
t,h,210.0
e,r,136.0
r,e,72.0
e,SPACE,180.0
SPACE,a,869.0
r,e,113.0
e,SPACE,147.0
SPACE,t,255.0
o,SPACE,267.0
SPACE,s,184.0
s,e,184.0
e,n,89.0
t,e,161.0
e,n,281.0
e,s,225.0
s,SPACE,85.0
SPACE,i,1256.0
n,SPACE,155.0
SPACE,t,997.0
t,h,153.0
s,SPACE,108.0
SPACE,s,67.0
BACKSPACE,BACKSPACE,153.0
t,h,217.0
s,SPACE,108.0
SPACE,i,869.0
s,SPACE,170.0
SPACE,a,71.0
SPACE,t,587.0
t,e,97.0
e,s,185.0
t,SPACE,204.0
SPACE,t,1285.0
o,SPACE,285.0
SPACE,s,577.0
