key,keyhold
t,94.0
h,125.0
i,110.0
s,94.0
SPACE,78.0
i,78.0
s,78.0
SPACE,78.0
a,63.0
SPACE,62.0
t,78.0
e,47.0
s,78.0
t,78.0
SPACE,78.0
t,94.0
o,78.0
SPACE,94.0
s,78.0
e,62.0
e,63.0
SPACE,109.0
o,63.0
BACKSPACE,140.0
o,63.0
BACKSPACE,94.0
i,62.0
SPACE,63.0
t,63.0
h,47.0
e,78.0
SPACE,62.0
o,94.0
r,47.0
s,94.0
SPACE,62.0
t,78.0
h,93.0
a,78.0
t,47.0
SPACE,93.0
i,78.0
t,78.0
SPACE,93.0
BACKSPACE,110.0
BACKSPACE,62.0
SPACE,78.0
t,94.0
e,78.0
SPACE,78.0
a,78.0
r,78.0
e,47.0
SPACE,47.0
n,109.0
i,78.0
e,62.0
SPACE,31.0
t,32.0
o,93.0
SPACE,78.0
e,78.0
SPACE,63.0
t,63.0
h,46.0
e,94.0
r,62.0
e,63.0
SPACE,62.0
a,62.0
r,78.0
e,62.0
SPACE,78.0
t,93.0
o,78.0
SPACE,93.0
s,93.0
e,78.0
n,78.0
t,93.0
e,94.0
n,78.0
e,62.0
s,62.0
SPACE,62.0
i,31.0
i,78.0
n,16.0
BACKSPACE,78.0
BACKSPACE,78.0
BACKSPACE,47.0
n,63.0
SPACE,78.0
t,78.0
h,62.0
i,78.0
s,125.0
SPACE,78.0
a,93.0
t,78.0
a,46.0
SPACE,78.0
s,63.0
a,78.0
e,62.0
BACKSPACE,109.0
l,93.0
e,63.0
t,62.0
h,109.0
i,93.0
s,78.0
SPACE,109.0
i,78.0
s,78.0
SPACE,78.0
a,78.0
SPACE,94.0
t,94.0
e,31.0
s,78.0
t,31.0
SPACE,94.0
t,62.0
o,31.0
SPACE,109.0
s,93.0
e,63.0
e,62.0
SPACE,78.0
o,47.0
BACKSPACE,94.0
i,63.0
SPACE,78.0
t,62.0
h,47.0
e,62.0
SPACE,63.0
r,78.0
s,78.0
SPACE,62.0
BACKSPACE,109.0
