key1,key2,time
t,h,240.0
BACKSPACE,BACKSPACE,161.0
s,SPACE,197.0
SPACE,i,602.0
s,SPACE,181.0
SPACE,a,523.0
SPACE,t,935.0
t,e,293.0
e,s,373.0
t,SPACE,659.0
SPACE,t,445.0
o,SPACE,456.0
SPACE,s,306.0
s,e,386.0
e,SPACE,905.0
SPACE,i,398.0
SPACE,t,289.0
t,h,267.0
e,SPACE,219.0
BACKSPACE,BACKSPACE,62.0
BACKSPACE,BACKSPACE,346.0
s,SPACE,972.0
SPACE,t,457.0
t,h,232.0
t,SPACE,1148.0
SPACE,i,343.0
SPACE,t,520.0
e,SPACE,760.0
SPACE,a,247.0
r,e,232.0
e,SPACE,745.0
e,SPACE,308.0
SPACE,t,1837.0
o,SPACE,594.0
SPACE,t,578.0
t,h,248.0
e,r,332.0
r,e,129.0
e,SPACE,836.0
SPACE,a,259.0
r,e,237.0
e,SPACE,214.0
SPACE,t,2204.0
o,SPACE,602.0
SPACE,s,315.0
s,e,348.0
t,e,393.0
e,n,278.0
BACKSPACE,BACKSPACE,402.0
BACKSPACE,BACKSPACE,51.0
BACKSPACE,BACKSPACE,50.0
BACKSPACE,BACKSPACE,62.0
BACKSPACE,BACKSPACE,50.0
BACKSPACE,BACKSPACE,51.0
t,e,857.0
e,n,452.0
e,s,344.0
s,SPACE,302.0
SPACE,i,1522.0
n,SPACE,273.0
SPACE,t,155.0
t,h,282.0
SPACE,s,390.0
t,h,275.0
s,SPACE,1383.0
SPACE,i,899.0
s,SPACE,600.0
SPACE,a,302.0
SPACE,t,518.0
t,e,252.0
e,s,372.0
t,SPACE,446.0
SPACE,t,323.0
o,SPACE,344.0
SPACE,s,267.0
s,e,382.0
e,SPACE,472.0
SPACE,i,436.0
SPACE,t,1183.0
t,h,403.0
e,SPACE,273.0
s,SPACE,573.0
SPACE,t,655.0
t,h,277.0
t,SPACE,447.0
SPACE,i,454.0
SPACE,t,619.0
e,SPACE,271.0
SPACE,a,561.0
r,e,211.0
e,SPACE,265.0
e,SPACE,368.0
SPACE,t,680.0
o,SPACE,382.0
SPACE,t,455.0
t,h,256.0
e,r,269.0
r,e,163.0
e,SPACE,558.0
SPACE,a,724.0
r,e,210.0
e,SPACE,332.0
SPACE,t,768.0
o,SPACE,573.0
SPACE,s,1629.0
s,e,329.0
e,n,208.0
t,e,317.0
e,n,266.0
e,SPACE,292.0
BACKSPACE,BACKSPACE,550.0
BACKSPACE,BACKSPACE,183.0
s,SPACE,241.0
SPACE,i,611.0
n,SPACE,284.0
SPACE,t,875.0
t,h,238.0
s,SPACE,232.0
SPACE,s,404.0
t,h,233.0
s,SPACE,251.0
SPACE,i,540.0
s,SPACE,182.0
SPACE,a,206.0
SPACE,t,566.0
t,e,371.0
e,s,283.0
t,SPACE,475.0
SPACE,t,492.0
o,SPACE,400.0
SPACE,s,879.0
s,e,288.0
e,SPACE,316.0
SPACE,i,537.0
SPACE,t,225.0
t,h,357.0
e,SPACE,240.0
s,SPACE,439.0
SPACE,t,852.0
t,h,250.0
t,SPACE,428.0
SPACE,i,556.0
SPACE,t,365.0
e,SPACE,419.0
SPACE,a,1386.0
r,e,208.0
e,SPACE,312.0
BACKSPACE,BACKSPACE,176.0
BACKSPACE,BACKSPACE,178.0
BACKSPACE,BACKSPACE,181.0
BACKSPACE,BACKSPACE,484.0
e,SPACE,251.0
SPACE,t,743.0
o,SPACE,409.0
SPACE,t,553.0
t,h,257.0
e,r,266.0
r,e,188.0
e,SPACE,320.0
SPACE,a,949.0
r,e,237.0
e,SPACE,319.0
SPACE,t,574.0
o,SPACE,1154.0
e,n,276.0
t,e,351.0
e,n,238.0
e,s,359.0
BACKSPACE,BACKSPACE,402.0
BACKSPACE,BACKSPACE,52.0
BACKSPACE,BACKSPACE,51.0
BACKSPACE,BACKSPACE,50.0
BACKSPACE,BACKSPACE,49.0
BACKSPACE,BACKSPACE,51.0
BACKSPACE,BACKSPACE,50.0
BACKSPACE,BACKSPACE,50.0
BACKSPACE,BACKSPACE,503.0
s,e,374.0
e,n,306.0
t,e,988.0
e,n,340.0
e,s,338.0
s,SPACE,328.0
SPACE,i,922.0
n,SPACE,289.0
SPACE,t,313.0
t,h,339.0
s,SPACE,197.0
SPACE,s,304.0
t,h,228.0
s,SPACE,209.0
SPACE,i,594.0
s,SPACE,213.0
SPACE,a,658.0
SPACE,t,389.0
t,e,280.0
e,s,357.0
t,SPACE,476.0
SPACE,t,476.0
o,SPACE,368.0
SPACE,s,566.0
s,e,310.0
e,SPACE,238.0
SPACE,i,436.0
SPACE,t,224.0
t,h,331.0
e,SPACE,208.0
s,SPACE,558.0
SPACE,t,818.0
t,h,249.0
t,SPACE,504.0
SPACE,i,570.0
SPACE,t,488.0
e,SPACE,261.0
SPACE,a,632.0
r,e,237.0
e,SPACE,541.0
e,SPACE,326.0
SPACE,t,704.0
o,SPACE,387.0
SPACE,t,1140.0
t,h,262.0
e,r,236.0
r,e,203.0
e,SPACE,403.0
SPACE,a,708.0
r,e,199.0
e,SPACE,228.0
SPACE,t,575.0
o,SPACE,736.0
SPACE,s,663.0
s,e,296.0
e,n,195.0
t,e,368.0
e,n,213.0
e,s,326.0
s,SPACE,232.0
SPACE,i,656.0
n,SPACE,244.0
SPACE,t,468.0
t,h,297.0
s,SPACE,252.0
SPACE,s,394.0
BACKSPACE,BACKSPACE,454.0
t,h,202.0
e,r,278.0
r,e,164.0
e,SPACE,299.0
SPACE,a,425.0
r,e,232.0
e,SPACE,392.0
BACKSPACE,BACKSPACE,402.0
BACKSPACE,BACKSPACE,49.0
BACKSPACE,BACKSPACE,51.0
BACKSPACE,BACKSPACE,50.0
BACKSPACE,BACKSPACE,49.0
BACKSPACE,BACKSPACE,50.0
BACKSPACE,BACKSPACE,51.0
