key,keyhold
BACKSPACE,66.0
BACKSPACE,52.0
t,73.0
h,48.0
i,41.0
s,58.0
SPACE,70.0
i,26.0
s,26.0
SPACE,68.0
a,65.0
SPACE,41.0
t,88.0
e,73.0
s,73.0
t,57.0
SPACE,34.0
t,48.0
o,25.0
SPACE,65.0
s,57.0
e,80.0
e,88.0
SPACE,73.0
i,56.0
SPACE,411.0
t,3.0
h,29.0
e,72.0
SPACE,136.0
o,59.0
r,81.0
s,59.0
SPACE,85.0
t,72.0
h,72.0
a,65.0
t,64.0
SPACE,74.0
i,56.0
SPACE,74.0
t,41.0
e,64.0
SPACE,49.0
a,41.0
r,65.0
e,73.0
SPACE,59.0
n,80.0
i,48.0
e,73.0
SPACE,65.0
t,32.0
o,48.0
SPACE,49.0
e,80.0
SPACE,73.0
t,72.0
h,72.0
e,88.0
r,81.0
e,96.0
SPACE,73.0
a,64.0
r,64.0
e,48.0
SPACE,82.0
t,49.0
o,56.0
SPACE,75.0
s,72.0
e,80.0
n,81.0
t,64.0
e,57.0
n,73.0
e,96.0
s,48.0
SPACE,43.0
i,49.0
n,74.0
SPACE,85.0
t,65.0
h,41.0
e,65.0
BACKSPACE,48.0
i,57.0
s,57.0
SPACE,45.0
a,73.0
t,73.0
a,56.0
SPACE,43.0
s,56.0
a,81.0
l,42.0
e,73.0
t,59.0
h,56.0
i,59.0
s,74.0
SPACE,77.0
i,57.0
s,73.0
SPACE,76.0
a,74.0
SPACE,76.0
t,105.0
e,72.0
s,33.0
t,56.0
SPACE,43.0
t,41.0
o,33.0
SPACE,63.0
s,66.0
e,67.0
e,64.0
SPACE,59.0
i,33.0
SPACE,75.0
t,39.0
h,50.0
e,81.0
SPACE,74.0
o,48.0
r,32.0
s,49.0
SPACE,59.0
t,65.0
h,57.0
a,65.0
t,73.0
SPACE,66.0
i,56.0
SPACE,67.0
t,60.0
SPACE,88.0
BACKSPACE,51.0
BACKSPACE,42.0
BACKSPACE,41.0
BACKSPACE,76.0
BACKSPACE,58.0
BACKSPACE,59.0
SPACE,43.0
t,89.0
e,57.0
SPACE,43.0
a,56.0
r,55.0
e,48.0
SPACE,58.0
n,47.0
i,49.0
e,64.0
SPACE,59.0
t,41.0
o,65.0
SPACE,39.0
e,65.0
SPACE,35.0
BACKSPACE,67.0
SPACE,50.0
t,89.0
h,81.0
e,96.0
r,56.0
e,56.0
SPACE,42.0
a,65.0
r,80.0
e,64.0
SPACE,59.0
t,74.0
o,57.0
SPACE,59.0
s,64.0
e,65.0
n,81.0
t,81.0
e,82.0
n,57.0
e,72.0
s,58.0
SPACE,43.0
i,40.0
n,56.0
SPACE,61.0
t,82.0
h,57.0
i,56.0
s,90.0
SPACE,76.0
a,74.0
t,80.0
a,65.0
SPACE,66.0
s,73.0
a,64.0
l,44.0
e,3.0
t,56.0
h,64.0
i,65.0
s,64.0
SPACE,17.0
i,41.0
s,65.0
SPACE,67.0
a,58.0
t,39.0
e,65.0
s,65.0
t,49.0
SPACE,44.0
SPACE,63.0
t,78.0
o,45.0
SPACE,59.0
s,58.0
e,81.0
e,89.0
SPACE,59.0
i,64.0
SPACE,69.0
t,56.0
h,56.0
e,120.0
SPACE,57.0
o,48.0
r,48.0
s,64.0
t,64.0
h,57.0
a,96.0
t,73.0
SPACE,69.0
i,49.0
SPACE,57.0
t,72.0
e,80.0
SPACE,42.0
SPACE,62.0
a,62.0
r,49.0
e,48.0
SPACE,82.0
n,74.0
i,48.0
e,64.0
SPACE,48.0
t,48.0
o,64.0
SPACE,36.0
e,73.0
SPACE,68.0
BACKSPACE,65.0
SPACE,35.0
t,72.0
h,58.0
e,48.0
r,42.0
e,97.0
SPACE,178.0
a,49.0
r,49.0
e,63.0
SPACE,45.0
t,57.0
o,56.0
SPACE,62.0
s,58.0
e,48.0
n,73.0
t,57.0
e,82.0
n,40.0
