key1,key2,time
t,h,296.0
BACKSPACE,BACKSPACE,249.0
BACKSPACE,BACKSPACE,234.0
t,h,312.0
s,SPACE,358.0
SPACE,i,296.0
s,SPACE,203.0
SPACE,a,203.0
SPACE,t,296.0
t,e,359.0
e,s,422.0
t,SPACE,280.0
SPACE,t,219.0
o,SPACE,203.0
SPACE,s,265.0
s,e,250.0
e,SPACE,172.0
SPACE,i,234.0
SPACE,t,280.0
t,h,1217.0
e,SPACE,219.0
BACKSPACE,BACKSPACE,234.0
s,SPACE,203.0
SPACE,t,359.0
t,h,281.0
t,SPACE,250.0
SPACE,i,187.0
SPACE,t,328.0
e,SPACE,171.0
SPACE,a,249.0
r,e,234.0
e,SPACE,280.0
e,SPACE,234.0
SPACE,t,265.0
o,SPACE,203.0
BACKSPACE,BACKSPACE,327.0
SPACE,t,1934.0
t,h,640.0
e,r,187.0
BACKSPACE,BACKSPACE,281.0
BACKSPACE,BACKSPACE,172.0
BACKSPACE,BACKSPACE,265.0
BACKSPACE,BACKSPACE,234.0
t,h,218.0
e,r,296.0
r,e,296.0
e,SPACE,234.0
SPACE,a,234.0
r,e,297.0
e,SPACE,234.0
SPACE,t,172.0
SPACE,s,343.0
s,e,281.0
e,n,234.0
t,e,202.0
e,n,265.0
e,s,281.0
s,SPACE,171.0
SPACE,i,172.0
n,SPACE,468.0
SPACE,t,234.0
t,h,297.0
s,SPACE,202.0
SPACE,s,171.0
t,h,514.0
s,SPACE,422.0
SPACE,i,453.0
s,SPACE,172.0
SPACE,a,188.0
SPACE,t,234.0
t,e,234.0
e,s,296.0
t,SPACE,187.0
SPACE,t,171.0
o,SPACE,171.0
SPACE,s,296.0
s,e,312.0
e,SPACE,203.0
SPACE,i,920.0
SPACE,t,187.0
t,h,188.0
e,SPACE,468.0
s,SPACE,374.0
SPACE,t,171.0
t,h,234.0
BACKSPACE,BACKSPACE,265.0
BACKSPACE,BACKSPACE,281.0
BACKSPACE,BACKSPACE,297.0
BACKSPACE,BACKSPACE,250.0
t,h,218.0
t,SPACE,249.0
SPACE,i,234.0
SPACE,t,250.0
e,SPACE,218.0
SPACE,a,281.0
r,e,187.0
e,SPACE,234.0
e,SPACE,203.0
SPACE,t,218.0
o,SPACE,172.0
SPACE,t,749.0
t,h,203.0
e,r,312.0
r,e,265.0
e,SPACE,234.0
SPACE,a,265.0
r,e,234.0
e,SPACE,249.0
SPACE,t,265.0
BACKSPACE,BACKSPACE,219.0
BACKSPACE,BACKSPACE,281.0
BACKSPACE,BACKSPACE,265.0
o,SPACE,328.0
SPACE,s,265.0
s,e,249.0
e,n,203.0
BACKSPACE,BACKSPACE,343.0
BACKSPACE,BACKSPACE,250.0
BACKSPACE,BACKSPACE,249.0
s,e,249.0
e,n,297.0
