key,keyhold
t,158.0
h,83.0
s,130.0
BACKSPACE,63.0
BACKSPACE,80.0
BACKSPACE,109.0
BACKSPACE,72.0
t,72.0
h,81.0
i,111.0
s,144.0
i,84.0
s,108.0
BACKSPACE,120.0
BACKSPACE,85.0
BACKSPACE,96.0
BACKSPACE,96.0
SPACE,99.0
i,85.0
s,77.0
BACKSPACE,139.0
SPACE,97.0
a,141.0
SPACE,87.0
t,73.0
e,98.0
s,97.0
t,73.0
SPACE,85.0
t,84.0
o,110.0
s,73.0
BACKSPACE,108.0
BACKSPACE,120.0
SPACE,88.0
s,72.0
e,62.0
e,108.0
SPACE,85.0
i,94.0
BACKSPACE,108.0
SPACE,75.0
t,73.0
h,62.0
e,106.0
BACKSPACE,108.0
SPACE,75.0
o,85.0
r,85.0
s,121.0
BACKSPACE,165.0
BACKSPACE,97.0
s,98.0
SPACE,74.0
t,84.0
h,95.0
s,146.0
t,82.0
BACKSPACE,120.0
BACKSPACE,108.0
BACKSPACE,95.0
a,169.0
t,85.0
SPACE,87.0
i,97.0
SPACE,99.0
t,72.0
e,97.0
BACKSPACE,138.0
SPACE,87.0
a,175.0
r,78.0
e,98.0
SPACE,87.0
n,109.0
i,96.0
e,122.0
BACKSPACE,120.0
SPACE,61.0
t,109.0
o,107.0
SPACE,100.0
e,146.0
SPACE,85.0
t,61.0
h,59.0
e,85.0
r,85.0
e,97.0
BACKSPACE,109.0
BACKSPACE,109.0
SPACE,74.0
a,121.0
r,61.0
e,109.0
BACKSPACE,118.0
SPACE,96.0
t,107.0
o,106.0
SPACE,84.0
s,107.0
e,118.0
n,96.0
t,84.0
e,107.0
n,81.0
e,96.0
s,112.0
BACKSPACE,118.0
SPACE,73.0
i,95.0
n,109.0
SPACE,85.0
t,73.0
h,73.0
i,73.0
s,121.0
BACKSPACE,108.0
SPACE,98.0
a,143.0
t,74.0
s,105.0
BACKSPACE,109.0
BACKSPACE,97.0
a,153.0
SPACE,75.0
s,133.0
a,154.0
l,74.0
e,128.0
t,84.0
h,60.0
i,74.0
s,141.0
i,97.0
BACKSPACE,120.0
BACKSPACE,98.0
i,84.0
BACKSPACE,96.0
BACKSPACE,108.0
SPACE,87.0
i,83.0
s,139.0
SPACE,86.0
a,155.0
BACKSPACE,133.0
SPACE,51.0
t,84.0
r,168.0
BACKSPACE,121.0
e,97.0
s,84.0
t,85.0
t,70.0
o,87.0
BACKSPACE,96.0
BACKSPACE,108.0
BACKSPACE,73.0
SPACE,74.0
t,73.0
i,84.0
SPACE,65.0
BACKSPACE,172.0
BACKSPACE,119.0
o,105.0
SPACE,85.0
s,143.0
e,121.0
e,121.0
i,83.0
l,94.0
BACKSPACE,109.0
BACKSPACE,108.0
BACKSPACE,108.0
BACKSPACE,105.0
BACKSPACE,108.0
SPACE,98.0
i,84.0
SPACE,59.0
r,109.0
h,81.0
SPACE,75.0
BACKSPACE,108.0
BACKSPACE,94.0
BACKSPACE,96.0
BACKSPACE,108.0
t,85.0
h,73.0
e,110.0
BACKSPACE,108.0
SPACE,85.0
o,95.0
r,94.0
s,117.0
BACKSPACE,117.0
BACKSPACE,117.0
BACKSPACE,118.0
s,144.0
BACKSPACE,119.0
SPACE,85.0
t,96.0
h,84.0
a,170.0
t,81.0
BACKSPACE,121.0
SPACE,84.0
i,83.0
SPACE,85.0
t,73.0
e,126.0
SPACE,61.0
a,155.0
r,62.0
e,71.0
SPACE,94.0
n,71.0
i,85.0
r,97.0
SPACE,76.0
BACKSPACE,98.0
BACKSPACE,108.0
BACKSPACE,108.0
BACKSPACE,109.0
e,122.0
r,85.0
o,97.0
BACKSPACE,85.0
BACKSPACE,104.0
BACKSPACE,119.0
SPACE,110.0
t,108.0
o,86.0
SPACE,74.0
n,96.0
e,137.0
BACKSPACE,140.0
BACKSPACE,97.0
e,109.0
SPACE,85.0
t,73.0
h,85.0
e,73.0
r,69.0
e,37.0
BACKSPACE,106.0
SPACE,72.0
s,107.0
r,81.0
e,94.0
SPACE,75.0
BACKSPACE,120.0
BACKSPACE,98.0
BACKSPACE,120.0
BACKSPACE,102.0
a,154.0
r,70.0
e,74.0
BACKSPACE,97.0
SPACE,61.0
t,73.0
o,85.0
s,153.0
e,110.0
n,86.0
t,73.0
BACKSPACE,141.0
BACKSPACE,141.0
BACKSPACE,145.0
BACKSPACE,132.0
BACKSPACE,141.0
SPACE,61.0
s,142.0
e,109.0
n,85.0
t,84.0
e,120.0
n,109.0
e,120.0
s,120.0
SPACE,98.0
i,120.0
n,98.0
t,106.0
h,77.0
i,98.0
BACKSPACE,121.0
BACKSPACE,122.0
BACKSPACE,121.0
BACKSPACE,132.0
BACKSPACE,134.0
SPACE,99.0
r,109.0
h,68.0
i,85.0
s,143.0
SPACE,63.0
BACKSPACE,156.0
BACKSPACE,95.0
BACKSPACE,141.0
BACKSPACE,150.0
BACKSPACE,120.0
t,119.0
h,85.0
i,84.0
s,121.0
SPACE,75.0
a,155.0
t,121.0
a,141.0
SPACE,110.0
s,108.0
a,110.0
o,98.0
l,102.0
e,110.0
BACKSPACE,108.0
BACKSPACE,120.0
BACKSPACE,109.0
l,95.0
e,145.0
t,110.0
h,85.0
i,73.0
s,109.0
n,26.0
SPACE,47.0
i,110.0
s,142.0
SPACE,87.0
a,144.0
BACKSPACE,142.0
BACKSPACE,109.0
SPACE,98.0
t,86.0
e,109.0
e,60.0
t,110.0
BACKSPACE,96.0
BACKSPACE,142.0
s,154.0
t,74.0
SPACE,73.0
t,107.0
o,82.0
SPACE,86.0
s,132.0
e,142.0
e,108.0
SPACE,60.0
i,85.0
SPACE,61.0
t,109.0
h,106.0
e,157.0
SPACE,119.0
o,62.0
r,94.0
s,119.0
BACKSPACE,107.0
SPACE,83.0
r,96.0
h,64.0
s,158.0
r,95.0
SPACE,60.0
BACKSPACE,119.0
BACKSPACE,119.0
BACKSPACE,120.0
BACKSPACE,120.0
BACKSPACE,119.0
t,84.0
h,96.0
a,106.0
BACKSPACE,118.0
BACKSPACE,107.0
t,82.0
SPACE,40.0
i,118.0
SPACE,109.0
t,83.0
o,94.0
e,133.0
SPACE,95.0
BACKSPACE,120.0
BACKSPACE,119.0
BACKSPACE,108.0
e,152.0
SPACE,109.0
a,165.0
r,66.0
e,72.0
SPACE,98.0
n,95.0
i,83.0
BACKSPACE,151.0
BACKSPACE,118.0
e,95.0
r,119.0
o,117.0
BACKSPACE,107.0
BACKSPACE,118.0
BACKSPACE,120.0
SPACE,84.0
t,105.0
o,107.0
SPACE,85.0
n,92.0
e,163.0
BACKSPACE,137.0
BACKSPACE,106.0
e,153.0
SPACE,94.0
t,71.0
h,94.0
e,68.0
r,80.0
e,71.0
SPACE,72.0
a,174.0
r,69.0
r,71.0
BACKSPACE,117.0
BACKSPACE,118.0
e,83.0
BACKSPACE,119.0
SPACE,73.0
t,82.0
o,106.0
SPACE,66.0
s,160.0
e,153.0
n,69.0
t,83.0
e,138.0
n,74.0
e,109.0
s,120.0
SPACE,95.0
BACKSPACE,119.0
BACKSPACE,120.0
BACKSPACE,350.0
BACKSPACE,119.0
e,119.0
s,131.0
SPACE,74.0
i,106.0
n,119.0
SPACE,110.0
t,96.0
h,61.0
i,94.0
s,141.0
SPACE,85.0
a,164.0
t,60.0
a,121.0
BACKSPACE,109.0
SPACE,87.0
s,120.0
a,121.0
o,97.0
l,83.0
e,135.0
BACKSPACE,120.0
BACKSPACE,318.0
BACKSPACE,180.0
l,83.0
e,139.0
t,85.0
h,85.0
i,84.0
s,168.0
i,85.0
BACKSPACE,120.0
BACKSPACE,109.0
SPACE,62.0
i,97.0
s,155.0
SPACE,87.0
a,143.0
t,73.0
r,86.0
BACKSPACE,145.0
BACKSPACE,122.0
BACKSPACE,97.0
SPACE,96.0
t,83.0
e,85.0
s,61.0
t,85.0
SPACE,85.0
t,49.0
o,109.0
SPACE,97.0
s,144.0
e,121.0
e,108.0
SPACE,75.0
i,109.0
SPACE,73.0
t,80.0
h,83.0
e,109.0
SPACE,91.0
o,87.0
r,109.0
s,141.0
SPACE,87.0
t,96.0
a,51.0
h,40.0
BACKSPACE,119.0
BACKSPACE,120.0
h,83.0
a,134.0
t,50.0
i,106.0
SPACE,84.0
BACKSPACE,118.0
BACKSPACE,143.0
BACKSPACE,118.0
BACKSPACE,106.0
SPACE,84.0
i,81.0
SPACE,84.0
t,96.0
e,120.0
SPACE,76.0
a,141.0
r,109.0
SPACE,98.0
BACKSPACE,144.0
e,141.0
h,74.0
i,73.0
BACKSPACE,109.0
BACKSPACE,97.0
BACKSPACE,95.0
BACKSPACE,108.0
SPACE,85.0
n,71.0
i,97.0
e,121.0
SPACE,73.0
t,108.0
o,144.0
n,55.0
SPACE,57.0
e,109.0
SPACE,97.0
t,83.0
h,85.0
e,159.0
r,147.0
e,120.0
SPACE,87.0
a,142.0
t,85.0
r,86.0
BACKSPACE,108.0
BACKSPACE,115.0
r,60.0
r,71.0
t,73.0
BACKSPACE,95.0
BACKSPACE,120.0
BACKSPACE,58.0
e,122.0
SPACE,64.0
t,85.0
o,99.0
SPACE,98.0
s,153.0
e,148.0
n,97.0
t,85.0
e,140.0
n,57.0
e,145.0
s,146.0
SPACE,88.0
i,138.0
n,84.0
SPACE,109.0
t,111.0
h,87.0
i,97.0
s,140.0
SPACE,99.0
a,168.0
t,82.0
a,154.0
SPACE,123.0
s,109.0
a,143.0
o,108.0
l,108.0
e,126.0
BACKSPACE,121.0
BACKSPACE,109.0
BACKSPACE,141.0
l,122.0
l,106.0
BACKSPACE,109.0
BACKSPACE,120.0
l,94.0
e,130.0
t,85.0
h,61.0
i,85.0
s,119.0
i,109.0
s,182.0
BACKSPACE,98.0
BACKSPACE,95.0
BACKSPACE,120.0
SPACE,92.0
i,83.0
s,139.0
SPACE,99.0
a,156.0
SPACE,87.0
t,60.0
r,98.0
t,84.0
BACKSPACE,119.0
BACKSPACE,96.0
BACKSPACE,108.0
e,96.0
s,142.0
t,61.0
BACKSPACE,108.0
SPACE,84.0
t,60.0
i,97.0
SPACE,85.0
s,141.0
e,108.0
BACKSPACE,121.0
BACKSPACE,74.0
BACKSPACE,121.0
BACKSPACE,121.0
o,109.0
SPACE,83.0
s,141.0
e,143.0
e,122.0
BACKSPACE,108.0
SPACE,85.0
i,97.0
SPACE,68.0
t,108.0
h,64.0
e,118.0
SPACE,108.0
o,96.0
r,95.0
s,109.0
SPACE,91.0
BACKSPACE,151.0
t,85.0
h,85.0
a,159.0
BACKSPACE,154.0
BACKSPACE,109.0
t,61.0
BACKSPACE,119.0
SPACE,75.0
i,120.0
SPACE,86.0
t,60.0
o,84.0
e,120.0
SPACE,86.0
BACKSPACE,109.0
BACKSPACE,121.0
BACKSPACE,107.0
e,108.0
a,165.0
BACKSPACE,94.0
BACKSPACE,92.0
BACKSPACE,117.0
BACKSPACE,118.0
SPACE,84.0
a,129.0
r,63.0
e,70.0
SPACE,84.0
n,85.0
i,97.0
SPACE,86.0
BACKSPACE,110.0
e,119.0
SPACE,62.0
t,75.0
o,88.0
SPACE,87.0
n,83.0
e,154.0
BACKSPACE,121.0
BACKSPACE,109.0
e,145.0
SPACE,72.0
t,86.0
h,85.0
e,120.0
r,109.0
e,119.0
BACKSPACE,144.0
SPACE,74.0
a,156.0
r,60.0
r,85.0
SPACE,87.0
BACKSPACE,121.0
BACKSPACE,109.0
e,121.0
SPACE,75.0
t,73.0
o,92.0
SPACE,86.0
s,134.0
e,147.0
n,87.0
t,85.0
e,144.0
n,61.0
e,97.0
s,121.0
SPACE,99.0
i,97.0
n,83.0
SPACE,99.0
t,108.0
h,56.0
i,96.0
s,155.0
SPACE,73.0
a,181.0
t,66.0
a,140.0
SPACE,99.0
s,139.0
a,121.0
l,98.0
l,96.0
e,129.0
BACKSPACE,140.0
BACKSPACE,121.0
BACKSPACE,180.0
l,110.0
e,107.0
t,100.0
h,83.0
i,86.0
s,132.0
SPACE,73.0
i,95.0
s,134.0
SPACE,52.0
a,178.0
BACKSPACE,108.0
SPACE,87.0
t,85.0
e,97.0
s,73.0
r,97.0
SPACE,109.0
BACKSPACE,97.0
BACKSPACE,85.0
t,72.0
t,74.0
i,98.0
BACKSPACE,71.0
BACKSPACE,78.0
BACKSPACE,108.0
SPACE,85.0
t,74.0
o,121.0
SPACE,74.0
s,142.0
e,122.0
e,97.0
SPACE,74.0
i,121.0
r,119.0
h,74.0
BACKSPACE,108.0
BACKSPACE,94.0
BACKSPACE,108.0
SPACE,95.0
t,95.0
h,68.0
e,151.0
SPACE,97.0
o,103.0
r,119.0
s,142.0
SPACE,72.0
t,96.0
h,107.0
a,152.0
t,70.0
SPACE,84.0
i,107.0
SPACE,108.0
t,58.0
o,96.0
e,131.0
SPACE,98.0
BACKSPACE,109.0
BACKSPACE,107.0
BACKSPACE,107.0
e,116.0
SPACE,73.0
a,167.0
r,69.0
e,60.0
BACKSPACE,106.0
BACKSPACE,120.0
SPACE,61.0
n,85.0
i,84.0
BACKSPACE,108.0
BACKSPACE,107.0
e,119.0
SPACE,67.0
o,107.0
SPACE,96.0
BACKSPACE,120.0
BACKSPACE,118.0
t,108.0
o,81.0
SPACE,109.0
n,106.0
BACKSPACE,108.0
BACKSPACE,119.0
e,121.0
SPACE,69.0
t,83.0
h,85.0
e,119.0
r,84.0
e,107.0
a,179.0
BACKSPACE,120.0
BACKSPACE,120.0
SPACE,62.0
a,154.0
r,64.0
r,72.0
SPACE,86.0
BACKSPACE,108.0
BACKSPACE,107.0
e,163.0
SPACE,74.0
t,84.0
o,118.0
SPACE,86.0
s,119.0
e,141.0
n,96.0
t,84.0
e,119.0
n,96.0
e,95.0
s,119.0
SPACE,87.0
i,106.0
n,95.0
SPACE,109.0
r,107.0
h,73.0
i,95.0
s,151.0
SPACE,74.0
BACKSPACE,107.0
BACKSPACE,117.0
BACKSPACE,120.0
BACKSPACE,107.0
BACKSPACE,119.0
t,118.0
h,77.0
i,84.0
s,129.0
SPACE,86.0
a,176.0
t,73.0
a,121.0
SPACE,126.0
s,108.0
a,109.0
l,107.0
l,108.0
e,145.0
BACKSPACE,120.0
BACKSPACE,97.0
BACKSPACE,140.0
l,120.0
e,140.0
t,75.0
h,86.0
i,86.0
s,167.0
SPACE,74.0
i,121.0
s,118.0
SPACE,98.0
a,163.0
SPACE,83.0
t,108.0
r,84.0
s,61.0
t,98.0
SPACE,86.0
BACKSPACE,97.0
BACKSPACE,121.0
BACKSPACE,120.0
BACKSPACE,122.0
e,109.0
s,107.0
t,59.0
t,73.0
o,98.0
BACKSPACE,97.0
BACKSPACE,120.0
BACKSPACE,122.0
SPACE,74.0
t,97.0
o,109.0
SPACE,88.0
s,153.0
e,143.0
e,121.0
SPACE,110.0
i,97.0
SPACE,67.0
h,90.0
e,157.0
SPACE,87.0
BACKSPACE,108.0
BACKSPACE,109.0
BACKSPACE,109.0
t,109.0
h,85.0
e,232.0
SPACE,110.0
o,88.0
r,109.0
s,145.0
SPACE,98.0
t,110.0
h,97.0
a,155.0
SPACE,98.0
BACKSPACE,111.0
BACKSPACE,121.0
t,73.0
BACKSPACE,97.0
SPACE,73.0
i,97.0
SPACE,99.0
t,97.0
o,109.0
e,143.0
SPACE,74.0
BACKSPACE,110.0
BACKSPACE,109.0
BACKSPACE,97.0
e,121.0
SPACE,87.0
a,143.0
r,74.0
e,73.0
SPACE,97.0
n,69.0
i,84.0
r,155.0
SPACE,86.0
t,110.0
o,105.0
BACKSPACE,97.0
BACKSPACE,96.0
BACKSPACE,106.0
BACKSPACE,120.0
e,154.0
SPACE,109.0
t,97.0
o,89.0
SPACE,75.0
e,105.0
SPACE,84.0
t,60.0
h,72.0
e,47.0
r,82.0
e,71.0
SPACE,86.0
a,162.0
r,51.0
e,86.0
SPACE,12.0
t,74.0
o,84.0
SPACE,86.0
s,121.0
e,119.0
n,65.0
t,61.0
e,138.0
n,94.0
e,85.0
s,109.0
i,144.0
BACKSPACE,120.0
BACKSPACE,121.0
SPACE,71.0
i,108.0
n,81.0
SPACE,75.0
s,155.0
SPACE,84.0
BACKSPACE,110.0
BACKSPACE,121.0
BACKSPACE,133.0
BACKSPACE,143.0
BACKSPACE,110.0
t,84.0
h,82.0
i,85.0
s,148.0
SPACE,60.0
a,142.0
t,83.0
a,149.0
SPACE,86.0
s,142.0
a,124.0
l,120.0
l,104.0
e,112.0
BACKSPACE,121.0
BACKSPACE,121.0
BACKSPACE,110.0
l,169.0
e,121.0
t,74.0
h,73.0
i,84.0
s,168.0
SPACE,53.0
i,122.0
