key1,key2,time
t,h,125.0
s,SPACE,62.0
SPACE,i,109.0
s,SPACE,62.0
SPACE,a,63.0
SPACE,t,63.0
t,e,62.0
e,s,359.0
t,SPACE,62.0
SPACE,t,202.0
o,SPACE,62.0
SPACE,s,94.0
s,e,78.0
e,SPACE,62.0
SPACE,i,78.0
SPACE,t,78.0
t,h,78.0
e,SPACE,-62.0
s,SPACE,110.0
SPACE,t,156.0
t,h,78.0
t,SPACE,62.0
SPACE,i,62.0
SPACE,t,93.0
e,SPACE,63.0
SPACE,a,78.0
r,e,-78.0
e,SPACE,-78.0
e,SPACE,94.0
SPACE,t,172.0
o,SPACE,62.0
BACKSPACE,BACKSPACE,78.0
SPACE,t,1170.0
t,h,78.0
e,r,-78.0
r,e,-62.0
e,SPACE,63.0
SPACE,a,78.0
r,e,-172.0
e,SPACE,-62.0
SPACE,t,62.0
o,SPACE,62.0
SPACE,s,78.0
s,e,94.0
e,n,63.0
t,e,62.0
e,n,78.0
e,s,78.0
s,SPACE,78.0
SPACE,i,63.0
n,SPACE,-78.0
SPACE,t,78.0
t,h,-78.0
s,SPACE,62.0
BACKSPACE,BACKSPACE,63.0
t,h,-47.0
s,SPACE,-62.0
SPACE,i,109.0
s,SPACE,63.0
SPACE,a,62.0
SPACE,t,63.0
t,e,-62.0
BACKSPACE,BACKSPACE,62.0
BACKSPACE,BACKSPACE,187.0
BACKSPACE,BACKSPACE,63.0
SPACE,t,63.0
t,e,-62.0
e,s,63.0
t,SPACE,172.0
SPACE,t,63.0
o,SPACE,63.0
SPACE,s,62.0
s,e,63.0
e,SPACE,63.0
SPACE,i,62.0
SPACE,t,62.0
t,h,-62.0
e,SPACE,-62.0
s,SPACE,78.0
SPACE,t,62.0
t,h,62.0
t,SPACE,62.0
SPACE,i,63.0
SPACE,t,-78.0
e,SPACE,47.0
SPACE,a,-63.0
r,e,-62.0
e,SPACE,-62.0
e,SPACE,78.0
SPACE,t,62.0
o,SPACE,-47.0
t,h,78.0
e,r,-78.0
r,e,-62.0
e,SPACE,-63.0
SPACE,a,63.0
r,e,-93.0
e,SPACE,-78.0
SPACE,t,63.0
o,SPACE,109.0
SPACE,s,62.0
s,e,78.0
e,n,47.0
t,e,-234.0
e,n,62.0
e,s,63.0
s,SPACE,62.0
SPACE,i,390.0
n,SPACE,-125.0
SPACE,t,156.0
t,h,-125.0
s,SPACE,125.0
SPACE,s,109.0
t,h,62.0
s,SPACE,78.0
SPACE,i,-62.0
s,SPACE,78.0
SPACE,a,63.0
SPACE,t,375.0
t,e,-47.0
e,s,62.0
t,SPACE,78.0
SPACE,t,250.0
o,SPACE,-47.0
SPACE,s,47.0
s,e,78.0
e,SPACE,47.0
SPACE,i,47.0
SPACE,t,63.0
t,h,109.0
e,SPACE,62.0
s,SPACE,63.0
SPACE,t,62.0
t,h,62.0
t,SPACE,47.0
SPACE,i,78.0
SPACE,t,47.0
e,SPACE,63.0
SPACE,a,-63.0
r,e,-63.0
e,SPACE,-63.0
SPACE,t,63.0
o,SPACE,-63.0
SPACE,t,62.0
t,h,110.0
e,r,125.0
r,e,-156.0
e,SPACE,63.0
SPACE,a,47.0
BACKSPACE,BACKSPACE,62.0
BACKSPACE,BACKSPACE,78.0
BACKSPACE,BACKSPACE,94.0
BACKSPACE,BACKSPACE,62.0
e,SPACE,62.0
BACKSPACE,BACKSPACE,62.0
o,SPACE,47.0
s,e,62.0
e,n,62.0
t,e,-63.0
e,n,63.0
e,s,62.0
s,SPACE,63.0
SPACE,t,62.0
t,h,-47.0
BACKSPACE,BACKSPACE,47.0
BACKSPACE,BACKSPACE,63.0
BACKSPACE,BACKSPACE,62.0
n,SPACE,-125.0
SPACE,t,218.0
t,h,-124.0
s,SPACE,110.0
SPACE,s,125.0
t,h,202.0
s,SPACE,47.0
SPACE,i,141.0
s,SPACE,-62.0
SPACE,a,62.0
SPACE,t,62.0
t,e,-63.0
e,s,78.0
t,SPACE,62.0
SPACE,t,47.0
o,SPACE,-62.0
SPACE,s,62.0
s,e,125.0
e,SPACE,62.0
SPACE,i,62.0
SPACE,t,124.0
t,h,-47.0
e,SPACE,-62.0
s,SPACE,62.0
SPACE,t,94.0
t,h,63.0
t,SPACE,78.0
SPACE,i,62.0
SPACE,t,63.0
e,SPACE,62.0
SPACE,a,187.0
r,e,-62.0
e,SPACE,-62.0
e,SPACE,62.0
SPACE,t,62.0
o,SPACE,78.0
SPACE,t,63.0
t,h,125.0
e,r,-93.0
r,e,-218.0
