key1,key2,time
t,h,228.0
s,SPACE,279.0
SPACE,i,1269.0
s,SPACE,304.0
SPACE,a,226.0
t,SPACE,373.0
BACKSPACE,BACKSPACE,260.0
BACKSPACE,BACKSPACE,270.0
BACKSPACE,BACKSPACE,278.0
BACKSPACE,BACKSPACE,287.0
BACKSPACE,BACKSPACE,490.0
SPACE,t,652.0
t,e,263.0
t,SPACE,346.0
SPACE,t,1009.0
o,SPACE,366.0
SPACE,s,165.0
s,e,272.0
e,SPACE,392.0
SPACE,i,772.0
SPACE,t,396.0
t,h,257.0
e,SPACE,259.0
s,SPACE,254.0
SPACE,t,1229.0
t,h,277.0
t,SPACE,382.0
SPACE,i,767.0
SPACE,t,869.0
e,SPACE,361.0
SPACE,a,1047.0
r,e,293.0
e,SPACE,223.0
e,SPACE,285.0
BACKSPACE,BACKSPACE,250.0
BACKSPACE,BACKSPACE,272.0
BACKSPACE,BACKSPACE,279.0
BACKSPACE,BACKSPACE,299.0
e,SPACE,345.0
SPACE,t,1169.0
o,SPACE,396.0
SPACE,t,1144.0
t,h,305.0
e,r,309.0
r,e,293.0
e,SPACE,305.0
SPACE,a,895.0
r,e,258.0
e,SPACE,277.0
SPACE,t,1000.0
o,SPACE,434.0
SPACE,s,693.0
t,e,268.0
e,n,323.0
e,s,285.0
s,SPACE,341.0
SPACE,i,1387.0
t,SPACE,104.0
BACKSPACE,BACKSPACE,265.0
BACKSPACE,BACKSPACE,254.0
BACKSPACE,BACKSPACE,298.0
BACKSPACE,BACKSPACE,329.0
BACKSPACE,BACKSPACE,611.0
SPACE,t,226.0
t,h,244.0
s,SPACE,294.0
SPACE,s,626.0
t,h,273.0
BACKSPACE,BACKSPACE,304.0
s,SPACE,266.0
SPACE,i,1389.0
s,SPACE,293.0
SPACE,a,498.0
SPACE,t,893.0
t,e,278.0
t,SPACE,388.0
BACKSPACE,BACKSPACE,277.0
BACKSPACE,BACKSPACE,278.0
t,SPACE,688.0
SPACE,t,1123.0
o,SPACE,403.0
SPACE,s,278.0
s,e,339.0
e,SPACE,763.0
SPACE,i,567.0
SPACE,t,402.0
t,h,1443.0
e,SPACE,283.0
s,SPACE,301.0
SPACE,t,1140.0
t,h,283.0
t,SPACE,423.0
SPACE,i,1036.0
SPACE,t,238.0
e,SPACE,396.0
SPACE,a,1094.0
r,e,265.0
e,SPACE,238.0
e,SPACE,375.0
SPACE,t,1178.0
o,SPACE,361.0
e,SPACE,720.0
SPACE,t,1297.0
t,h,276.0
e,r,272.0
r,e,272.0
e,SPACE,313.0
SPACE,a,937.0
r,e,299.0
e,SPACE,235.0
SPACE,t,795.0
o,SPACE,387.0
SPACE,s,1304.0
s,e,351.0
e,n,402.0
t,e,304.0
e,n,309.0
e,s,321.0
s,SPACE,362.0
SPACE,i,1400.0
n,SPACE,339.0
SPACE,t,200.0
t,h,299.0
s,SPACE,277.0
SPACE,s,544.0
t,h,267.0
s,SPACE,301.0
SPACE,i,651.0
s,SPACE,278.0
SPACE,a,329.0
SPACE,t,838.0
t,e,206.0
t,SPACE,332.0
BACKSPACE,BACKSPACE,265.0
BACKSPACE,BACKSPACE,219.0
t,SPACE,335.0
SPACE,t,2026.0
o,SPACE,391.0
SPACE,s,383.0
s,e,288.0
e,SPACE,622.0
SPACE,i,488.0
SPACE,t,384.0
t,h,274.0
e,SPACE,306.0
s,SPACE,278.0
BACKSPACE,BACKSPACE,266.0
BACKSPACE,BACKSPACE,243.0
s,SPACE,298.0
SPACE,t,1334.0
t,h,266.0
t,SPACE,372.0
SPACE,i,345.0
SPACE,t,224.0
e,SPACE,346.0
BACKSPACE,BACKSPACE,261.0
BACKSPACE,BACKSPACE,297.0
BACKSPACE,BACKSPACE,2189.0
e,SPACE,320.0
SPACE,a,1877.0
r,e,283.0
e,SPACE,251.0
BACKSPACE,BACKSPACE,339.0
BACKSPACE,BACKSPACE,272.0
BACKSPACE,BACKSPACE,534.0
e,SPACE,337.0
SPACE,t,1274.0
o,SPACE,357.0
t,h,264.0
e,r,307.0
r,e,284.0
e,SPACE,360.0
BACKSPACE,BACKSPACE,295.0
BACKSPACE,BACKSPACE,285.0
BACKSPACE,BACKSPACE,299.0
BACKSPACE,BACKSPACE,367.0
BACKSPACE,BACKSPACE,614.0
SPACE,t,744.0
t,h,305.0
e,r,298.0
r,e,270.0
e,SPACE,276.0
SPACE,a,1015.0
r,e,302.0
e,SPACE,255.0
SPACE,t,352.0
o,SPACE,487.0
SPACE,s,1306.0
s,e,301.0
e,n,371.0
e,s,297.0
s,SPACE,338.0
SPACE,i,1380.0
n,SPACE,315.0
SPACE,t,228.0
t,h,237.0
s,SPACE,296.0
