key1,key2,time
t,h,192.0
s,SPACE,316.0
SPACE,i,2709.0
s,SPACE,277.0
SPACE,a,885.0
SPACE,t,385.0
t,e,427.0
e,s,265.0
t,SPACE,339.0
BACKSPACE,BACKSPACE,210.0
o,SPACE,414.0
SPACE,s,359.0
s,e,282.0
e,SPACE,324.0
SPACE,i,815.0
SPACE,t,1309.0
t,h,120.0
e,SPACE,277.0
s,SPACE,292.0
t,h,193.0
t,SPACE,286.0
SPACE,i,454.0
BACKSPACE,BACKSPACE,187.0
BACKSPACE,BACKSPACE,207.0
BACKSPACE,BACKSPACE,209.0
BACKSPACE,BACKSPACE,321.0
t,SPACE,324.0
SPACE,i,625.0
SPACE,t,448.0
BACKSPACE,BACKSPACE,208.0
e,SPACE,631.0
SPACE,a,448.0
r,e,329.0
e,SPACE,259.0
e,SPACE,258.0
SPACE,t,698.0
o,SPACE,340.0
SPACE,t,1107.0
t,h,232.0
e,r,290.0
r,e,241.0
e,SPACE,406.0
SPACE,a,1038.0
r,e,257.0
e,SPACE,307.0
SPACE,t,1429.0
o,SPACE,488.0
SPACE,s,415.0
s,e,289.0
e,n,435.0
t,e,1504.0
e,n,345.0
e,s,379.0
s,SPACE,373.0
SPACE,i,1157.0
n,SPACE,263.0
SPACE,t,494.0
t,h,289.0
s,SPACE,381.0
SPACE,s,285.0
t,h,242.0
s,SPACE,211.0
SPACE,i,1839.0
s,SPACE,2279.0
SPACE,a,1309.0
SPACE,t,643.0
t,e,587.0
e,s,314.0
t,SPACE,299.0
SPACE,t,1958.0
o,SPACE,421.0
SPACE,s,754.0
s,e,321.0
e,SPACE,301.0
SPACE,i,2006.0
SPACE,t,713.0
t,h,322.0
BACKSPACE,BACKSPACE,217.0
e,SPACE,1070.0
s,SPACE,492.0
SPACE,t,1696.0
t,h,217.0
t,SPACE,341.0
SPACE,i,1148.0
SPACE,t,336.0
e,SPACE,653.0
SPACE,a,602.0
r,e,241.0
e,SPACE,172.0
e,SPACE,221.0
SPACE,t,1509.0
o,SPACE,324.0
e,SPACE,461.0
e,r,305.0
r,e,225.0
e,SPACE,472.0
SPACE,a,1083.0
r,e,249.0
e,SPACE,543.0
SPACE,t,1152.0
o,SPACE,439.0
SPACE,s,1129.0
s,e,281.0
e,n,411.0
t,e,508.0
e,n,769.0
e,s,412.0
s,SPACE,469.0
SPACE,i,858.0
n,SPACE,284.0
SPACE,t,1329.0
t,h,282.0
s,SPACE,299.0
SPACE,s,1145.0
t,h,153.0
s,SPACE,179.0
SPACE,i,386.0
s,SPACE,211.0
SPACE,a,515.0
SPACE,t,362.0
t,e,404.0
e,s,305.0
t,SPACE,203.0
SPACE,t,264.0
o,SPACE,267.0
SPACE,s,538.0
s,e,1534.0
e,SPACE,180.0
SPACE,i,831.0
SPACE,t,594.0
t,h,169.0
e,SPACE,252.0
s,SPACE,347.0
SPACE,t,1023.0
t,h,209.0
t,SPACE,196.0
SPACE,i,525.0
SPACE,t,1077.0
e,SPACE,268.0
SPACE,a,513.0
r,e,210.0
e,SPACE,291.0
e,SPACE,245.0
SPACE,t,1063.0
o,SPACE,308.0
SPACE,t,547.0
t,h,144.0
e,r,241.0
r,e,180.0
e,r,39.0
BACKSPACE,BACKSPACE,184.0
SPACE,a,694.0
r,e,273.0
e,SPACE,293.0
SPACE,t,1160.0
o,SPACE,334.0
SPACE,s,487.0
s,e,266.0
e,n,194.0
t,e,288.0
e,n,219.0
e,s,412.0
s,SPACE,356.0
SPACE,i,1038.0
n,SPACE,258.0
SPACE,t,507.0
t,h,225.0
s,SPACE,363.0
SPACE,s,253.0
t,h,167.0
s,SPACE,227.0
SPACE,i,685.0
s,SPACE,202.0
SPACE,a,305.0
SPACE,t,426.0
t,e,413.0
e,s,604.0
t,SPACE,493.0
SPACE,t,402.0
o,SPACE,323.0
SPACE,s,296.0
s,e,297.0
e,SPACE,260.0
SPACE,i,713.0
SPACE,t,539.0
t,h,120.0
e,SPACE,413.0
s,SPACE,221.0
SPACE,t,954.0
t,h,161.0
t,SPACE,214.0
SPACE,i,342.0
SPACE,t,482.0
e,SPACE,1130.0
SPACE,a,635.0
r,e,274.0
e,SPACE,220.0
e,SPACE,277.0
SPACE,t,938.0
o,SPACE,317.0
SPACE,t,1033.0
t,h,142.0
e,r,322.0
r,e,217.0
e,SPACE,196.0
SPACE,a,780.0
r,e,297.0
e,SPACE,212.0
BACKSPACE,BACKSPACE,194.0
o,SPACE,332.0
SPACE,s,766.0
s,e,281.0
e,n,321.0
t,e,274.0
e,n,242.0
e,s,320.0
s,SPACE,276.0
SPACE,i,879.0
n,SPACE,229.0
SPACE,t,688.0
t,h,184.0
s,SPACE,211.0
SPACE,s,563.0
BACKSPACE,BACKSPACE,192.0
t,h,210.0
s,SPACE,244.0
SPACE,i,359.0
s,SPACE,187.0
SPACE,a,441.0
SPACE,t,393.0
t,e,354.0
e,s,329.0
t,SPACE,309.0
SPACE,t,255.0
BACKSPACE,BACKSPACE,177.0
SPACE,s,530.0
s,e,274.0
e,SPACE,195.0
SPACE,i,890.0
SPACE,t,279.0
t,h,177.0
BACKSPACE,BACKSPACE,754.0
e,SPACE,365.0
BACKSPACE,BACKSPACE,209.0
BACKSPACE,BACKSPACE,193.0
s,SPACE,446.0
SPACE,t,1166.0
t,h,152.0
t,SPACE,235.0
SPACE,i,418.0
SPACE,t,940.0
e,SPACE,251.0
SPACE,a,507.0
r,e,281.0
e,SPACE,196.0
e,SPACE,163.0
SPACE,t,585.0
o,SPACE,300.0
SPACE,t,744.0
t,h,209.0
e,r,274.0
r,e,250.0
e,SPACE,317.0
SPACE,a,1270.0
r,e,289.0
e,SPACE,276.0
SPACE,t,328.0
o,SPACE,315.0
SPACE,s,723.0
