key1,key2,time
t,h,190.0
s,SPACE,188.0
SPACE,i,949.0
s,SPACE,259.0
SPACE,a,282.0
SPACE,t,1033.0
t,e,321.0
s,SPACE,439.0
BACKSPACE,BACKSPACE,210.0
BACKSPACE,BACKSPACE,1055.0
t,SPACE,6679.0
SPACE,t,1187.0
o,SPACE,371.0
SPACE,s,305.0
s,e,329.0
e,SPACE,314.0
SPACE,i,797.0
SPACE,t,619.0
t,h,209.0
e,SPACE,249.0
s,SPACE,347.0
SPACE,t,1055.0
t,h,194.0
SPACE,i,759.0
SPACE,t,321.0
e,SPACE,275.0
SPACE,a,1205.0
r,e,281.0
e,SPACE,221.0
BACKSPACE,BACKSPACE,241.0
BACKSPACE,BACKSPACE,257.0
BACKSPACE,BACKSPACE,290.0
BACKSPACE,BACKSPACE,571.0
e,SPACE,1426.0
SPACE,t,490.0
o,SPACE,365.0
SPACE,t,384.0
t,h,266.0
e,r,355.0
r,e,329.0
e,SPACE,371.0
SPACE,a,894.0
r,e,282.0
e,SPACE,237.0
SPACE,t,774.0
o,SPACE,330.0
SPACE,s,846.0
s,e,265.0
e,n,322.0
t,e,369.0
e,n,436.0
e,s,346.0
s,SPACE,307.0
SPACE,i,1161.0
n,SPACE,347.0
SPACE,t,1001.0
t,h,192.0
s,SPACE,388.0
SPACE,s,1181.0
t,h,202.0
SPACE,i,451.0
s,SPACE,277.0
SPACE,a,313.0
SPACE,t,844.0
t,e,168.0
e,s,499.0
t,SPACE,533.0
SPACE,t,929.0
o,n,313.0
s,e,313.0
e,SPACE,267.0
BACKSPACE,BACKSPACE,248.0
BACKSPACE,BACKSPACE,257.0
BACKSPACE,BACKSPACE,258.0
BACKSPACE,BACKSPACE,282.0
SPACE,s,1063.0
s,e,313.0
e,SPACE,371.0
SPACE,i,1281.0
SPACE,t,224.0
t,h,249.0
e,SPACE,292.0
s,SPACE,239.0
SPACE,t,837.0
t,h,209.0
t,SPACE,233.0
SPACE,i,595.0
SPACE,t,226.0
e,n,282.0
SPACE,a,1293.0
r,e,299.0
e,SPACE,258.0
e,SPACE,1792.0
SPACE,t,338.0
o,SPACE,338.0
SPACE,t,402.0
t,h,290.0
e,r,274.0
r,e,386.0
e,SPACE,412.0
SPACE,a,777.0
r,e,280.0
e,SPACE,227.0
SPACE,t,321.0
o,SPACE,535.0
SPACE,s,644.0
s,e,314.0
e,n,346.0
t,e,832.0
e,n,282.0
e,s,331.0
s,SPACE,199.0
SPACE,i,868.0
n,SPACE,245.0
SPACE,t,178.0
t,h,2216.0
s,SPACE,285.0
SPACE,s,997.0
t,h,182.0
s,SPACE,257.0
SPACE,i,523.0
s,SPACE,332.0
SPACE,a,281.0
SPACE,t,770.0
t,e,177.0
e,s,332.0
t,SPACE,444.0
SPACE,t,836.0
o,n,330.0
s,e,314.0
BACKSPACE,BACKSPACE,265.0
BACKSPACE,BACKSPACE,275.0
BACKSPACE,BACKSPACE,282.0
SPACE,s,1444.0
s,e,265.0
e,SPACE,292.0
SPACE,i,990.0
SPACE,t,847.0
t,h,129.0
e,SPACE,244.0
s,SPACE,332.0
SPACE,t,595.0
t,h,162.0
t,SPACE,410.0
SPACE,i,1129.0
BACKSPACE,BACKSPACE,265.0
BACKSPACE,BACKSPACE,267.0
BACKSPACE,BACKSPACE,265.0
BACKSPACE,BACKSPACE,1322.0
SPACE,t,1094.0
e,SPACE,331.0
SPACE,a,547.0
r,e,258.0
e,SPACE,322.0
e,SPACE,1267.0
SPACE,t,283.0
o,SPACE,347.0
e,SPACE,283.0
SPACE,t,794.0
t,h,193.0
e,r,313.0
r,e,562.0
e,SPACE,205.0
SPACE,a,659.0
r,e,273.0
e,SPACE,379.0
SPACE,t,1009.0
o,SPACE,487.0
SPACE,s,871.0
s,e,282.0
e,n,273.0
t,e,674.0
e,n,289.0
e,s,394.0
s,SPACE,295.0
SPACE,i,993.0
n,SPACE,261.0
SPACE,t,266.0
t,h,2005.0
s,SPACE,298.0
SPACE,s,799.0
t,h,161.0
s,SPACE,267.0
SPACE,i,1098.0
s,SPACE,291.0
SPACE,a,265.0
SPACE,t,807.0
t,e,161.0
e,s,547.0
t,SPACE,516.0
SPACE,t,1054.0
s,e,298.0
BACKSPACE,BACKSPACE,249.0
BACKSPACE,BACKSPACE,241.0
BACKSPACE,BACKSPACE,241.0
SPACE,s,811.0
s,e,306.0
e,SPACE,253.0
SPACE,i,852.0
SPACE,t,218.0
t,h,257.0
e,SPACE,188.0
t,h,185.0
t,SPACE,350.0
BACKSPACE,BACKSPACE,241.0
BACKSPACE,BACKSPACE,281.0
BACKSPACE,BACKSPACE,290.0
BACKSPACE,BACKSPACE,290.0
BACKSPACE,BACKSPACE,265.0
SPACE,t,402.0
t,h,225.0
t,SPACE,435.0
SPACE,i,831.0
BACKSPACE,BACKSPACE,249.0
BACKSPACE,BACKSPACE,233.0
SPACE,t,321.0
e,SPACE,323.0
SPACE,a,842.0
r,e,306.0
e,SPACE,231.0
e,SPACE,221.0
SPACE,t,660.0
BACKSPACE,BACKSPACE,506.0
t,h,146.0
BACKSPACE,BACKSPACE,232.0
SPACE,t,412.0
t,h,138.0
e,r,313.0
r,e,692.0
e,SPACE,213.0
SPACE,a,708.0
r,e,282.0
SPACE,t,444.0
o,SPACE,608.0
SPACE,s,834.0
s,e,250.0
e,n,232.0
t,e,1012.0
BACKSPACE,BACKSPACE,266.0
BACKSPACE,BACKSPACE,225.0
e,s,329.0
s,SPACE,298.0
SPACE,i,905.0
t,SPACE,134.0
BACKSPACE,BACKSPACE,225.0
SPACE,t,321.0
t,h,202.0
s,SPACE,235.0
SPACE,s,498.0
t,h,177.0
s,SPACE,291.0
SPACE,a,209.0
s,SPACE,307.0
SPACE,a,362.0
SPACE,t,1241.0
t,e,266.0
e,s,626.0
t,SPACE,438.0
SPACE,t,884.0
o,SPACE,354.0
SPACE,s,807.0
s,e,297.0
e,SPACE,316.0
SPACE,i,792.0
SPACE,t,322.0
t,h,177.0
e,SPACE,309.0
s,SPACE,314.0
SPACE,t,740.0
t,h,169.0
t,SPACE,469.0
SPACE,i,869.0
SPACE,t,177.0
e,SPACE,1352.0
SPACE,s,337.0
r,e,301.0
e,SPACE,284.0
e,SPACE,888.0
SPACE,t,385.0
o,SPACE,308.0
SPACE,t,644.0
t,h,172.0
e,r,314.0
r,e,266.0
e,SPACE,323.0
SPACE,a,516.0
r,e,314.0
e,SPACE,230.0
SPACE,t,386.0
o,SPACE,410.0
SPACE,s,676.0
