key,keyhold
t,489.0
h,970.0
i,2.0
s,2.0
SPACE,59.0
i,58.0
s,73.0
SPACE,77.0
a,82.0
SPACE,90.0
t,81.0
e,81.0
s,88.0
t,80.0
SPACE,68.0
BACKSPACE,82.0
BACKSPACE,82.0
BACKSPACE,97.0
t,73.0
SPACE,74.0
t,64.0
o,65.0
SPACE,61.0
s,73.0
e,74.0
e,57.0
SPACE,90.0
i,88.0
SPACE,83.0
t,80.0
h,89.0
e,81.0
SPACE,98.0
e,2.0
o,73.0
r,65.0
s,73.0
BACKSPACE,64.0
s,74.0
SPACE,85.0
BACKSPACE,74.0
BACKSPACE,72.0
BACKSPACE,56.0
BACKSPACE,73.0
BACKSPACE,105.0
BACKSPACE,80.0
o,73.0
r,65.0
s,64.0
SPACE,82.0
t,73.0
h,73.0
a,72.0
t,65.0
SPACE,98.0
i,64.0
SPACE,75.0
t,72.0
e,66.0
SPACE,77.0
a,80.0
r,65.0
e,89.0
SPACE,83.0
n,89.0
i,81.0
BACKSPACE,72.0
e,80.0
SPACE,58.0
t,57.0
o,75.0
SPACE,69.0
e,65.0
SPACE,73.0
t,65.0
h,83.0
e,73.0
r,74.0
e,82.0
SPACE,84.0
a,81.0
r,63.0
e,81.0
SPACE,67.0
t,82.0
o,74.0
SPACE,75.0
s,73.0
e,74.0
n,82.0
t,89.0
e,66.0
n,58.0
e,65.0
s,83.0
SPACE,67.0
i,65.0
n,81.0
SPACE,75.0
t,65.0
h,73.0
i,74.0
s,81.0
SPACE,98.0
a,78.0
s,2.0
r,81.0
BACKSPACE,56.0
BACKSPACE,66.0
t,65.0
a,81.0
SPACE,86.0
s,65.0
a,90.0
l,66.0
e,65.0
t,81.0
BACKSPACE,113.0
t,82.0
h,82.0
i,86.0
s,72.0
SPACE,89.0
i,88.0
s,80.0
SPACE,83.0
a,89.0
SPACE,99.0
t,80.0
e,73.0
s,81.0
t,65.0
SPACE,91.0
t,89.0
o,80.0
SPACE,83.0
s,89.0
e,81.0
e,73.0
SPACE,74.0
i,76.0
SPACE,100.0
t,72.0
h,89.0
e,65.0
SPACE,76.0
o,65.0
r,74.0
s,74.0
SPACE,90.0
t,65.0
h,80.0
a,73.0
t,74.0
SPACE,92.0
i,72.0
SPACE,92.0
t,81.0
e,66.0
SPACE,58.0
a,64.0
r,81.0
e,89.0
SPACE,100.0
n,80.0
i,73.0
e,81.0
SPACE,82.0
t,66.0
o,73.0
SPACE,82.0
e,56.0
SPACE,75.0
t,73.0
h,89.0
e,82.0
r,82.0
e,91.0
SPACE,82.0
a,72.0
r,73.0
e,80.0
SPACE,99.0
t,73.0
e,1.0
o,65.0
SPACE,66.0
BACKSPACE,65.0
BACKSPACE,65.0
BACKSPACE,81.0
BACKSPACE,74.0
o,66.0
SPACE,93.0
s,82.0
e,81.0
n,73.0
t,81.0
e,73.0
n,72.0
e,64.0
s,80.0
SPACE,92.0
i,65.0
n,73.0
SPACE,92.0
t,73.0
h,89.0
i,66.0
s,57.0
SPACE,84.0
a,72.0
t,73.0
a,72.0
SPACE,74.0
s,65.0
a,89.0
l,81.0
e,57.0
t,57.0
h,73.0
i,81.0
s,81.0
SPACE,83.0
i,81.0
s,81.0
SPACE,91.0
a,81.0
SPACE,89.0
t,72.0
e,81.0
s,81.0
t,73.0
SPACE,90.0
t,80.0
o,66.0
SPACE,82.0
s,73.0
e,72.0
e,65.0
i,58.0
SPACE,106.0
t,73.0
h,81.0
e,66.0
SPACE,83.0
BACKSPACE,66.0
BACKSPACE,83.0
BACKSPACE,89.0
BACKSPACE,89.0
BACKSPACE,89.0
BACKSPACE,105.0
BACKSPACE,105.0
BACKSPACE,88.0
SPACE,90.0
i,82.0
SPACE,99.0
t,57.0
h,73.0
e,80.0
SPACE,89.0
o,65.0
r,81.0
s,91.0
SPACE,92.0
t,74.0
h,79.0
a,81.0
t,89.0
SPACE,101.0
i,89.0
SPACE,109.0
t,83.0
e,73.0
SPACE,66.0
a,72.0
r,57.0
e,81.0
SPACE,83.0
n,82.0
i,65.0
e,74.0
SPACE,94.0
t,72.0
o,73.0
SPACE,99.0
BACKSPACE,73.0
BACKSPACE,81.0
BACKSPACE,80.0
BACKSPACE,114.0
BACKSPACE,97.0
BACKSPACE,28879.0
BACKSPACE,28479.0
BACKSPACE,28429.0
BACKSPACE,28378.0
BACKSPACE,28329.0
BACKSPACE,28278.0
BACKSPACE,28228.0
e,65.0
SPACE,83.0
t,81.0
o,73.0
SPACE,81.0
e,65.0
SPACE,67.0
t,74.0
h,97.0
e,89.0
r,81.0
e,81.0
SPACE,90.0
a,88.0
r,72.0
e,74.0
SPACE,92.0
t,81.0
o,65.0
SPACE,83.0
s,74.0
e,82.0
n,74.0
t,66.0
e,74.0
n,76.0
e,73.0
s,74.0
SPACE,93.0
i,56.0
n,73.0
SPACE,90.0
t,73.0
h,97.0
i,81.0
s,81.0
SPACE,106.0
a,87.0
s,1.0
t,81.0
a,74.0
SPACE,109.0
s,74.0
a,90.0
l,83.0
e,73.0
s,73.0
BACKSPACE,56.0
t,69.0
h,90.0
i,82.0
s,81.0
SPACE,84.0
i,74.0
s,81.0
SPACE,92.0
a,80.0
SPACE,99.0
t,73.0
e,81.0
s,82.0
t,82.0
SPACE,99.0
t,81.0
o,82.0
SPACE,84.0
s,80.0
e,74.0
e,73.0
SPACE,74.0
i,64.0
SPACE,106.0
t,73.0
h,81.0
e,72.0
SPACE,91.0
o,73.0
r,74.0
s,80.0
SPACE,101.0
t,81.0
h,81.0
a,78.0
s,10.0
t,72.0
SPACE,100.0
i,74.0
SPACE,108.0
t,81.0
e,73.0
BACKSPACE,75.0
BACKSPACE,65.0
BACKSPACE,66.0
BACKSPACE,65.0
BACKSPACE,67.0
BACKSPACE,75.0
BACKSPACE,58.0
BACKSPACE,81.0
BACKSPACE,74.0
t,57.0
SPACE,91.0
i,66.0
SPACE,100.0
t,74.0
e,81.0
SPACE,75.0
a,73.0
r,73.0
e,81.0
SPACE,92.0
n,81.0
i,65.0
e,74.0
SPACE,91.0
t,73.0
o,73.0
SPACE,83.0
e,65.0
SPACE,67.0
t,82.0
h,89.0
e,81.0
r,73.0
e,81.0
SPACE,84.0
a,82.0
r,73.0
e,74.0
SPACE,84.0
t,73.0
o,73.0
SPACE,92.0
s,73.0
e,89.0
n,66.0
t,66.0
e,73.0
n,57.0
e,57.0
s,74.0
SPACE,83.0
i,66.0
n,66.0
SPACE,83.0
t,81.0
h,90.0
i,65.0
s,72.0
SPACE,66.0
a,81.0
t,73.0
a,73.0
SPACE,82.0
s,56.0
a,79.0
l,89.0
e,65.0
t,66.0
