key,keyhold
t,97.0
h,91.0
i,94.0
s,70.0
SPACE,118.0
i,115.0
s,94.0
SPACE,116.0
a,81.0
SPACE,118.0
t,105.0
e,82.0
s,72.0
t,96.0
SPACE,110.0
t,72.0
o,85.0
SPACE,132.0
s,110.0
e,60.0
e,58.0
SPACE,99.0
i,119.0
t,85.0
BACKSPACE,97.0
SPACE,99.0
t,119.0
h,107.0
e,76.0
SPACE,103.0
o,92.0
r,81.0
s,72.0
SPACE,96.0
t,94.0
a,97.0
h,104.0
BACKSPACE,83.0
BACKSPACE,80.0
h,104.0
a,93.0
SPACE,61.0
BACKSPACE,85.0
BACKSPACE,96.0
t,72.0
SPACE,109.0
i,73.0
SPACE,149.0
t,86.0
e,81.0
SPACE,109.0
a,85.0
r,121.0
e,82.0
SPACE,122.0
n,121.0
i,73.0
e,94.0
SPACE,125.0
t,72.0
o,95.0
SPACE,122.0
e,108.0
SPACE,84.0
t,96.0
h,121.0
e,92.0
t,97.0
e,86.0
SPACE,110.0
BACKSPACE,109.0
BACKSPACE,62.0
BACKSPACE,85.0
r,108.0
e,102.0
SPACE,98.0
a,98.0
t,61.0
BACKSPACE,97.0
r,57.0
e,99.0
SPACE,98.0
t,97.0
o,96.0
SPACE,120.0
s,84.0
e,71.0
n,95.0
t,95.0
n,109.0
e,96.0
s,98.0
BACKSPACE,98.0
BACKSPACE,66.0
BACKSPACE,82.0
BACKSPACE,78.0
BACKSPACE,83.0
e,60.0
n,98.0
e,73.0
s,108.0
SPACE,160.0
i,109.0
n,110.0
SPACE,99.0
t,96.0
h,108.0
i,108.0
s,110.0
SPACE,107.0
a,110.0
t,105.0
a,91.0
SPACE,118.0
s,94.0
a,94.0
l,94.0
e,94.0
t,83.0
h,106.0
i,94.0
s,106.0
SPACE,107.0
i,93.0
s,93.0
SPACE,118.0
a,94.0
SPACE,94.0
t,92.0
e,71.0
s,106.0
t,94.0
SPACE,119.0
t,98.0
o,104.0
SPACE,125.0
s,106.0
e,71.0
e,89.0
SPACE,117.0
i,115.0
BACKSPACE,104.0
SPACE,108.0
t,94.0
h,101.0
e,81.0
SPACE,151.0
o,106.0
r,94.0
s,95.0
SPACE,119.0
t,105.0
h,114.0
a,106.0
SPACE,96.0
i,94.0
SPACE,139.0
t,72.0
e,84.0
SPACE,121.0
a,108.0
r,109.0
e,98.0
SPACE,111.0
n,99.0
i,106.0
e,109.0
SPACE,120.0
t,108.0
o,98.0
SPACE,124.0
e,101.0
SPACE,82.0
t,84.0
h,118.0
e,103.0
t,118.0
e,103.0
SPACE,84.0
BACKSPACE,105.0
BACKSPACE,95.0
BACKSPACE,77.0
r,82.0
e,92.0
SPACE,98.0
a,96.0
r,97.0
e,95.0
SPACE,110.0
t,96.0
o,109.0
SPACE,122.0
s,98.0
e,73.0
n,109.0
t,109.0
e,109.0
n,109.0
e,110.0
s,109.0
SPACE,122.0
i,84.0
n,121.0
SPACE,123.0
t,86.0
h,97.0
i,110.0
s,108.0
SPACE,109.0
a,96.0
t,108.0
a,108.0
SPACE,123.0
s,97.0
a,110.0
l,151.0
e,95.0
t,110.0
h,85.0
i,109.0
s,99.0
SPACE,97.0
i,96.0
s,95.0
SPACE,108.0
a,109.0
SPACE,87.0
t,109.0
e,83.0
s,109.0
t,118.0
SPACE,111.0
t,85.0
o,94.0
SPACE,112.0
s,109.0
e,86.0
e,95.0
SPACE,99.0
i,97.0
SPACE,98.0
t,96.0
h,99.0
e,94.0
SPACE,97.0
o,105.0
r,107.0
s,83.0
SPACE,161.0
t,100.0
h,153.0
a,93.0
t,84.0
SPACE,96.0
i,83.0
SPACE,109.0
t,73.0
e,95.0
SPACE,97.0
a,96.0
r,84.0
e,109.0
SPACE,123.0
n,96.0
i,96.0
e,122.0
SPACE,111.0
t,109.0
o,97.0
SPACE,76.0
e,97.0
SPACE,97.0
t,109.0
h,117.0
e,109.0
t,95.0
e,158.0
SPACE,111.0
BACKSPACE,100.0
BACKSPACE,73.0
BACKSPACE,107.0
r,82.0
e,73.0
SPACE,98.0
a,96.0
r,107.0
e,119.0
SPACE,117.0
t,72.0
o,120.0
SPACE,109.0
s,93.0
e,71.0
n,109.0
t,16.0
e,107.0
n,95.0
e,104.0
s,107.0
SPACE,121.0
i,105.0
n,97.0
