key,keyhold
t,95.0
h,92.0
i,97.0
s,145.0
SPACE,83.0
i,97.0
s,138.0
SPACE,74.0
a,146.0
SPACE,99.0
t,82.0
e,132.0
s,114.0
t,68.0
SPACE,77.0
t,122.0
o,87.0
SPACE,83.0
s,123.0
e,105.0
e,122.0
SPACE,74.0
i,81.0
SPACE,74.0
t,97.0
h,105.0
e,132.0
SPACE,81.0
o,73.0
r,112.0
s,97.0
SPACE,60.0
t,81.0
h,114.0
a,121.0
t,64.0
SPACE,82.0
i,82.0
SPACE,58.0
t,73.0
e,121.0
SPACE,75.0
a,122.0
r,74.0
e,130.0
SPACE,69.0
n,65.0
i,82.0
e,129.0
SPACE,91.0
t,114.0
o,87.0
SPACE,83.0
e,136.0
SPACE,82.0
t,64.0
h,89.0
e,120.0
r,113.0
e,104.0
SPACE,84.0
a,106.0
r,82.0
e,122.0
SPACE,69.0
t,81.0
o,64.0
SPACE,76.0
s,129.0
e,138.0
n,81.0
t,66.0
e,121.0
n,72.0
e,122.0
s,90.0
SPACE,60.0
i,90.0
BACKSPACE,73.0
n,57.0
SPACE,59.0
h,73.0
i,82.0
s,129.0
SPACE,58.0
BACKSPACE,59.0
BACKSPACE,81.0
BACKSPACE,241.0
BACKSPACE,81.0
BACKSPACE,89.0
t,48.0
h,73.0
i,73.0
s,90.0
SPACE,75.0
s,114.0
t,97.0
s,105.0
BACKSPACE,73.0
BACKSPACE,73.0
BACKSPACE,80.0
a,114.0
r,73.0
BACKSPACE,89.0
t,65.0
a,138.0
SPACE,84.0
s,105.0
a,105.0
l,97.0
e,113.0
BACKSPACE,82.0
t,88.0
h,81.0
i,81.0
s,121.0
SPACE,90.0
i,89.0
s,122.0
SPACE,98.0
a,129.0
SPACE,83.0
t,90.0
e,121.0
s,113.0
t,65.0
SPACE,66.0
t,113.0
o,97.0
SPACE,60.0
s,122.0
e,81.0
e,98.0
SPACE,83.0
i,89.0
SPACE,98.0
t,129.0
h,97.0
e,120.0
SPACE,83.0
o,114.0
r,122.0
s,113.0
SPACE,75.0
t,76.0
h,97.0
a,129.0
t,64.0
SPACE,91.0
i,64.0
SPACE,58.0
t,80.0
e,113.0
SPACE,83.0
a,129.0
r,81.0
e,113.0
SPACE,90.0
n,89.0
i,96.0
e,88.0
SPACE,83.0
t,122.0
o,71.0
SPACE,74.0
e,104.0
SPACE,75.0
t,81.0
h,88.0
e,121.0
r,113.0
e,89.0
SPACE,74.0
a,105.0
r,98.0
e,130.0
SPACE,98.0
t,65.0
o,64.0
SPACE,59.0
s,97.0
e,105.0
n,88.0
t,64.0
e,113.0
n,73.0
e,123.0
s,73.0
SPACE,68.0
i,81.0
n,65.0
SPACE,75.0
t,73.0
h,65.0
i,73.0
s,106.0
SPACE,74.0
a,89.0
t,80.0
a,97.0
SPACE,90.0
s,89.0
a,97.0
l,80.0
e,96.0
t,73.0
h,57.0
i,81.0
s,97.0
SPACE,58.0
i,89.0
s,113.0
SPACE,99.0
a,122.0
SPACE,74.0
t,88.0
e,121.0
s,131.0
t,63.0
SPACE,67.0
t,81.0
o,81.0
SPACE,75.0
s,82.0
e,58.0
e,57.0
SPACE,69.0
i,73.0
SPACE,66.0
t,112.0
h,80.0
e,121.0
SPACE,74.0
o,72.0
r,97.0
s,105.0
SPACE,75.0
t,56.0
h,105.0
a,121.0
t,74.0
SPACE,76.0
i,73.0
SPACE,97.0
t,105.0
o,73.0
e,121.0
SPACE,75.0
BACKSPACE,64.0
BACKSPACE,64.0
BACKSPACE,57.0
BACKSPACE,41.0
e,89.0
SPACE,66.0
a,97.0
r,72.0
e,89.0
SPACE,82.0
n,82.0
i,81.0
e,98.0
SPACE,75.0
t,81.0
o,90.0
SPACE,68.0
e,112.0
SPACE,82.0
t,106.0
h,81.0
e,122.0
r,73.0
e,73.0
SPACE,66.0
a,105.0
r,72.0
e,104.0
SPACE,65.0
t,49.0
o,73.0
SPACE,57.0
s,98.0
e,114.0
n,89.0
t,104.0
r,103.0
e,2.0
n,90.0
e,114.0
s,98.0
BACKSPACE,1718.0
BACKSPACE,1318.0
BACKSPACE,1268.0
BACKSPACE,1218.0
BACKSPACE,1168.0
BACKSPACE,1118.0
BACKSPACE,66.0
e,114.0
n,74.0
e,106.0
s,73.0
SPACE,67.0
i,73.0
n,65.0
SPACE,66.0
h,81.0
i,90.0
s,97.0
SPACE,75.0
BACKSPACE,66.0
BACKSPACE,75.0
BACKSPACE,259.0
BACKSPACE,105.0
BACKSPACE,81.0
t,73.0
h,73.0
i,80.0
s,106.0
SPACE,74.0
a,73.0
t,81.0
a,74.0
SPACE,67.0
s,112.0
a,98.0
l,81.0
e,97.0
t,65.0
h,72.0
i,81.0
s,105.0
SPACE,50.0
i,65.0
s,105.0
SPACE,66.0
a,106.0
SPACE,82.0
t,90.0
e,98.0
s,99.0
t,64.0
SPACE,77.0
t,98.0
o,66.0
SPACE,67.0
s,116.0
e,90.0
e,113.0
SPACE,73.0
i,89.0
SPACE,91.0
t,113.0
h,72.0
e,137.0
SPACE,83.0
o,82.0
r,130.0
s,138.0
SPACE,75.0
t,58.0
h,98.0
a,105.0
t,81.0
SPACE,59.0
i,64.0
SPACE,76.0
t,89.0
e,113.0
SPACE,90.0
a,130.0
r,88.0
e,97.0
SPACE,75.0
n,89.0
i,89.0
e,97.0
SPACE,75.0
t,98.0
o,74.0
SPACE,60.0
e,121.0
SPACE,42.0
t,122.0
h,90.0
e,130.0
r,97.0
e,106.0
SPACE,75.0
a,130.0
r,89.0
e,106.0
SPACE,70.0
t,72.0
o,82.0
SPACE,78.0
s,105.0
e,114.0
t,58.0
e,122.0
n,73.0
e,105.0
s,97.0
BACKSPACE,1162.0
BACKSPACE,762.0
BACKSPACE,712.0
BACKSPACE,662.0
BACKSPACE,612.0
BACKSPACE,561.0
BACKSPACE,511.0
BACKSPACE,84.0
n,81.0
t,73.0
e,114.0
n,81.0
e,97.0
s,121.0
SPACE,75.0
i,81.0
n,66.0
SPACE,67.0
h,73.0
i,81.0
s,106.0
SPACE,83.0
BACKSPACE,990.0
BACKSPACE,590.0
BACKSPACE,540.0
BACKSPACE,490.0
BACKSPACE,71.0
BACKSPACE,88.0
t,73.0
h,89.0
i,89.0
s,113.0
SPACE,66.0
a,106.0
t,97.0
a,105.0
SPACE,67.0
s,121.0
a,122.0
l,73.0
e,82.0
t,58.0
h,89.0
i,105.0
s,96.0
SPACE,75.0
i,80.0
s,113.0
SPACE,100.0
a,98.0
SPACE,84.0
t,82.0
e,105.0
s,91.0
t,72.0
SPACE,43.0
t,104.0
o,65.0
SPACE,66.0
s,104.0
e,88.0
e,121.0
SPACE,74.0
i,64.0
SPACE,89.0
t,81.0
h,73.0
e,113.0
SPACE,57.0
o,81.0
r,105.0
s,145.0
SPACE,81.0
t,66.0
h,98.0
a,105.0
t,81.0
SPACE,93.0
i,81.0
SPACE,74.0
t,89.0
e,121.0
SPACE,66.0
a,128.0
r,96.0
e,121.0
SPACE,90.0
n,81.0
i,80.0
e,105.0
SPACE,83.0
t,106.0
o,56.0
SPACE,84.0
e,122.0
SPACE,90.0
t,114.0
h,106.0
e,130.0
r,89.0
r,97.0
SPACE,87.0
BACKSPACE,65.0
BACKSPACE,56.0
e,90.0
SPACE,92.0
a,121.0
a,113.0
r,81.0
e,104.0
SPACE,75.0
t,98.0
o,82.0
SPACE,92.0
s,122.0
e,130.0
n,95.0
t,72.0
e,129.0
n,80.0
e,113.0
s,88.0
SPACE,83.0
i,106.0
n,98.0
SPACE,98.0
t,106.0
h,89.0
i,113.0
s,113.0
SPACE,76.0
a,97.0
t,97.0
a,112.0
SPACE,50.0
s,97.0
a,113.0
l,81.0
e,105.0
t,113.0
h,81.0
i,89.0
s,120.0
SPACE,82.0
i,72.0
s,104.0
SPACE,75.0
s,105.0
SPACE,74.0
BACKSPACE,50.0
BACKSPACE,58.0
a,80.0
SPACE,91.0
t,97.0
e,104.0
s,105.0
t,65.0
SPACE,89.0
t,115.0
o,82.0
SPACE,99.0
s,105.0
e,73.0
e,97.0
SPACE,83.0
i,73.0
SPACE,89.0
t,97.0
h,81.0
e,105.0
SPACE,73.0
o,101.0
r,130.0
s,106.0
SPACE,77.0
t,106.0
h,113.0
s,122.0
t,75.0
BACKSPACE,81.0
BACKSPACE,81.0
a,96.0
t,81.0
SPACE,59.0
i,56.0
SPACE,93.0
t,98.0
e,130.0
SPACE,60.0
a,113.0
r,97.0
e,113.0
SPACE,50.0
n,97.0
i,89.0
e,105.0
SPACE,106.0
t,99.0
o,71.0
SPACE,73.0
e,110.0
SPACE,59.0
t,105.0
h,82.0
e,129.0
r,89.0
e,89.0
SPACE,106.0
a,105.0
r,72.0
e,113.0
SPACE,90.0
t,105.0
o,89.0
SPACE,82.0
s,138.0
e,146.0
BACKSPACE,105.0
n,82.0
t,105.0
e,121.0
n,113.0
e,105.0
s,106.0
SPACE,100.0
i,73.0
n,57.0
SPACE,83.0
