key,keyhold
t,126.0
h,83.0
i,58.0
s,104.0
SPACE,68.0
i,71.0
s,93.0
SPACE,70.0
a,116.0
SPACE,95.0
t,78.0
e,81.0
s,56.0
t,72.0
SPACE,71.0
o,81.0
BACKSPACE,118.0
t,69.0
o,68.0
SPACE,60.0
s,91.0
e,80.0
SPACE,83.0
i,35.0
SPACE,82.0
t,73.0
h,95.0
e,47.0
SPACE,59.0
o,86.0
r,85.0
s,96.0
SPACE,63.0
t,96.0
h,73.0
a,98.0
t,48.0
SPACE,63.0
i,61.0
SPACE,86.0
t,97.0
i,85.0
BACKSPACE,108.0
e,67.0
SPACE,62.0
a,95.0
r,96.0
e,59.0
SPACE,75.0
n,73.0
i,62.0
e,74.0
SPACE,72.0
t,119.0
o,83.0
SPACE,73.0
e,85.0
SPACE,73.0
t,49.0
h,71.0
e,138.0
r,85.0
e,72.0
SPACE,60.0
a,107.0
r,95.0
e,49.0
SPACE,84.0
t,71.0
e,107.0
o,72.0
BACKSPACE,106.0
BACKSPACE,72.0
o,72.0
SPACE,60.0
s,119.0
e,83.0
n,70.0
t,91.0
e,102.0
n,94.0
e,93.0
s,37.0
SPACE,87.0
i,70.0
n,84.0
SPACE,84.0
r,84.0
h,93.0
i,70.0
s,95.0
SPACE,60.0
BACKSPACE,110.0
BACKSPACE,85.0
BACKSPACE,85.0
BACKSPACE,96.0
BACKSPACE,98.0
t,96.0
h,107.0
i,70.0
s,73.0
SPACE,74.0
a,96.0
t,73.0
a,72.0
SPACE,94.0
s,105.0
a,105.0
l,94.0
e,84.0
t,104.0
h,85.0
i,58.0
s,94.0
SPACE,84.0
i,92.0
s,93.0
SPACE,80.0
a,93.0
SPACE,83.0
t,82.0
e,66.0
t,71.0
SPACE,84.0
BACKSPACE,95.0
BACKSPACE,70.0
s,104.0
r,82.0
l,82.0
t,71.0
SPACE,72.0
BACKSPACE,105.0
BACKSPACE,94.0
BACKSPACE,92.0
BACKSPACE,79.0
t,94.0
SPACE,69.0
t,70.0
o,71.0
SPACE,81.0
s,82.0
e,106.0
e,46.0
SPACE,86.0
i,84.0
SPACE,86.0
t,74.0
h,85.0
e,72.0
SPACE,75.0
o,98.0
r,94.0
s,70.0
SPACE,75.0
t,97.0
h,60.0
a,84.0
t,71.0
SPACE,74.0
i,72.0
SPACE,86.0
t,97.0
e,96.0
l,109.0
l,49.0
BACKSPACE,46.0
BACKSPACE,84.0
BACKSPACE,109.0
BACKSPACE,108.0
e,86.0
SPACE,73.0
a,110.0
r,85.0
e,72.0
SPACE,102.0
n,98.0
BACKSPACE,117.0
BACKSPACE,82.0
n,83.0
i,69.0
e,82.0
SPACE,73.0
t,93.0
o,84.0
SPACE,72.0
e,57.0
SPACE,70.0
t,105.0
h,47.0
e,108.0
r,106.0
e,79.0
SPACE,85.0
a,95.0
r,84.0
e,84.0
SPACE,65.0
t,83.0
o,92.0
SPACE,73.0
s,93.0
e,80.0
n,71.0
t,96.0
e,79.0
n,94.0
e,85.0
s,64.0
SPACE,98.0
i,109.0
n,85.0
t,110.0
h,74.0
s,72.0
i,97.0
BACKSPACE,121.0
BACKSPACE,94.0
BACKSPACE,108.0
BACKSPACE,104.0
SPACE,84.0
t,86.0
h,72.0
i,36.0
s,73.0
SPACE,48.0
a,84.0
t,84.0
a,84.0
SPACE,75.0
s,85.0
a,85.0
o,86.0
l,84.0
e,81.0
BACKSPACE,107.0
BACKSPACE,70.0
BACKSPACE,83.0
l,83.0
e,60.0
t,142.0
h,98.0
i,59.0
s,96.0
SPACE,86.0
i,84.0
s,97.0
SPACE,96.0
a,108.0
SPACE,87.0
t,109.0
e,107.0
s,73.0
t,84.0
SPACE,75.0
t,86.0
o,85.0
SPACE,86.0
s,118.0
e,97.0
e,68.0
SPACE,87.0
i,98.0
SPACE,98.0
t,86.0
h,61.0
e,87.0
SPACE,72.0
o,86.0
r,97.0
s,48.0
SPACE,84.0
t,85.0
h,71.0
a,98.0
t,72.0
SPACE,74.0
i,74.0
SPACE,76.0
t,85.0
e,68.0
SPACE,86.0
a,108.0
r,73.0
e,62.0
SPACE,98.0
n,98.0
i,84.0
e,84.0
SPACE,84.0
t,122.0
o,74.0
SPACE,61.0
e,109.0
SPACE,85.0
t,72.0
h,84.0
e,107.0
r,71.0
e,48.0
SPACE,75.0
a,97.0
r,84.0
