key,keyhold
t,85.0
h,106.0
i,108.0
s,102.0
i,86.0
s,97.0
SPACE,32.0
BACKSPACE,130.0
BACKSPACE,119.0
BACKSPACE,107.0
BACKSPACE,109.0
i,106.0
s,98.0
BACKSPACE,118.0
BACKSPACE,117.0
BACKSPACE,107.0
SPACE,83.0
i,83.0
s,83.0
SPACE,109.0
a,106.0
SPACE,118.0
t,84.0
s,82.0
t,110.0
SPACE,98.0
BACKSPACE,120.0
BACKSPACE,120.0
BACKSPACE,97.0
BACKSPACE,109.0
s,144.0
BACKSPACE,131.0
BACKSPACE,108.0
e,121.0
s,122.0
t,121.0
SPACE,109.0
t,95.0
o,83.0
SPACE,24.0
s,152.0
e,118.0
e,114.0
SPACE,141.0
i,106.0
t,90.0
h,107.0
l,117.0
l,107.0
BACKSPACE,101.0
BACKSPACE,22495.0
BACKSPACE,22094.0
BACKSPACE,22044.0
BACKSPACE,21994.0
BACKSPACE,21943.0
BACKSPACE,21893.0
SPACE,138.0
t,105.0
h,104.0
e,105.0
SPACE,156.0
o,116.0
r,118.0
s,116.0
SPACE,160.0
t,94.0
h,117.0
a,117.0
t,95.0
SPACE,118.0
i,116.0
SPACE,117.0
t,101.0
e,104.0
SPACE,120.0
a,116.0
r,130.0
e,118.0
SPACE,118.0
i,106.0
e,94.0
BACKSPACE,196.0
n,71.0
SPACE,155.0
t,94.0
o,106.0
SPACE,106.0
e,118.0
SPACE,116.0
t,106.0
h,107.0
e,106.0
r,116.0
e,86.0
SPACE,96.0
a,93.0
r,145.0
e,96.0
SPACE,97.0
t,97.0
o,92.0
n,63.0
SPACE,47.0
s,120.0
e,108.0
n,80.0
t,98.0
e,108.0
n,110.0
e,97.0
s,109.0
SPACE,50.0
i,84.0
n,99.0
SPACE,110.0
r,85.0
h,98.0
i,82.0
s,93.0
SPACE,4.0
BACKSPACE,18099.0
BACKSPACE,17698.0
BACKSPACE,17648.0
BACKSPACE,17599.0
BACKSPACE,17549.0
BACKSPACE,17498.0
t,84.0
h,95.0
i,110.0
s,82.0
SPACE,99.0
a,121.0
t,84.0
a,96.0
SPACE,109.0
s,85.0
a,84.0
l,81.0
e,93.0
t,36.0
h,97.0
i,86.0
s,85.0
SPACE,87.0
i,61.0
s,88.0
SPACE,88.0
a,97.0
n,74.0
SPACE,24.0
t,97.0
e,96.0
s,94.0
t,84.0
SPACE,49.0
t,72.0
o,74.0
n,98.0
a,61.0
BACKSPACE,110.0
BACKSPACE,109.0
SPACE,98.0
s,138.0
e,110.0
e,120.0
SPACE,86.0
i,73.0
SPACE,98.0
t,69.0
h,84.0
e,85.0
SPACE,121.0
o,93.0
r,97.0
s,93.0
BACKSPACE,120.0
BACKSPACE,142.0
a,98.0
SPACE,111.0
BACKSPACE,97.0
l,109.0
l,97.0
BACKSPACE,98.0
BACKSPACE,120.0
BACKSPACE,109.0
s,110.0
SPACE,98.0
t,84.0
h,81.0
a,86.0
t,73.0
SPACE,34.0
i,108.0
SPACE,122.0
t,109.0
BACKSPACE,108.0
e,96.0
SPACE,87.0
a,109.0
r,121.0
e,119.0
SPACE,104.0
n,84.0
i,108.0
e,97.0
SPACE,98.0
t,120.0
o,97.0
n,110.0
e,85.0
BACKSPACE,121.0
BACKSPACE,156.0
BACKSPACE,84.0
SPACE,98.0
e,97.0
SPACE,85.0
t,98.0
h,61.0
e,9.0
r,97.0
e,81.0
SPACE,98.0
a,110.0
r,97.0
e,92.0
SPACE,121.0
t,97.0
o,84.0
SPACE,74.0
s,98.0
e,97.0
n,96.0
t,98.0
e,97.0
n,97.0
e,86.0
s,83.0
SPACE,99.0
i,108.0
n,71.0
SPACE,92.0
t,70.0
h,98.0
i,97.0
s,82.0
SPACE,86.0
a,72.0
t,85.0
a,85.0
SPACE,87.0
s,108.0
a,98.0
l,110.0
e,85.0
t,86.0
h,98.0
i,96.0
s,86.0
i,108.0
s,105.0
SPACE,110.0
a,48.0
BACKSPACE,6757.0
BACKSPACE,6357.0
BACKSPACE,6306.0
BACKSPACE,6257.0
BACKSPACE,6207.0
BACKSPACE,6157.0
BACKSPACE,6107.0
s,143.0
SPACE,91.0
i,73.0
s,62.0
SPACE,55.0
a,97.0
SPACE,99.0
a,98.0
t,97.0
a,85.0
SPACE,74.0
BACKSPACE,1065.0
BACKSPACE,664.0
BACKSPACE,615.0
BACKSPACE,564.0
BACKSPACE,513.0
BACKSPACE,109.0
t,83.0
s,93.0
t,73.0
BACKSPACE,97.0
BACKSPACE,97.0
BACKSPACE,97.0
e,121.0
s,105.0
t,97.0
SPACE,109.0
t,132.0
o,103.0
SPACE,122.0
s,142.0
e,122.0
e,116.0
SPACE,110.0
i,85.0
SPACE,123.0
t,97.0
h,85.0
e,118.0
SPACE,107.0
s,72.0
BACKSPACE,121.0
o,99.0
e,97.0
BACKSPACE,120.0
r,88.0
s,97.0
SPACE,125.0
t,85.0
h,73.0
a,90.0
t,46.0
SPACE,11.0
t,85.0
BACKSPACE,192.0
e,109.0
SPACE,122.0
a,118.0
r,95.0
e,94.0
SPACE,148.0
n,106.0
i,93.0
e,115.0
SPACE,106.0
t,93.0
o,70.0
n,92.0
e,87.0
BACKSPACE,106.0
BACKSPACE,116.0
l,82.0
BACKSPACE,116.0
BACKSPACE,98.0
BACKSPACE,89.0
SPACE,94.0
e,59.0
SPACE,94.0
t,82.0
h,94.0
r,83.0
e,81.0
BACKSPACE,95.0
BACKSPACE,100.0
BACKSPACE,81.0
e,118.0
r,95.0
e,100.0
SPACE,93.0
a,95.0
r,117.0
e,91.0
SPACE,94.0
t,108.0
o,85.0
n,73.0
s,85.0
e,81.0
n,46.0
BACKSPACE,108.0
BACKSPACE,108.0
BACKSPACE,141.0
BACKSPACE,96.0
SPACE,85.0
s,120.0
e,97.0
n,85.0
t,109.0
n,73.0
e,109.0
s,61.0
BACKSPACE,208.0
e,108.0
SPACE,185.0
i,97.0
n,86.0
SPACE,107.0
t,97.0
h,94.0
i,108.0
s,109.0
SPACE,86.0
a,121.0
t,85.0
a,85.0
SPACE,98.0
s,97.0
a,98.0
l,107.0
e,91.0
t,99.0
h,73.0
i,98.0
s,122.0
SPACE,108.0
i,98.0
s,85.0
SPACE,87.0
a,109.0
SPACE,87.0
t,96.0
e,97.0
s,78.0
t,97.0
SPACE,98.0
t,83.0
o,84.0
SPACE,87.0
s,162.0
e,122.0
e,108.0
SPACE,106.0
i,97.0
SPACE,121.0
t,72.0
h,73.0
SPACE,110.0
BACKSPACE,120.0
BACKSPACE,108.0
BACKSPACE,86.0
e,83.0
BACKSPACE,120.0
h,96.0
e,87.0
SPACE,110.0
o,103.0
e,121.0
BACKSPACE,121.0
r,85.0
s,97.0
SPACE,87.0
t,86.0
h,74.0
a,85.0
SPACE,110.0
BACKSPACE,97.0
BACKSPACE,97.0
l,82.0
BACKSPACE,98.0
t,96.0
SPACE,85.0
i,85.0
SPACE,98.0
t,121.0
e,98.0
SPACE,111.0
a,97.0
r,108.0
e,118.0
SPACE,100.0
n,96.0
i,122.0
e,97.0
SPACE,111.0
t,97.0
o,82.0
SPACE,75.0
e,83.0
BACKSPACE,85.0
BACKSPACE,108.0
e,122.0
SPACE,110.0
t,85.0
h,85.0
r,95.0
SPACE,106.0
BACKSPACE,147.0
BACKSPACE,86.0
BACKSPACE,119.0
BACKSPACE,62.0
e,108.0
r,119.0
e,96.0
SPACE,112.0
a,109.0
r,109.0
e,94.0
SPACE,119.0
t,83.0
o,81.0
SPACE,84.0
s,94.0
e,92.0
n,72.0
t,93.0
e,105.0
n,91.0
e,108.0
s,80.0
SPACE,98.0
i,85.0
SPACE,94.0
t,71.0
h,97.0
i,95.0
s,99.0
BACKSPACE,159.0
BACKSPACE,121.0
n,84.0
SPACE,174.0
s,61.0
BACKSPACE,116.0
a,82.0
t,69.0
a,72.0
SPACE,83.0
s,119.0
a,85.0
l,68.0
e,70.0
t,95.0
h,107.0
i,92.0
s,106.0
SPACE,84.0
i,84.0
s,92.0
SPACE,85.0
a,108.0
SPACE,67.0
t,164.0
e,120.0
s,83.0
t,82.0
SPACE,98.0
t,95.0
o,83.0
SPACE,86.0
s,91.0
e,142.0
e,146.0
SPACE,86.0
i,86.0
SPACE,94.0
t,96.0
h,84.0
SPACE,88.0
BACKSPACE,121.0
BACKSPACE,120.0
BACKSPACE,121.0
e,84.0
BACKSPACE,120.0
h,84.0
e,110.0
SPACE,92.0
o,81.0
r,108.0
s,92.0
SPACE,97.0
t,74.0
h,96.0
a,98.0
t,69.0
i,81.0
t,74.0
e,96.0
s,79.0
BACKSPACE,1292.0
BACKSPACE,891.0
BACKSPACE,842.0
BACKSPACE,791.0
BACKSPACE,733.0
BACKSPACE,682.0
BACKSPACE,633.0
BACKSPACE,141.0
BACKSPACE,120.0
SPACE,85.0
i,98.0
SPACE,87.0
t,109.0
e,120.0
SPACE,86.0
a,84.0
r,86.0
e,94.0
SPACE,87.0
n,83.0
i,85.0
e,97.0
SPACE,111.0
t,96.0
o,85.0
SPACE,97.0
e,94.0
SPACE,61.0
BACKSPACE,119.0
BACKSPACE,107.0
BACKSPACE,108.0
BACKSPACE,119.0
e,111.0
SPACE,108.0
t,83.0
h,108.0
r,89.0
e,95.0
BACKSPACE,107.0
BACKSPACE,88.0
BACKSPACE,143.0
e,123.0
r,82.0
e,92.0
SPACE,86.0
a,157.0
r,98.0
e,120.0
SPACE,130.0
t,96.0
o,83.0
SPACE,86.0
s,72.0
e,107.0
n,93.0
t,110.0
n,98.0
e,85.0
s,121.0
BACKSPACE,3312.0
BACKSPACE,2911.0
BACKSPACE,2860.0
BACKSPACE,2809.0
BACKSPACE,2749.0
BACKSPACE,2698.0
e,96.0
n,97.0
e,120.0
s,108.0
BACKSPACE,107.0
BACKSPACE,135.0
BACKSPACE,72.0
e,120.0
s,116.0
SPACE,98.0
i,93.0
n,70.0
SPACE,96.0
t,78.0
h,96.0
i,98.0
s,124.0
SPACE,98.0
a,71.0
t,96.0
a,94.0
SPACE,75.0
s,118.0
a,96.0
o,96.0
l,84.0
e,65.0
BACKSPACE,119.0
BACKSPACE,108.0
BACKSPACE,83.0
BACKSPACE,96.0
l,96.0
e,80.0
t,49.0
h,96.0
i,94.0
s,96.0
SPACE,111.0
i,85.0
s,122.0
SPACE,85.0
a,48.0
