key,keyhold
t,686.0
h,47.0
i,62.0
s,31.0
SPACE,15.0
i,15.0
s,31.0
SPACE,31.0
a,141.0
SPACE,125.0
t,125.0
e,78.0
s,140.0
t,93.0
SPACE,110.0
t,94.0
o,125.0
SPACE,78.0
s,124.0
e,63.0
e,188.0
SPACE,78.0
i,109.0
SPACE,62.0
t,94.0
h,62.0
e,125.0
SPACE,94.0
o,109.0
r,125.0
s,94.0
SPACE,93.0
t,94.0
h,78.0
a,141.0
t,109.0
SPACE,93.0
i,94.0
SPACE,109.0
t,78.0
e,94.0
SPACE,109.0
a,125.0
r,156.0
e,125.0
SPACE,109.0
n,78.0
i,78.0
e,78.0
SPACE,62.0
t,93.0
o,109.0
SPACE,94.0
e,94.0
SPACE,109.0
t,78.0
h,78.0
e,125.0
r,172.0
e,124.0
SPACE,93.0
a,156.0
r,140.0
e,156.0
SPACE,93.0
t,93.0
o,109.0
SPACE,109.0
s,140.0
e,125.0
n,124.0
t,125.0
e,140.0
n,109.0
e,93.0
s,141.0
SPACE,78.0
i,109.0
n,124.0
SPACE,125.0
t,109.0
h,109.0
i,78.0
s,125.0
SPACE,109.0
a,172.0
t,125.0
a,156.0
SPACE,109.0
s,109.0
a,140.0
l,94.0
BACKSPACE,78.0
BACKSPACE,109.0
e,140.0
t,94.0
h,140.0
i,124.0
s,125.0
SPACE,93.0
i,109.0
s,125.0
SPACE,94.0
a,125.0
SPACE,94.0
t,94.0
e,124.0
s,94.0
t,110.0
SPACE,125.0
t,94.0
SPACE,109.0
o,78.0
BACKSPACE,78.0
BACKSPACE,78.0
o,125.0
SPACE,109.0
s,125.0
e,63.0
e,93.0
SPACE,93.0
i,94.0
SPACE,109.0
t,93.0
h,109.0
e,124.0
SPACE,109.0
o,109.0
r,109.0
s,156.0
SPACE,110.0
t,109.0
h,93.0
a,125.0
t,124.0
SPACE,109.0
BACKSPACE,93.0
i,94.0
SPACE,78.0
t,93.0
e,94.0
SPACE,94.0
a,156.0
r,156.0
e,109.0
SPACE,140.0
n,78.0
i,93.0
e,109.0
SPACE,94.0
t,109.0
o,140.0
SPACE,109.0
e,125.0
SPACE,94.0
t,78.0
h,93.0
e,125.0
r,156.0
e,140.0
SPACE,94.0
a,109.0
r,156.0
e,125.0
SPACE,109.0
t,93.0
o,109.0
SPACE,110.0
t,93.0
e,140.0
BACKSPACE,93.0
BACKSPACE,109.0
s,78.0
n,78.0
BACKSPACE,93.0
e,125.0
n,78.0
t,78.0
e,141.0
n,47.0
BACKSPACE,78.0
BACKSPACE,78.0
n,94.0
e,93.0
s,141.0
SPACE,94.0
i,94.0
n,109.0
SPACE,172.0
t,109.0
h,94.0
i,156.0
s,140.0
SPACE,94.0
a,94.0
t,124.0
a,140.0
SPACE,94.0
s,156.0
a,156.0
l,125.0
e,109.0
t,93.0
h,94.0
i,110.0
s,109.0
SPACE,94.0
i,125.0
s,125.0
SPACE,94.0
a,172.0
SPACE,140.0
t,125.0
e,125.0
s,109.0
t,94.0
SPACE,78.0
t,109.0
o,156.0
SPACE,141.0
s,124.0
e,124.0
e,125.0
SPACE,94.0
i,78.0
SPACE,110.0
t,78.0
h,125.0
e,125.0
SPACE,141.0
o,94.0
r,94.0
s,171.0
SPACE,109.0
t,124.0
h,62.0
a,140.0
t,125.0
SPACE,125.0
SPACE,94.0
t,140.0
e,94.0
SPACE,125.0
a,156.0
r,141.0
e,140.0
SPACE,93.0
n,94.0
i,93.0
e,156.0
SPACE,93.0
t,94.0
o,125.0
SPACE,125.0
e,78.0
