key,keyhold
t,115.0
h,125.0
i,99.0
s,96.0
SPACE,97.0
i,107.0
s,105.0
SPACE,101.0
a,88.0
SPACE,113.0
t,72.0
e,105.0
s,112.0
t,89.0
SPACE,122.0
t,89.0
o,73.0
SPACE,84.0
s,105.0
e,73.0
e,65.0
SPACE,139.0
i,88.0
SPACE,114.0
t,81.0
h,107.0
e,130.0
SPACE,118.0
o,104.0
r,137.0
s,58.0
SPACE,38.0
t,97.0
h,120.0
a,112.0
t,97.0
SPACE,107.0
i,89.0
SPACE,90.0
t,73.0
e,90.0
SPACE,106.0
a,105.0
r,81.0
e,89.0
SPACE,113.0
n,114.0
i,113.0
e,73.0
SPACE,99.0
t,97.0
o,98.0
SPACE,133.0
e,130.0
SPACE,90.0
t,72.0
h,128.0
e,121.0
r,73.0
e,97.0
SPACE,98.0
a,105.0
r,97.0
r,123.0
SPACE,140.0
BACKSPACE,84.0
BACKSPACE,89.0
BACKSPACE,89.0
BACKSPACE,97.0
a,97.0
r,113.0
e,113.0
SPACE,100.0
t,88.0
o,106.0
SPACE,91.0
s,97.0
e,81.0
n,130.0
t,48.0
e,74.0
n,90.0
e,104.0
s,81.0
SPACE,91.0
i,104.0
n,97.0
SPACE,130.0
t,96.0
h,139.0
i,121.0
s,128.0
SPACE,131.0
a,120.0
t,121.0
a,97.0
BACKSPACE,96.0
BACKSPACE,97.0
BACKSPACE,97.0
BACKSPACE,112.0
BACKSPACE,104.0
a,112.0
t,104.0
a,104.0
SPACE,87.0
s,81.0
a,121.0
l,105.0
e,88.0
t,73.0
h,104.0
i,97.0
s,136.0
SPACE,106.0
i,104.0
s,121.0
SPACE,90.0
a,89.0
SPACE,98.0
t,88.0
e,97.0
s,89.0
t,98.0
SPACE,91.0
t,91.0
o,98.0
SPACE,92.0
s,65.0
e,81.0
e,97.0
SPACE,146.0
i,88.0
SPACE,122.0
t,97.0
h,128.0
e,105.0
SPACE,107.0
o,138.0
r,113.0
s,105.0
SPACE,99.0
t,80.0
h,98.0
a,121.0
t,97.0
SPACE,90.0
i,105.0
SPACE,113.0
t,105.0
e,88.0
SPACE,91.0
a,120.0
r,97.0
r,98.0
SPACE,109.0
BACKSPACE,80.0
BACKSPACE,88.0
BACKSPACE,105.0
BACKSPACE,113.0
a,105.0
r,80.0
e,89.0
SPACE,109.0
n,113.0
i,105.0
e,96.0
SPACE,100.0
t,64.0
o,98.0
SPACE,123.0
e,80.0
SPACE,106.0
t,97.0
h,128.0
e,97.0
r,75.0
e,98.0
SPACE,149.0
a,113.0
r,98.0
e,98.0
SPACE,126.0
t,90.0
o,104.0
SPACE,90.0
s,80.0
e,89.0
n,129.0
t,81.0
e,129.0
n,113.0
e,121.0
s,81.0
SPACE,109.0
i,90.0
n,89.0
SPACE,107.0
t,97.0
h,120.0
i,128.0
s,72.0
SPACE,131.0
a,112.0
t,96.0
a,105.0
SPACE,93.0
s,97.0
a,129.0
l,106.0
e,91.0
t,88.0
h,105.0
i,89.0
s,112.0
SPACE,121.0
i,96.0
s,120.0
SPACE,123.0
a,112.0
SPACE,131.0
t,114.0
e,113.0
s,104.0
t,96.0
SPACE,106.0
t,97.0
o,137.0
SPACE,92.0
s,121.0
e,90.0
e,97.0
SPACE,107.0
i,130.0
SPACE,91.0
t,82.0
h,106.0
e,98.0
SPACE,99.0
o,121.0
r,104.0
s,56.0
SPACE,114.0
t,90.0
h,97.0
a,130.0
t,113.0
SPACE,125.0
i,106.0
SPACE,138.0
t,113.0
e,89.0
SPACE,106.0
a,137.0
r,105.0
e,104.0
SPACE,103.0
n,88.0
i,106.0
e,89.0
SPACE,99.0
t,73.0
o,80.0
SPACE,75.0
e,96.0
SPACE,106.0
t,72.0
h,129.0
e,120.0
r,97.0
e,113.0
SPACE,123.0
a,113.0
r,106.0
e,106.0
SPACE,117.0
t,97.0
o,89.0
SPACE,132.0
s,73.0
e,98.0
n,161.0
t,56.0
e,96.0
n,105.0
e,97.0
s,121.0
SPACE,132.0
i,97.0
n,106.0
SPACE,117.0
t,81.0
h,72.0
i,97.0
s,89.0
SPACE,139.0
a,121.0
t,113.0
a,72.0
SPACE,107.0
s,105.0
a,121.0
l,128.0
e,97.0
t,89.0
h,97.0
i,113.0
s,113.0
SPACE,105.0
i,96.0
s,105.0
SPACE,92.0
a,128.0
SPACE,114.0
t,72.0
e,79.0
s,105.0
t,97.0
SPACE,83.0
t,80.0
o,105.0
SPACE,107.0
s,121.0
e,99.0
e,105.0
SPACE,123.0
i,89.0
SPACE,115.0
t,90.0
h,128.0
e,105.0
SPACE,107.0
o,121.0
r,112.0
s,73.0
SPACE,109.0
t,96.0
h,89.0
a,129.0
t,89.0
SPACE,106.0
i,137.0
SPACE,106.0
t,58.0
e,73.0
SPACE,108.0
a,88.0
r,73.0
e,80.0
SPACE,139.0
n,56.0
i,120.0
e,81.0
SPACE,99.0
t,113.0
o,88.0
SPACE,131.0
e,74.0
SPACE,67.0
BACKSPACE,50.0
BACKSPACE,64.0
BACKSPACE,105.0
e,56.0
SPACE,81.0
t,89.0
h,129.0
e,120.0
r,89.0
e,112.0
