key1,key2,time
t,h,105.0
BACKSPACE,BACKSPACE,160.0
SPACE,i,522.0
s,SPACE,193.0
SPACE,a,247.0
SPACE,t,651.0
t,e,72.0
e,s,234.0
t,SPACE,314.0
SPACE,t,561.0
o,SPACE,377.0
SPACE,s,490.0
s,e,205.0
e,SPACE,187.0
SPACE,i,440.0
SPACE,t,407.0
t,SPACE,249.0
SPACE,i,287.0
SPACE,t,369.0
e,SPACE,210.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
SPACE,t,488.0
t,h,208.0
s,SPACE,109.0
SPACE,t,292.0
t,h,192.0
t,SPACE,233.0
SPACE,i,711.0
SPACE,t,286.0
e,SPACE,112.0
SPACE,a,400.0
r,e,161.0
e,SPACE,267.0
e,SPACE,108.0
SPACE,t,479.0
o,SPACE,243.0
SPACE,t,750.0
t,h,209.0
e,r,199.0
r,e,185.0
e,SPACE,131.0
SPACE,a,310.0
r,e,168.0
e,SPACE,250.0
SPACE,t,643.0
o,SPACE,283.0
SPACE,s,159.0
s,e,224.0
e,n,136.0
t,e,112.0
e,n,425.0
e,s,224.0
s,SPACE,137.0
SPACE,i,700.0
n,SPACE,187.0
SPACE,t,407.0
t,h,177.0
s,SPACE,131.0
BACKSPACE,BACKSPACE,154.0
BACKSPACE,BACKSPACE,153.0
s,SPACE,107.0
SPACE,s,439.0
BACKSPACE,BACKSPACE,152.0
BACKSPACE,BACKSPACE,160.0
t,h,97.0
s,SPACE,169.0
SPACE,i,280.0
s,SPACE,178.0
SPACE,a,311.0
SPACE,t,536.0
t,e,106.0
e,s,215.0
t,SPACE,273.0
SPACE,t,248.0
o,SPACE,911.0
SPACE,s,272.0
s,e,377.0
e,SPACE,298.0
SPACE,i,505.0
SPACE,t,545.0
t,h,208.0
e,SPACE,176.0
s,SPACE,146.0
SPACE,t,472.0
t,h,217.0
t,SPACE,242.0
SPACE,i,254.0
SPACE,t,318.0
e,SPACE,177.0
SPACE,a,585.0
r,e,216.0
e,SPACE,162.0
e,SPACE,122.0
SPACE,t,262.0
o,SPACE,267.0
BACKSPACE,BACKSPACE,168.0
SPACE,t,693.0
t,h,233.0
e,r,208.0
SPACE,a,235.0
r,e,240.0
e,SPACE,219.0
SPACE,t,213.0
o,SPACE,313.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,161.0
BACKSPACE,BACKSPACE,144.0
e,SPACE,413.0
SPACE,a,407.0
r,e,216.0
e,SPACE,298.0
SPACE,t,826.0
o,SPACE,314.0
SPACE,s,731.0
s,e,208.0
e,n,145.0
t,e,127.0
e,n,345.0
e,s,854.0
s,SPACE,171.0
SPACE,i,750.0
n,SPACE,178.0
SPACE,t,377.0
t,h,215.0
s,SPACE,148.0
SPACE,s,1160.0
BACKSPACE,BACKSPACE,185.0
SPACE,s,231.0
t,h,305.0
s,SPACE,180.0
s,SPACE,219.0
