key1,key2,time
BACKSPACE,BACKSPACE,209.0
BACKSPACE,BACKSPACE,201.0
t,h,168.0
s,SPACE,168.0
SPACE,i,4255.0
s,SPACE,216.0
SPACE,a,346.0
SPACE,t,936.0
t,e,176.0
e,s,217.0
t,SPACE,7599.0
SPACE,t,802.0
o,SPACE,419.0
SPACE,s,249.0
s,e,321.0
e,SPACE,226.0
SPACE,i,313.0
SPACE,t,1235.0
t,h,217.0
e,SPACE,867.0
s,SPACE,1327.0
SPACE,t,404.0
t,h,185.0
t,SPACE,451.0
SPACE,i,234.0
e,SPACE,443.0
SPACE,a,241.0
r,e,200.0
e,SPACE,9812.0
e,SPACE,314.0
SPACE,t,443.0
o,SPACE,771.0
SPACE,t,1451.0
t,h,250.0
e,r,225.0
r,e,136.0
e,SPACE,524.0
SPACE,i,364.0
s,SPACE,177.0
BACKSPACE,BACKSPACE,153.0
BACKSPACE,BACKSPACE,580.0
r,e,193.0
e,SPACE,289.0
SPACE,t,298.0
o,SPACE,330.0
SPACE,s,297.0
s,e,217.0
e,n,137.0
t,e,188.0
e,n,271.0
e,s,192.0
s,SPACE,281.0
SPACE,i,4999.0
n,SPACE,257.0
SPACE,t,379.0
t,h,217.0
e,SPACE,234.0
BACKSPACE,BACKSPACE,199.0
s,SPACE,1822.0
SPACE,s,761.0
t,h,241.0
s,SPACE,234.0
SPACE,i,257.0
s,SPACE,201.0
SPACE,a,773.0
SPACE,t,1052.0
t,e,137.0
e,s,204.0
t,SPACE,280.0
SPACE,t,297.0
o,SPACE,306.0
SPACE,s,403.0
s,e,306.0
e,SPACE,297.0
SPACE,i,590.0
SPACE,t,247.0
t,h,185.0
e,SPACE,273.0
s,SPACE,240.0
SPACE,t,1453.0
t,h,210.0
t,SPACE,1613.0
SPACE,i,340.0
SPACE,t,289.0
e,SPACE,209.0
SPACE,a,829.0
r,e,217.0
e,SPACE,185.0
e,SPACE,468.0
SPACE,t,420.0
o,SPACE,274.0
SPACE,t,850.0
t,h,144.0
e,r,121.0
r,e,137.0
e,SPACE,233.0
SPACE,a,354.0
r,e,265.0
e,SPACE,153.0
SPACE,t,1118.0
o,SPACE,273.0
SPACE,s,266.0
s,e,225.0
e,n,145.0
t,e,160.0
e,n,412.0
e,s,185.0
s,SPACE,226.0
SPACE,i,2876.0
n,SPACE,338.0
SPACE,t,500.0
t,h,201.0
s,SPACE,241.0
SPACE,s,274.0
t,h,184.0
s,SPACE,169.0
SPACE,i,241.0
s,SPACE,160.0
SPACE,a,153.0
SPACE,t,249.0
t,e,153.0
e,s,193.0
t,SPACE,258.0
SPACE,t,500.0
o,SPACE,306.0
SPACE,s,1037.0
s,e,304.0
e,SPACE,185.0
SPACE,i,290.0
SPACE,t,271.0
t,h,209.0
e,SPACE,273.0
s,SPACE,169.0
BACKSPACE,BACKSPACE,169.0
BACKSPACE,BACKSPACE,152.0
BACKSPACE,BACKSPACE,193.0
BACKSPACE,BACKSPACE,460.0
s,SPACE,116.0
SPACE,t,278.0
t,h,161.0
t,SPACE,191.0
SPACE,i,241.0
BACKSPACE,BACKSPACE,1535.0
BACKSPACE,BACKSPACE,162.0
e,SPACE,195.0
SPACE,a,271.0
r,e,177.0
e,SPACE,1213.0
e,SPACE,193.0
SPACE,t,338.0
o,SPACE,263.0
SPACE,t,941.0
t,h,200.0
e,r,185.0
r,e,112.0
e,SPACE,266.0
SPACE,a,241.0
r,e,279.0
e,SPACE,249.0
SPACE,t,1190.0
o,SPACE,281.0
SPACE,s,193.0
s,e,194.0
e,n,144.0
t,e,168.0
e,n,177.0
e,s,258.0
s,SPACE,209.0
SPACE,t,306.0
t,h,184.0
t,SPACE,199.0
BACKSPACE,BACKSPACE,178.0
BACKSPACE,BACKSPACE,161.0
BACKSPACE,BACKSPACE,152.0
BACKSPACE,BACKSPACE,185.0
n,SPACE,233.0
SPACE,t,371.0
t,h,193.0
s,SPACE,257.0
BACKSPACE,BACKSPACE,160.0
BACKSPACE,BACKSPACE,161.0
BACKSPACE,BACKSPACE,161.0
BACKSPACE,BACKSPACE,161.0
BACKSPACE,BACKSPACE,153.0
BACKSPACE,BACKSPACE,144.0
BACKSPACE,BACKSPACE,169.0
SPACE,s,266.0
t,h,219.0
s,SPACE,226.0
SPACE,i,233.0
s,SPACE,161.0
SPACE,a,146.0
SPACE,t,738.0
t,e,169.0
e,s,210.0
t,SPACE,387.0
SPACE,t,2562.0
o,SPACE,322.0
SPACE,s,177.0
s,e,249.0
e,SPACE,354.0
SPACE,i,716.0
SPACE,t,282.0
t,h,193.0
e,SPACE,226.0
s,SPACE,180.0
SPACE,t,1157.0
t,h,153.0
t,SPACE,451.0
SPACE,i,362.0
SPACE,t,314.0
e,SPACE,193.0
SPACE,a,811.0
r,e,181.0
e,SPACE,173.0
e,SPACE,145.0
SPACE,t,346.0
o,SPACE,255.0
SPACE,t,881.0
t,h,217.0
e,r,217.0
r,e,121.0
e,SPACE,1097.0
SPACE,a,306.0
r,e,195.0
e,SPACE,201.0
SPACE,t,991.0
o,SPACE,371.0
SPACE,s,665.0
s,e,412.0
e,n,201.0
t,e,153.0
e,n,786.0
e,s,225.0
s,SPACE,565.0
SPACE,i,460.0
n,SPACE,225.0
SPACE,t,937.0
t,h,161.0
s,SPACE,305.0
SPACE,s,652.0
t,h,153.0
s,SPACE,306.0
SPACE,i,217.0
s,SPACE,184.0
SPACE,a,225.0
SPACE,t,1022.0
