key1,key2,time
t,h,27.0
s,SPACE,1801.0
SPACE,i,1541.0
s,SPACE,79.0
SPACE,a,864.0
SPACE,t,417.0
t,e,24.0
e,s,153.0
t,SPACE,209.0
SPACE,t,901.0
o,SPACE,514.0
SPACE,s,149.0
s,e,160.0
e,SPACE,24.0
SPACE,i,440.0
SPACE,t,360.0
t,h,47.0
e,SPACE,128.0
s,SPACE,71.0
SPACE,t,416.0
t,h,72.0
BACKSPACE,BACKSPACE,94.0
BACKSPACE,BACKSPACE,94.0
t,SPACE,208.0
SPACE,i,730.0
SPACE,t,172.0
e,SPACE,152.0
BACKSPACE,BACKSPACE,119.0
BACKSPACE,BACKSPACE,216.0
SPACE,a,1952.0
r,e,191.0
e,SPACE,96.0
e,SPACE,55.0
SPACE,t,1227.0
o,SPACE,192.0
BACKSPACE,BACKSPACE,87.0
SPACE,t,857.0
t,h,39.0
r,e,120.0
e,SPACE,23.0
BACKSPACE,BACKSPACE,128.0
BACKSPACE,BACKSPACE,119.0
BACKSPACE,BACKSPACE,88.0
e,r,144.0
r,e,135.0
e,SPACE,1380.0
SPACE,a,397.0
r,e,216.0
e,SPACE,88.0
SPACE,t,1533.0
o,SPACE,216.0
SPACE,s,776.0
s,e,160.0
e,n,31.0
t,e,70.0
e,n,151.0
e,s,184.0
s,SPACE,72.0
SPACE,i,799.0
n,SPACE,419.0
SPACE,t,124.0
t,h,72.0
e,SPACE,65.0
BACKSPACE,BACKSPACE,95.0
s,SPACE,46.0
SPACE,s,245.0
t,h,62.0
s,SPACE,56.0
SPACE,i,198.0
s,SPACE,63.0
SPACE,a,384.0
SPACE,t,615.0
t,e,-13.0
e,s,168.0
t,SPACE,233.0
SPACE,t,901.0
o,n,201.0
s,e,160.0
BACKSPACE,BACKSPACE,127.0
BACKSPACE,BACKSPACE,136.0
BACKSPACE,BACKSPACE,128.0
BACKSPACE,BACKSPACE,87.0
SPACE,s,497.0
s,e,167.0
e,SPACE,71.0
SPACE,i,719.0
SPACE,t,102.0
t,h,31.0
e,SPACE,127.0
s,SPACE,87.0
SPACE,t,326.0
t,h,56.0
t,SPACE,247.0
SPACE,i,574.0
SPACE,t,440.0
e,SPACE,103.0
SPACE,a,707.0
