key1,key2,time
t,h,265.0
SPACE,i,1014.0
s,SPACE,156.0
SPACE,a,266.0
SPACE,t,328.0
t,e,156.0
e,s,219.0
t,SPACE,250.0
SPACE,t,1077.0
o,SPACE,219.0
SPACE,s,234.0
s,e,266.0
e,SPACE,343.0
SPACE,t,281.0
t,h,249.0
e,SPACE,936.0
s,SPACE,390.0
SPACE,t,702.0
t,h,234.0
t,SPACE,203.0
SPACE,i,530.0
SPACE,t,453.0
e,SPACE,202.0
SPACE,a,609.0
r,e,188.0
e,SPACE,140.0
e,SPACE,234.0
SPACE,t,873.0
o,SPACE,187.0
SPACE,t,359.0
t,h,234.0
e,r,250.0
r,e,61339.0
e,SPACE,328.0
SPACE,a,1092.0
r,e,156.0
e,SPACE,125.0
SPACE,t,250.0
o,SPACE,296.0
BACKSPACE,BACKSPACE,202.0
o,SPACE,250.0
SPACE,s,655.0
s,e,234.0
e,n,203.0
t,e,172.0
e,n,406.0
e,s,234.0
s,SPACE,234.0
SPACE,i,1046.0
n,SPACE,234.0
SPACE,t,280.0
t,h,281.0
s,SPACE,187.0
SPACE,s,530.0
t,h,281.0
s,SPACE,655.0
SPACE,i,546.0
BACKSPACE,BACKSPACE,219.0
s,SPACE,203.0
SPACE,a,515.0
SPACE,t,280.0
t,e,156.0
e,s,218.0
t,SPACE,249.0
SPACE,t,749.0
o,SPACE,234.0
SPACE,s,8611.0
e,SPACE,281.0
SPACE,i,656.0
SPACE,t,265.0
t,h,250.0
e,SPACE,234.0
s,SPACE,281.0
SPACE,t,561.0
t,h,234.0
t,SPACE,203.0
SPACE,i,312.0
SPACE,t,624.0
e,SPACE,218.0
SPACE,a,1716.0
r,e,171.0
e,SPACE,140.0
e,SPACE,718.0
SPACE,t,484.0
t,h,234.0
e,r,250.0
BACKSPACE,BACKSPACE,203.0
BACKSPACE,BACKSPACE,203.0
BACKSPACE,BACKSPACE,203.0
SPACE,t,982.0
t,h,234.0
e,r,249.0
r,e,234.0
e,SPACE,234.0
SPACE,a,406.0
r,e,156.0
e,SPACE,203.0
SPACE,t,296.0
o,SPACE,297.0
SPACE,s,561.0
s,e,234.0
e,n,218.0
t,e,187.0
e,n,359.0
e,s,250.0
s,SPACE,546.0
SPACE,i,483.0
n,SPACE,249.0
SPACE,t,312.0
t,h,249.0
BACKSPACE,BACKSPACE,202.0
BACKSPACE,BACKSPACE,172.0
s,SPACE,218.0
s,SPACE,140.0
BACKSPACE,BACKSPACE,188.0
SPACE,s,577.0
t,h,250.0
s,SPACE,234.0
SPACE,a,422.0
s,SPACE,156.0
SPACE,a,249.0
SPACE,t,328.0
t,e,156.0
e,s,219.0
t,SPACE,281.0
SPACE,t,717.0
o,SPACE,266.0
SPACE,s,266.0
s,e,281.0
e,SPACE,328.0
SPACE,i,499.0
