key1,key2,time
t,h,208.0
s,SPACE,14.0
SPACE,i,132.0
s,SPACE,21.0
SPACE,t,35.0
t,h,47.0
e,SPACE,34.0
SPACE,t,869.0
t,e,108.0
e,s,138.0
t,SPACE,152.0
SPACE,t,915.0
o,SPACE,152.0
SPACE,s,58.0
s,e,140.0
e,SPACE,85.0
SPACE,i,663.0
SPACE,t,90.0
t,h,72.0
e,SPACE,45.0
s,SPACE,47.0
SPACE,t,1164.0
t,h,96.0
t,SPACE,164.0
SPACE,i,431.0
SPACE,t,210.0
BACKSPACE,BACKSPACE,93.0
e,SPACE,23.0
SPACE,a,1478.0
r,e,109.0
e,SPACE,176.0
e,SPACE,46.0
SPACE,t,1105.0
BACKSPACE,BACKSPACE,96.0
BACKSPACE,BACKSPACE,112.0
SPACE,t,1844.0
t,h,133.0
e,r,109.0
r,e,132.0
e,SPACE,34.0
SPACE,a,422.0
r,e,110.0
e,SPACE,166.0
SPACE,t,1302.0
o,SPACE,189.0
SPACE,s,849.0
s,e,132.0
e,n,47.0
t,e,86.0
e,n,25.0
e,s,142.0
s,SPACE,72.0
SPACE,i,1509.0
n,SPACE,251.0
SPACE,t,1093.0
t,h,73.0
BACKSPACE,BACKSPACE,94.0
s,SPACE,33.0
SPACE,s,418.0
BACKSPACE,BACKSPACE,96.0
BACKSPACE,BACKSPACE,114.0
t,h,117.0
BACKSPACE,BACKSPACE,95.0
s,SPACE,48.0
SPACE,i,1118.0
s,SPACE,34.0
SPACE,a,81.0
SPACE,t,568.0
t,e,143.0
e,s,121.0
t,SPACE,176.0
SPACE,t,1442.0
o,SPACE,154.0
e,SPACE,71.0
BACKSPACE,BACKSPACE,83.0
BACKSPACE,BACKSPACE,85.0
BACKSPACE,BACKSPACE,83.0
s,e,154.0
e,SPACE,36.0
SPACE,i,1010.0
SPACE,t,92.0
t,h,34.0
e,SPACE,48.0
BACKSPACE,BACKSPACE,94.0
s,SPACE,47.0
SPACE,t,962.0
t,h,118.0
t,SPACE,166.0
SPACE,i,736.0
SPACE,t,284.0
BACKSPACE,BACKSPACE,70.0
e,SPACE,47.0
SPACE,a,1853.0
r,e,146.0
e,SPACE,190.0
e,SPACE,46.0
SPACE,t,1366.0
o,SPACE,140.0
e,SPACE,34.0
SPACE,t,1167.0
t,h,141.0
e,r,111.0
r,e,116.0
e,SPACE,45.0
SPACE,a,669.0
r,e,116.0
e,SPACE,188.0
SPACE,t,1037.0
o,SPACE,199.0
SPACE,s,513.0
s,e,163.0
e,n,93.0
t,e,118.0
e,n,84.0
e,s,164.0
s,SPACE,81.0
SPACE,i,2019.0
n,SPACE,142.0
SPACE,t,198.0
t,h,119.0
s,SPACE,151.0
SPACE,s,454.0
t,h,109.0
BACKSPACE,BACKSPACE,58.0
s,SPACE,23.0
SPACE,i,511.0
BACKSPACE,BACKSPACE,83.0
s,SPACE,48.0
SPACE,a,871.0
SPACE,t,286.0
t,e,130.0
e,s,94.0
t,SPACE,155.0
SPACE,t,893.0
o,SPACE,156.0
SPACE,s,81.0
s,e,155.0
e,SPACE,74.0
SPACE,i,952.0
SPACE,t,117.0
t,h,73.0
e,SPACE,60.0
s,SPACE,60.0
SPACE,t,1158.0
t,h,154.0
t,SPACE,167.0
SPACE,i,528.0
SPACE,t,251.0
BACKSPACE,BACKSPACE,82.0
e,SPACE,49.0
SPACE,a,1574.0
r,e,110.0
e,SPACE,238.0
e,SPACE,51.0
SPACE,t,960.0
o,SPACE,167.0
SPACE,t,1112.0
t,h,154.0
e,r,131.0
r,e,110.0
e,SPACE,47.0
SPACE,a,479.0
r,e,118.0
e,SPACE,263.0
SPACE,t,667.0
o,SPACE,203.0
SPACE,s,882.0
s,e,179.0
e,n,72.0
t,e,130.0
e,n,70.0
e,s,178.0
s,SPACE,1452.0
SPACE,i,438.0
n,SPACE,142.0
SPACE,t,117.0
t,h,96.0
s,SPACE,58.0
SPACE,s,542.0
BACKSPACE,BACKSPACE,113.0
BACKSPACE,BACKSPACE,83.0
t,h,152.0
BACKSPACE,BACKSPACE,70.0
s,SPACE,58.0
SPACE,i,522.0
s,SPACE,59.0
SPACE,a,727.0
SPACE,t,301.0
t,e,152.0
e,s,140.0
t,SPACE,175.0
SPACE,t,734.0
o,SPACE,188.0
SPACE,s,67.0
s,e,140.0
e,SPACE,61.0
SPACE,i,708.0
SPACE,t,109.0
t,h,58.0
e,SPACE,57.0
s,SPACE,634.0
SPACE,t,322.0
t,h,130.0
t,SPACE,211.0
SPACE,i,342.0
SPACE,t,189.0
e,SPACE,1532.0
SPACE,a,379.0
r,e,85.0
e,SPACE,192.0
e,SPACE,109.0
SPACE,t,902.0
o,SPACE,179.0
SPACE,t,1095.0
e,r,142.0
r,e,118.0
e,SPACE,71.0
BACKSPACE,BACKSPACE,93.0
BACKSPACE,BACKSPACE,83.0
BACKSPACE,BACKSPACE,84.0
BACKSPACE,BACKSPACE,85.0
e,r,110.0
r,e,109.0
e,SPACE,58.0
SPACE,a,807.0
BACKSPACE,BACKSPACE,93.0
e,SPACE,34.0
SPACE,t,531.0
o,SPACE,223.0
SPACE,s,720.0
s,e,163.0
e,n,82.0
t,e,175.0
e,n,60.0
e,s,176.0
s,SPACE,82.0
SPACE,i,1352.0
n,SPACE,140.0
SPACE,t,117.0
t,h,108.0
s,SPACE,58.0
SPACE,s,475.0
s,SPACE,70.0
BACKSPACE,BACKSPACE,96.0
BACKSPACE,BACKSPACE,108.0
BACKSPACE,BACKSPACE,70.0
s,SPACE,46.0
SPACE,i,828.0
s,SPACE,71.0
SPACE,a,385.0
SPACE,t,416.0
t,e,164.0
e,s,141.0
t,SPACE,188.0
SPACE,t,596.0
o,SPACE,152.0
SPACE,s,45.0
s,e,164.0
e,SPACE,95.0
SPACE,i,545.0
SPACE,t,69.0
t,h,83.0
e,SPACE,71.0
s,SPACE,212.0
SPACE,t,735.0
t,SPACE,196.0
BACKSPACE,BACKSPACE,93.0
BACKSPACE,BACKSPACE,67.0
BACKSPACE,BACKSPACE,82.0
BACKSPACE,BACKSPACE,82.0
t,h,120.0
t,SPACE,189.0
SPACE,i,397.0
SPACE,t,274.0
e,SPACE,82.0
SPACE,a,1636.0
r,e,112.0
e,SPACE,202.0
e,SPACE,94.0
SPACE,t,985.0
o,SPACE,202.0
SPACE,t,594.0
t,h,149.0
e,r,138.0
r,e,120.0
e,SPACE,60.0
SPACE,a,879.0
r,e,119.0
e,SPACE,211.0
SPACE,t,674.0
o,SPACE,199.0
SPACE,s,740.0
s,e,140.0
e,n,94.0
t,e,152.0
e,s,164.0
s,SPACE,110.0
BACKSPACE,BACKSPACE,88.0
BACKSPACE,BACKSPACE,71.0
BACKSPACE,BACKSPACE,81.0
BACKSPACE,BACKSPACE,94.0
e,s,153.0
s,SPACE,45.0
SPACE,i,1237.0
n,SPACE,142.0
SPACE,t,141.0
t,h,166.0
s,SPACE,96.0
SPACE,s,474.0
s,SPACE,112.0
BACKSPACE,BACKSPACE,83.0
BACKSPACE,BACKSPACE,83.0
BACKSPACE,BACKSPACE,81.0
s,SPACE,70.0
SPACE,i,444.0
s,SPACE,84.0
SPACE,a,605.0
SPACE,t,272.0
t,e,164.0
e,s,128.0
BACKSPACE,BACKSPACE,82.0
t,SPACE,81.0
SPACE,t,1441.0
o,SPACE,188.0
SPACE,s,2409.0
s,e,164.0
e,SPACE,70.0
SPACE,i,1027.0
SPACE,t,118.0
s,SPACE,81.0
BACKSPACE,BACKSPACE,-962.0
BACKSPACE,BACKSPACE,-901.0
BACKSPACE,BACKSPACE,-851.0
BACKSPACE,BACKSPACE,-801.0
BACKSPACE,BACKSPACE,-751.0
BACKSPACE,BACKSPACE,-700.0
BACKSPACE,BACKSPACE,-650.0
BACKSPACE,BACKSPACE,-595.0
BACKSPACE,BACKSPACE,-545.0
BACKSPACE,BACKSPACE,-494.0
BACKSPACE,BACKSPACE,-444.0
SPACE,t,410.0
t,h,118.0
e,SPACE,35.0
s,SPACE,1010.0
SPACE,t,939.0
t,h,140.0
t,SPACE,176.0
SPACE,i,808.0
SPACE,t,304.0
e,SPACE,72.0
SPACE,a,1675.0
r,e,94.0
e,SPACE,189.0
e,SPACE,109.0
SPACE,t,1224.0
o,SPACE,199.0
SPACE,t,1111.0
t,h,140.0
e,r,129.0
r,e,92.0
e,SPACE,58.0
SPACE,a,838.0
r,e,109.0
e,SPACE,200.0
SPACE,t,567.0
o,SPACE,176.0
SPACE,s,768.0
s,e,140.0
e,n,61.0
t,e,131.0
e,n,85.0
e,s,166.0
s,SPACE,83.0
SPACE,i,1143.0
n,SPACE,130.0
SPACE,t,96.0
t,h,81.0
s,SPACE,72.0
SPACE,s,453.0
t,h,141.0
BACKSPACE,BACKSPACE,97.0
s,SPACE,22.0
SPACE,i,529.0
s,SPACE,59.0
SPACE,a,681.0
SPACE,t,285.0
t,e,144.0
e,s,130.0
t,SPACE,205.0
SPACE,t,1146.0
o,SPACE,188.0
SPACE,s,174.0
s,e,141.0
e,SPACE,47.0
SPACE,i,828.0
SPACE,t,100.0
e,SPACE,58.0
BACKSPACE,BACKSPACE,92.0
BACKSPACE,BACKSPACE,71.0
e,SPACE,58.0
s,SPACE,153.0
SPACE,t,865.0
t,h,131.0
t,SPACE,228.0
SPACE,i,945.0
SPACE,t,250.0
e,SPACE,72.0
SPACE,a,1555.0
r,e,109.0
e,SPACE,187.0
e,SPACE,70.0
SPACE,t,993.0
o,SPACE,187.0
SPACE,t,881.0
t,h,153.0
e,r,117.0
r,e,119.0
e,SPACE,82.0
SPACE,a,477.0
r,e,117.0
e,SPACE,212.0
SPACE,t,567.0
o,SPACE,188.0
SPACE,s,436.0
s,e,152.0
e,n,92.0
t,e,93.0
e,s,169.0
s,SPACE,108.0
BACKSPACE,BACKSPACE,81.0
BACKSPACE,BACKSPACE,70.0
BACKSPACE,BACKSPACE,59.0
BACKSPACE,BACKSPACE,95.0
e,s,167.0
s,SPACE,60.0
SPACE,i,1144.0
n,SPACE,155.0
SPACE,t,71.0
t,h,95.0
s,SPACE,59.0
SPACE,s,420.0
t,h,131.0
s,SPACE,84.0
SPACE,i,409.0
s,SPACE,60.0
SPACE,a,685.0
SPACE,t,250.0
t,e,113.0
e,s,119.0
BACKSPACE,BACKSPACE,83.0
t,SPACE,46.0
SPACE,t,1093.0
o,SPACE,166.0
SPACE,s,70.0
s,e,142.0
e,SPACE,84.0
SPACE,i,1237.0
SPACE,t,83.0
e,SPACE,43.0
BACKSPACE,BACKSPACE,95.0
e,SPACE,55.0
BACKSPACE,BACKSPACE,72.0
BACKSPACE,BACKSPACE,83.0
BACKSPACE,BACKSPACE,83.0
BACKSPACE,BACKSPACE,328.0
e,SPACE,50.0
BACKSPACE,BACKSPACE,107.0
BACKSPACE,BACKSPACE,95.0
BACKSPACE,BACKSPACE,106.0
BACKSPACE,BACKSPACE,84.0
e,SPACE,109.0
s,SPACE,169.0
SPACE,t,443.0
t,h,35.0
t,SPACE,191.0
SPACE,i,769.0
SPACE,t,272.0
e,SPACE,59.0
SPACE,a,2051.0
r,e,112.0
e,SPACE,227.0
e,SPACE,52.0
SPACE,t,1060.0
o,SPACE,165.0
SPACE,t,739.0
t,h,144.0
e,r,106.0
r,e,112.0
e,SPACE,70.0
SPACE,a,677.0
r,e,128.0
e,SPACE,187.0
SPACE,t,234.0
o,SPACE,258.0
SPACE,s,695.0
s,e,139.0
e,n,72.0
t,e,128.0
e,s,152.0
s,SPACE,80.0
BACKSPACE,BACKSPACE,82.0
BACKSPACE,BACKSPACE,81.0
BACKSPACE,BACKSPACE,83.0
BACKSPACE,BACKSPACE,116.0
BACKSPACE,BACKSPACE,112.0
e,n,21.0
e,s,154.0
s,SPACE,58.0
SPACE,i,1312.0
n,SPACE,151.0
SPACE,t,56.0
t,h,109.0
s,SPACE,47.0
BACKSPACE,BACKSPACE,93.0
SPACE,s,447.0
t,h,153.0
s,SPACE,71.0
SPACE,i,437.0
s,SPACE,61.0
