key1,key2,time
t,h,172.0
s,SPACE,125.0
SPACE,i,327.0
s,SPACE,188.0
SPACE,a,187.0
SPACE,t,905.0
t,e,62.0
e,s,312.0
t,SPACE,328.0
SPACE,t,827.0
o,SPACE,156.0
SPACE,s,218.0
s,e,203.0
e,SPACE,203.0
SPACE,i,1014.0
SPACE,t,889.0
t,h,172.0
e,SPACE,110.0
s,SPACE,62.0
SPACE,t,234.0
t,h,141.0
t,SPACE,109.0
SPACE,i,920.0
SPACE,t,156.0
e,SPACE,109.0
SPACE,a,811.0
r,e,78.0
e,SPACE,109.0
BACKSPACE,BACKSPACE,203.0
BACKSPACE,BACKSPACE,140.0
BACKSPACE,BACKSPACE,219.0
BACKSPACE,BACKSPACE,249.0
SPACE,t,546.0
o,SPACE,172.0
SPACE,t,203.0
t,h,125.0
e,r,187.0
r,e,125.0
e,SPACE,94.0
SPACE,a,312.0
r,e,109.0
e,SPACE,78.0
SPACE,t,172.0
o,SPACE,203.0
SPACE,s,640.0
s,e,203.0
e,n,156.0
t,e,140.0
e,n,188.0
e,s,281.0
s,SPACE,140.0
SPACE,i,1732.0
n,SPACE,78.0
e,SPACE,140.0
SPACE,s,671.0
t,h,156.0
s,SPACE,578.0
SPACE,i,202.0
s,SPACE,93.0
SPACE,a,234.0
SPACE,t,218.0
t,e,437.0
e,s,359.0
t,SPACE,94.0
SPACE,t,234.0
o,SPACE,140.0
SPACE,s,187.0
s,e,156.0
e,SPACE,156.0
SPACE,i,1029.0
SPACE,t,6536.0
t,h,156.0
e,SPACE,125.0
s,SPACE,125.0
SPACE,t,452.0
t,h,141.0
t,SPACE,187.0
SPACE,i,297.0
SPACE,t,265.0
e,SPACE,125.0
SPACE,a,312.0
r,e,93.0
e,SPACE,94.0
e,SPACE,265.0
SPACE,t,796.0
o,SPACE,125.0
SPACE,t,952.0
t,h,140.0
e,r,188.0
r,e,93.0
e,SPACE,109.0
SPACE,a,203.0
r,e,94.0
e,SPACE,78.0
SPACE,t,172.0
o,SPACE,218.0
SPACE,s,484.0
s,e,234.0
e,n,156.0
t,e,94.0
e,n,203.0
e,s,281.0
s,SPACE,156.0
SPACE,i,1076.0
n,SPACE,110.0
SPACE,t,202.0
t,h,156.0
s,SPACE,109.0
SPACE,s,343.0
BACKSPACE,BACKSPACE,187.0
t,h,171.0
s,SPACE,266.0
SPACE,i,405.0
s,SPACE,78.0
SPACE,a,218.0
SPACE,t,280.0
t,e,78.0
e,s,281.0
t,SPACE,94.0
SPACE,t,218.0
o,SPACE,171.0
SPACE,s,219.0
s,e,124.0
e,SPACE,312.0
SPACE,i,437.0
SPACE,t,156.0
t,h,172.0
e,SPACE,93.0
BACKSPACE,BACKSPACE,156.0
BACKSPACE,BACKSPACE,171.0
e,SPACE,109.0
BACKSPACE,BACKSPACE,187.0
s,SPACE,78.0
SPACE,t,265.0
t,h,156.0
t,SPACE,110.0
SPACE,i,530.0
SPACE,t,562.0
e,SPACE,109.0
SPACE,a,671.0
r,e,78.0
e,SPACE,94.0
BACKSPACE,BACKSPACE,171.0
e,SPACE,140.0
SPACE,t,188.0
o,SPACE,124.0
SPACE,t,265.0
t,h,141.0
e,r,124.0
r,e,63.0
e,SPACE,156.0
SPACE,a,109.0
r,e,94.0
e,SPACE,93.0
SPACE,t,234.0
o,SPACE,188.0
SPACE,s,405.0
s,e,343.0
e,n,234.0
t,e,124.0
e,n,375.0
e,s,265.0
s,SPACE,218.0
SPACE,t,343.0
n,SPACE,141.0
SPACE,t,592.0
t,h,203.0
s,SPACE,141.0
SPACE,s,234.0
BACKSPACE,BACKSPACE,187.0
BACKSPACE,BACKSPACE,328.0
SPACE,s,312.0
t,h,172.0
s,SPACE,171.0
SPACE,i,156.0
s,SPACE,124.0
SPACE,a,297.0
SPACE,t,280.0
t,e,78.0
e,s,297.0
t,SPACE,110.0
SPACE,t,171.0
o,SPACE,124.0
SPACE,s,172.0
s,e,281.0
e,SPACE,203.0
SPACE,i,858.0
SPACE,t,141.0
t,h,156.0
e,SPACE,63.0
s,SPACE,171.0
SPACE,t,203.0
t,h,125.0
t,SPACE,62.0
SPACE,i,359.0
SPACE,t,670.0
e,SPACE,141.0
SPACE,a,187.0
r,e,94.0
e,SPACE,452.0
e,SPACE,218.0
SPACE,t,484.0
o,SPACE,125.0
e,SPACE,93.0
SPACE,t,780.0
t,h,140.0
r,e,156.0
BACKSPACE,BACKSPACE,172.0
e,r,171.0
r,e,125.0
e,SPACE,156.0
SPACE,a,172.0
r,e,109.0
e,SPACE,94.0
SPACE,t,93.0
o,SPACE,203.0
SPACE,s,717.0
s,e,234.0
e,n,172.0
t,e,140.0
e,n,234.0
e,s,281.0
s,SPACE,156.0
SPACE,i,203.0
n,SPACE,140.0
SPACE,t,188.0
t,h,124.0
s,SPACE,109.0
SPACE,s,266.0
t,h,172.0
s,SPACE,140.0
SPACE,i,172.0
s,SPACE,141.0
SPACE,a,343.0
SPACE,t,218.0
t,e,109.0
e,s,281.0
t,SPACE,78.0
SPACE,t,218.0
o,SPACE,156.0
SPACE,s,312.0
s,e,125.0
e,SPACE,437.0
SPACE,i,328.0
SPACE,t,187.0
BACKSPACE,BACKSPACE,141.0
e,SPACE,219.0
s,SPACE,140.0
SPACE,t,125.0
t,h,171.0
t,SPACE,125.0
SPACE,i,952.0
SPACE,t,187.0
e,SPACE,94.0
SPACE,a,218.0
r,e,109.0
e,SPACE,110.0
e,SPACE,156.0
SPACE,t,187.0
o,SPACE,125.0
SPACE,t,203.0
t,h,109.0
e,r,125.0
r,e,109.0
e,SPACE,234.0
SPACE,a,125.0
r,e,109.0
e,SPACE,63.0
SPACE,t,156.0
