key1,key2,time
t,h,346.0
s,SPACE,814.0
SPACE,i,294.0
SPACE,a,1201.0
SPACE,t,301.0
t,e,192.0
e,s,145.0
t,SPACE,290.0
SPACE,t,1674.0
o,SPACE,298.0
SPACE,s,345.0
s,e,167.0
e,SPACE,443.0
SPACE,i,622.0
SPACE,t,229.0
BACKSPACE,BACKSPACE,168.0
BACKSPACE,BACKSPACE,200.0
e,SPACE,307.0
s,SPACE,1306.0
SPACE,t,386.0
t,h,161.0
t,SPACE,715.0
SPACE,i,300.0
BACKSPACE,BACKSPACE,193.0
BACKSPACE,BACKSPACE,176.0
BACKSPACE,BACKSPACE,176.0
BACKSPACE,BACKSPACE,184.0
BACKSPACE,BACKSPACE,178.0
BACKSPACE,BACKSPACE,192.0
BACKSPACE,BACKSPACE,191.0
BACKSPACE,BACKSPACE,618.0
BACKSPACE,BACKSPACE,177.0
t,SPACE,134.0
SPACE,i,923.0
SPACE,t,869.0
e,SPACE,1072.0
SPACE,s,276.0
r,e,224.0
e,SPACE,190.0
e,SPACE,217.0
BACKSPACE,BACKSPACE,1003.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,0.0
BACKSPACE,BACKSPACE,175.0
BACKSPACE,BACKSPACE,185.0
BACKSPACE,BACKSPACE,159.0
r,e,217.0
e,SPACE,203.0
e,SPACE,444.0
SPACE,t,807.0
o,SPACE,389.0
SPACE,t,872.0
t,h,144.0
e,r,192.0
r,e,169.0
e,SPACE,220.0
SPACE,a,197.0
r,e,216.0
e,SPACE,276.0
SPACE,t,684.0
o,SPACE,347.0
SPACE,s,608.0
s,e,225.0
e,n,241.0
t,e,185.0
e,n,152.0
e,s,249.0
s,SPACE,337.0
SPACE,i,1877.0
n,SPACE,542.0
SPACE,t,734.0
t,h,232.0
s,SPACE,195.0
SPACE,s,231.0
BACKSPACE,BACKSPACE,192.0
BACKSPACE,BACKSPACE,170.0
BACKSPACE,BACKSPACE,288.0
t,h,467.0
BACKSPACE,BACKSPACE,169.0
BACKSPACE,BACKSPACE,168.0
SPACE,i,409.0
s,SPACE,202.0
SPACE,a,513.0
SPACE,t,1246.0
t,e,193.0
e,s,330.0
t,SPACE,484.0
SPACE,t,920.0
o,SPACE,299.0
SPACE,s,536.0
s,e,217.0
e,SPACE,170.0
SPACE,i,754.0
SPACE,t,312.0
t,h,143.0
e,SPACE,620.0
BACKSPACE,BACKSPACE,192.0
BACKSPACE,BACKSPACE,177.0
BACKSPACE,BACKSPACE,160.0
s,SPACE,737.0
SPACE,t,1969.0
t,h,192.0
t,SPACE,418.0
SPACE,i,641.0
