key,keyhold
t,98.0
h,192.0
i,32.0
s,108.0
SPACE,53.0
i,99.0
s,106.0
SPACE,43.0
a,89.0
SPACE,72.0
t,60.0
e,104.0
s,97.0
t,65.0
SPACE,59.0
t,80.0
o,59.0
SPACE,51.0
s,99.0
e,73.0
e,96.0
SPACE,68.0
i,58.0
SPACE,69.0
t,61.0
h,41.0
e,110.0
SPACE,59.0
o,89.0
r,98.0
s,89.0
SPACE,80.0
t,64.0
h,62.0
a,94.0
t,56.0
SPACE,57.0
i,79.0
SPACE,59.0
t,61.0
e,99.0
SPACE,68.0
a,90.0
r,45.0
SPACE,60.0
i,73.0
e,87.0
BACKSPACE,88.0
BACKSPACE,80.0
BACKSPACE,92.0
BACKSPACE,87.0
BACKSPACE,77.0
n,78.0
i,85.0
e,78.0
BACKSPACE,76.0
BACKSPACE,72.0
BACKSPACE,78.0
BACKSPACE,100.0
BACKSPACE,90.0
BACKSPACE,87.0
BACKSPACE,91.0
BACKSPACE,87.0
BACKSPACE,93.0
r,58.0
e,104.0
SPACE,70.0
n,67.0
i,62.0
e,80.0
BACKSPACE,81.0
BACKSPACE,73.0
BACKSPACE,88.0
e,96.0
SPACE,70.0
t,69.0
h,71.0
e,105.0
r,66.0
e,111.0
SPACE,92.0
a,126.0
r,72.0
e,122.0
SPACE,104.0
t,93.0
o,67.0
SPACE,59.0
s,85.0
a,107.0
BACKSPACE,50.0
BACKSPACE,102.0
e,101.0
n,79.0
t,62.0
e,106.0
n,75.0
e,82.0
s,106.0
SPACE,87.0
i,77.0
n,33.0
SPACE,53.0
t,61.0
i,61.0
s,97.0
SPACE,52.0
BACKSPACE,83.0
BACKSPACE,87.0
BACKSPACE,88.0
BACKSPACE,103.0
h,63.0
i,70.0
s,89.0
SPACE,54.0
a,109.0
t,62.0
a,81.0
SPACE,64.0
s,76.0
a,124.0
l,71.0
e,104.0
t,64.0
h,42.0
i,71.0
s,120.0
SPACE,66.0
s,97.0
SPACE,80.0
a,109.0
SPACE,60.0
BACKSPACE,88.0
BACKSPACE,71.0
BACKSPACE,80.0
BACKSPACE,77.0
BACKSPACE,86.0
BACKSPACE,84.0
SPACE,69.0
i,56.0
s,91.0
SPACE,77.0
a,111.0
SPACE,52.0
t,59.0
e,52.0
s,88.0
t,43.0
SPACE,75.0
t,57.0
o,46.0
SPACE,68.0
s,91.0
e,70.0
e,97.0
SPACE,82.0
o,68.0
SPACE,60.0
t,68.0
BACKSPACE,68.0
BACKSPACE,73.0
BACKSPACE,84.0
BACKSPACE,89.0
BACKSPACE,87.0
i,65.0
SPACE,79.0
t,65.0
e,70.0
SPACE,51.0
BACKSPACE,88.0
BACKSPACE,77.0
BACKSPACE,78.0
BACKSPACE,80.0
BACKSPACE,74.0
t,44.0
h,45.0
e,72.0
SPACE,83.0
o,72.0
r,88.0
s,97.0
SPACE,82.0
t,61.0
h,69.0
a,95.0
t,69.0
SPACE,73.0
i,55.0
SPACE,68.0
e,77.0
n,45.0
t,81.0
e,47.0
r,90.0
SPACE,67.0
BACKSPACE,67.0
BACKSPACE,72.0
BACKSPACE,91.0
BACKSPACE,66.0
BACKSPACE,91.0
BACKSPACE,84.0
t,51.0
e,111.0
SPACE,86.0
a,119.0
r,58.0
e,102.0
SPACE,72.0
n,58.0
i,69.0
e,71.0
SPACE,83.0
t,45.0
o,57.0
SPACE,67.0
e,112.0
SPACE,88.0
t,57.0
h,50.0
e,46.0
r,70.0
e,110.0
SPACE,77.0
a,86.0
r,51.0
e,55.0
SPACE,76.0
t,45.0
o,81.0
SPACE,53.0
s,91.0
e,114.0
n,45.0
t,64.0
e,96.0
n,42.0
e,66.0
s,105.0
SPACE,80.0
BACKSPACE,77.0
BACKSPACE,82.0
BACKSPACE,89.0
BACKSPACE,108.0
e,70.0
s,85.0
BACKSPACE,82.0
BACKSPACE,71.0
