key1,key2,time
t,h,274.0
s,SPACE,224.0
SPACE,i,8115.0
s,SPACE,189.0
SPACE,a,348.0
SPACE,t,514.0
t,e,202.0
e,s,276.0
t,SPACE,274.0
SPACE,t,250.0
o,n,235.0
SPACE,s,130.0
s,e,288.0
e,s,220.0
s,SPACE,114.0
BACKSPACE,BACKSPACE,213.0
e,SPACE,262.0
SPACE,i,395.0
e,SPACE,175.0
BACKSPACE,BACKSPACE,193.0
BACKSPACE,BACKSPACE,216.0
BACKSPACE,BACKSPACE,634.0
t,h,286.0
e,SPACE,196.0
s,SPACE,756.0
SPACE,t,441.0
t,h,251.0
t,SPACE,256.0
SPACE,i,815.0
SPACE,t,311.0
e,SPACE,266.0
SPACE,a,274.0
BACKSPACE,BACKSPACE,260.0
BACKSPACE,BACKSPACE,192.0
BACKSPACE,BACKSPACE,218.0
e,SPACE,197.0
SPACE,a,398.0
r,e,215.0
e,SPACE,271.0
BACKSPACE,BACKSPACE,258.0
BACKSPACE,BACKSPACE,235.0
e,SPACE,590.0
SPACE,t,1166.0
SPACE,t,1046.0
t,h,294.0
e,r,300.0
r,e,235.0
e,SPACE,106.0
SPACE,a,353.0
SPACE,t,504.0
o,SPACE,339.0
BACKSPACE,BACKSPACE,281.0
BACKSPACE,BACKSPACE,217.0
BACKSPACE,BACKSPACE,231.0
BACKSPACE,BACKSPACE,238.0
BACKSPACE,BACKSPACE,234.0
e,SPACE,252.0
SPACE,t,522.0
o,SPACE,330.0
SPACE,s,439.0
s,e,270.0
e,n,133.0
t,e,214.0
e,s,285.0
s,SPACE,119.0
SPACE,i,808.0
n,SPACE,227.0
SPACE,t,409.0
t,h,275.0
s,SPACE,230.0
SPACE,s,1693.0
BACKSPACE,BACKSPACE,213.0
BACKSPACE,BACKSPACE,489.0
BACKSPACE,BACKSPACE,203.0
t,h,248.0
s,SPACE,200.0
SPACE,i,277.0
s,SPACE,201.0
SPACE,a,627.0
SPACE,t,1251.0
t,e,191.0
e,s,251.0
t,SPACE,227.0
SPACE,t,167.0
o,SPACE,241.0
SPACE,s,84.0
s,e,250.0
e,s,229.0
e,SPACE,226.0
SPACE,i,530.0
SPACE,t,371.0
t,h,240.0
e,SPACE,188.0
s,SPACE,120.0
SPACE,t,445.0
t,h,239.0
t,SPACE,252.0
SPACE,i,323.0
SPACE,t,533.0
e,SPACE,238.0
BACKSPACE,BACKSPACE,252.0
BACKSPACE,BACKSPACE,182.0
e,SPACE,217.0
SPACE,a,1614.0
r,e,214.0
BACKSPACE,BACKSPACE,226.0
BACKSPACE,BACKSPACE,211.0
e,SPACE,156.0
SPACE,t,1220.0
o,SPACE,227.0
SPACE,t,621.0
t,h,227.0
e,r,258.0
r,e,240.0
e,SPACE,164.0
SPACE,a,351.0
r,e,226.0
e,SPACE,299.0
SPACE,t,360.0
o,SPACE,293.0
SPACE,s,311.0
s,e,263.0
e,n,84.0
t,e,155.0
e,n,169.0
e,s,311.0
s,SPACE,146.0
SPACE,i,667.0
n,SPACE,214.0
SPACE,t,324.0
t,h,239.0
s,SPACE,195.0
SPACE,s,298.0
t,h,275.0
s,SPACE,195.0
SPACE,i,344.0
s,SPACE,167.0
SPACE,a,253.0
SPACE,t,1617.0
t,e,156.0
e,s,310.0
t,SPACE,312.0
SPACE,t,204.0
o,SPACE,313.0
SPACE,s,129.0
s,e,289.0
e,SPACE,205.0
SPACE,t,384.0
t,h,251.0
e,SPACE,189.0
s,SPACE,252.0
SPACE,t,876.0
t,h,250.0
t,SPACE,287.0
SPACE,i,336.0
SPACE,t,482.0
e,SPACE,227.0
SPACE,a,1147.0
r,e,238.0
BACKSPACE,BACKSPACE,240.0
BACKSPACE,BACKSPACE,216.0
e,SPACE,192.0
SPACE,t,165.0
o,SPACE,370.0
SPACE,t,590.0
t,h,276.0
e,r,432.0
r,e,251.0
e,SPACE,145.0
SPACE,a,310.0
SPACE,t,495.0
BACKSPACE,BACKSPACE,227.0
BACKSPACE,BACKSPACE,215.0
BACKSPACE,BACKSPACE,204.0
e,SPACE,275.0
BACKSPACE,BACKSPACE,228.0
BACKSPACE,BACKSPACE,521.0
e,SPACE,265.0
o,SPACE,334.0
SPACE,s,1439.0
s,e,273.0
e,n,146.0
t,e,231.0
e,n,176.0
BACKSPACE,BACKSPACE,215.0
s,SPACE,252.0
SPACE,i,384.0
n,SPACE,228.0
SPACE,t,410.0
t,h,253.0
s,SPACE,180.0
SPACE,s,274.0
BACKSPACE,BACKSPACE,192.0
t,h,275.0
s,SPACE,181.0
SPACE,i,346.0
s,SPACE,172.0
SPACE,a,186.0
SPACE,t,418.0
t,e,169.0
t,SPACE,253.0
BACKSPACE,BACKSPACE,229.0
BACKSPACE,BACKSPACE,505.0
SPACE,t,170.0
o,SPACE,457.0
SPACE,s,236.0
s,e,347.0
e,SPACE,199.0
SPACE,i,299.0
BACKSPACE,BACKSPACE,216.0
BACKSPACE,BACKSPACE,192.0
SPACE,t,389.0
t,h,238.0
e,SPACE,226.0
BACKSPACE,BACKSPACE,229.0
s,SPACE,448.0
SPACE,t,1356.0
t,h,243.0
t,SPACE,288.0
SPACE,i,359.0
SPACE,t,429.0
e,SPACE,222.0
BACKSPACE,BACKSPACE,202.0
BACKSPACE,BACKSPACE,205.0
e,SPACE,320.0
