key,keyhold
t,86.0
h,55.0
s,87.0
BACKSPACE,77.0
i,70.0
s,88.0
SPACE,81.0
i,77.0
s,82.0
SPACE,81.0
a,93.0
SPACE,73.0
t,76.0
e,55.0
s,57.0
t,55.0
SPACE,87.0
t,50.0
o,96.0
SPACE,74.0
s,83.0
e,79.0
e,44.0
SPACE,96.0
i,53.0
SPACE,72.0
t,41.0
h,61.0
e,70.0
SPACE,84.0
r,69.0
s,80.0
SPACE,68.0
BACKSPACE,115.0
BACKSPACE,75.0
BACKSPACE,66.0
BACKSPACE,94.0
BACKSPACE,80.0
BACKSPACE,69.0
o,72.0
r,96.0
s,80.0
SPACE,108.0
t,75.0
h,44.0
a,97.0
t,44.0
SPACE,75.0
i,69.0
SPACE,85.0
t,50.0
e,44.0
SPACE,92.0
a,86.0
r,60.0
e,31.0
SPACE,80.0
n,68.0
i,71.0
e,71.0
SPACE,67.0
t,55.0
o,62.0
SPACE,53.0
e,72.0
SPACE,58.0
t,53.0
h,87.0
e,86.0
r,87.0
e,85.0
SPACE,102.0
a,97.0
r,96.0
e,89.0
SPACE,97.0
t,63.0
o,88.0
SPACE,71.0
s,56.0
e,82.0
n,86.0
t,63.0
e,101.0
n,111.0
e,80.0
s,72.0
SPACE,73.0
i,93.0
n,78.0
SPACE,75.0
t,65.0
h,70.0
i,62.0
s,113.0
SPACE,94.0
a,66.0
t,55.0
a,79.0
SPACE,81.0
s,52.0
a,113.0
l,78.0
e,59.0
t,67.0
h,104.0
i,61.0
s,87.0
SPACE,81.0
i,84.0
s,78.0
SPACE,78.0
a,94.0
SPACE,91.0
t,45.0
e,62.0
s,69.0
t,68.0
SPACE,83.0
t,69.0
o,70.0
SPACE,94.0
s,84.0
e,77.0
e,110.0
SPACE,81.0
i,63.0
SPACE,94.0
t,44.0
h,71.0
e,59.0
SPACE,65.0
o,78.0
r,89.0
s,88.0
SPACE,101.0
t,80.0
a,89.0
BACKSPACE,69.0
t,82.0
BACKSPACE,86.0
h,77.0
a,94.0
t,24.0
SPACE,86.0
i,72.0
SPACE,51.0
t,67.0
r,56.0
SPACE,74.0
BACKSPACE,81.0
BACKSPACE,87.0
r,61.0
SPACE,100.0
BACKSPACE,66.0
BACKSPACE,70.0
e,85.0
SPACE,66.0
a,69.0
r,69.0
e,75.0
SPACE,90.0
n,87.0
i,81.0
r,53.0
SPACE,59.0
BACKSPACE,79.0
BACKSPACE,79.0
e,70.0
SPACE,85.0
t,51.0
o,85.0
SPACE,17.0
e,79.0
SPACE,80.0
t,64.0
h,86.0
e,57.0
r,80.0
e,59.0
SPACE,76.0
a,67.0
r,56.0
e,46.0
SPACE,83.0
t,57.0
o,70.0
SPACE,98.0
s,76.0
e,46.0
n,70.0
t,49.0
e,94.0
n,98.0
e,70.0
s,47.0
SPACE,75.0
i,82.0
n,51.0
SPACE,77.0
t,61.0
h,61.0
i,66.0
s,95.0
SPACE,95.0
a,64.0
t,48.0
a,80.0
SPACE,115.0
s,62.0
a,77.0
l,74.0
e,79.0
t,79.0
h,79.0
i,58.0
s,103.0
SPACE,66.0
s,100.0
BACKSPACE,70.0
BACKSPACE,61.0
i,68.0
s,79.0
SPACE,82.0
a,82.0
SPACE,62.0
t,58.0
e,46.0
s,63.0
t,77.0
SPACE,94.0
t,94.0
o,76.0
SPACE,94.0
s,78.0
e,72.0
e,54.0
SPACE,93.0
i,97.0
SPACE,96.0
t,71.0
h,88.0
e,85.0
r,88.0
e,88.0
BACKSPACE,216.0
BACKSPACE,86.0
SPACE,103.0
o,93.0
r,88.0
s,112.0
SPACE,84.0
t,66.0
h,86.0
a,87.0
t,61.0
SPACE,113.0
i,81.0
SPACE,75.0
t,47.0
e,47.0
SPACE,85.0
a,106.0
r,90.0
e,62.0
SPACE,81.0
n,52.0
i,56.0
e,75.0
SPACE,80.0
t,55.0
o,53.0
SPACE,61.0
e,46.0
SPACE,92.0
BACKSPACE,80.0
SPACE,65.0
t,87.0
h,104.0
e,58.0
r,88.0
e,56.0
SPACE,50.0
a,94.0
r,61.0
e,79.0
SPACE,109.0
t,82.0
o,56.0
SPACE,76.0
s,77.0
e,94.0
n,113.0
t,76.0
e,78.0
n,113.0
e,60.0
s,54.0
SPACE,86.0
i,79.0
n,69.0
SPACE,92.0
t,60.0
h,69.0
i,54.0
a,95.0
SPACE,55.0
a,72.0
t,41.0
a,103.0
SPACE,81.0
s,94.0
a,113.0
l,79.0
e,69.0
t,66.0
h,78.0
i,82.0
s,90.0
SPACE,85.0
i,59.0
s,27.0
SPACE,151.0
a,102.0
SPACE,85.0
t,67.0
e,50.0
s,62.0
t,58.0
SPACE,99.0
t,70.0
o,62.0
SPACE,92.0
s,88.0
e,71.0
e,77.0
SPACE,39.0
i,91.0
SPACE,89.0
h,61.0
BACKSPACE,66.0
t,72.0
h,66.0
e,104.0
SPACE,99.0
o,97.0
r,65.0
a,78.0
SPACE,75.0
t,83.0
h,71.0
a,62.0
t,55.0
SPACE,100.0
i,79.0
SPACE,82.0
t,93.0
e,53.0
SPACE,100.0
a,83.0
r,60.0
e,80.0
SPACE,108.0
n,81.0
i,60.0
e,70.0
SPACE,75.0
t,92.0
o,89.0
SPACE,73.0
e,37.0
SPACE,94.0
BACKSPACE,92.0
SPACE,95.0
t,93.0
e,47.0
r,80.0
e,80.0
BACKSPACE,87.0
BACKSPACE,88.0
BACKSPACE,106.0
BACKSPACE,85.0
h,82.0
e,97.0
r,92.0
e,78.0
SPACE,94.0
a,127.0
r,97.0
e,92.0
SPACE,105.0
t,54.0
o,96.0
SPACE,117.0
s,91.0
e,85.0
n,88.0
t,78.0
e,112.0
n,107.0
e,91.0
s,83.0
SPACE,95.0
i,96.0
n,62.0
SPACE,67.0
t,61.0
h,78.0
o,63.0
a,77.0
BACKSPACE,61.0
BACKSPACE,79.0
i,58.0
a,69.0
SPACE,69.0
BACKSPACE,72.0
BACKSPACE,74.0
s,93.0
SPACE,70.0
a,96.0
t,52.0
a,104.0
SPACE,110.0
s,74.0
a,90.0
BACKSPACE,23.0
e,54.0
BACKSPACE,87.0
l,71.0
e,85.0
t,72.0
h,97.0
i,95.0
s,91.0
SPACE,116.0
i,84.0
s,70.0
SPACE,121.0
a,106.0
SPACE,93.0
t,62.0
e,39.0
s,31.0
t,44.0
SPACE,59.0
t,55.0
o,70.0
SPACE,116.0
s,86.0
e,74.0
e,97.0
SPACE,109.0
i,86.0
SPACE,90.0
t,41.0
h,70.0
e,95.0
SPACE,114.0
o,105.0
r,88.0
s,105.0
SPACE,111.0
t,58.0
h,62.0
a,79.0
t,43.0
SPACE,69.0
i,62.0
SPACE,73.0
t,59.0
e,52.0
SPACE,113.0
a,102.0
r,61.0
e,51.0
SPACE,90.0
n,73.0
i,82.0
e,53.0
SPACE,100.0
t,73.0
o,69.0
SPACE,68.0
e,68.0
SPACE,77.0
t,79.0
h,79.0
e,69.0
r,69.0
e,63.0
SPACE,100.0
a,115.0
r,66.0
e,70.0
SPACE,99.0
t,41.0
o,70.0
SPACE,98.0
s,97.0
e,81.0
n,92.0
t,72.0
e,89.0
n,104.0
e,68.0
s,62.0
SPACE,108.0
i,83.0
n,60.0
SPACE,93.0
t,100.0
h,70.0
i,68.0
s,56.0
SPACE,95.0
a,36.0
t,81.0
a,88.0
SPACE,99.0
s,73.0
a,99.0
l,86.0
e,71.0
BACKSPACE,69.0
BACKSPACE,59.0
t,75.0
h,78.0
i,73.0
a,77.0
SPACE,110.0
BACKSPACE,91.0
BACKSPACE,81.0
s,97.0
SPACE,82.0
i,59.0
s,87.0
SPACE,90.0
a,96.0
SPACE,84.0
t,78.0
e,53.0
s,91.0
t,69.0
SPACE,75.0
t,60.0
o,63.0
SPACE,97.0
s,96.0
e,78.0
e,49.0
SPACE,91.0
i,84.0
SPACE,70.0
t,70.0
h,104.0
e,72.0
SPACE,106.0
o,96.0
r,80.0
s,66.0
SPACE,92.0
t,50.0
h,52.0
a,55.0
t,37.0
SPACE,79.0
i,73.0
SPACE,100.0
t,77.0
e,57.0
SPACE,113.0
a,108.0
r,81.0
e,76.0
SPACE,99.0
n,71.0
i,83.0
e,94.0
SPACE,91.0
t,86.0
o,88.0
SPACE,108.0
e,77.0
SPACE,80.0
t,55.0
h,80.0
e,88.0
r,56.0
e,61.0
SPACE,113.0
a,82.0
r,92.0
e,97.0
SPACE,107.0
t,49.0
o,114.0
SPACE,87.0
s,79.0
e,88.0
n,64.0
t,78.0
e,78.0
n,112.0
e,76.0
s,96.0
SPACE,110.0
i,98.0
n,94.0
SPACE,106.0
t,62.0
h,73.0
i,77.0
a,95.0
SPACE,122.0
a,79.0
t,79.0
a,96.0
SPACE,89.0
s,71.0
a,109.0
l,87.0
e,84.0
t,96.0
h,106.0
i,79.0
s,75.0
SPACE,90.0
i,53.0
s,88.0
SPACE,100.0
a,93.0
SPACE,85.0
t,78.0
e,69.0
s,71.0
t,85.0
SPACE,103.0
t,62.0
o,94.0
SPACE,103.0
s,94.0
e,46.0
e,48.0
SPACE,56.0
i,82.0
SPACE,87.0
t,37.0
h,53.0
e,62.0
SPACE,75.0
o,89.0
r,87.0
s,87.0
SPACE,105.0
t,79.0
h,79.0
a,91.0
t,68.0
