key,keyhold
t,72.0
h,84.0
i,72.0
s,81.0
SPACE,91.0
i,72.0
s,88.0
SPACE,114.0
a,165.0
SPACE,97.0
t,100.0
e,78.0
s,81.0
t,97.0
SPACE,86.0
t,80.0
o,73.0
SPACE,81.0
s,97.0
e,81.0
e,72.0
SPACE,99.0
i,89.0
SPACE,106.0
t,89.0
h,79.0
e,64.0
SPACE,121.0
o,88.0
r,72.0
s,104.0
SPACE,99.0
t,65.0
h,96.0
a,96.0
t,80.0
SPACE,107.0
i,96.0
n,73.0
t,78.0
e,64.0
BACKSPACE,131.0
BACKSPACE,89.0
BACKSPACE,49.0
BACKSPACE,74.0
BACKSPACE,89.0
SPACE,50.0
t,71.0
e,73.0
SPACE,85.0
a,129.0
r,104.0
e,73.0
SPACE,99.0
n,81.0
i,98.0
e,105.0
SPACE,124.0
t,25.0
o,73.0
SPACE,99.0
e,64.0
SPACE,83.0
t,72.0
h,71.0
e,65.0
r,65.0
e,89.0
SPACE,132.0
a,97.0
r,97.0
e,89.0
SPACE,97.0
t,65.0
o,136.0
n,120.0
s,88.0
BACKSPACE,81.0
BACKSPACE,48.0
BACKSPACE,42.0
o,41.0
SPACE,90.0
s,88.0
e,88.0
n,81.0
t,81.0
e,81.0
n,137.0
e,81.0
s,80.0
SPACE,105.0
i,81.0
n,90.0
SPACE,131.0
t,73.0
h,81.0
i,2.0
BACKSPACE,97.0
i,97.0
s,80.0
SPACE,103.0
BACKSPACE,60.0
BACKSPACE,89.0
BACKSPACE,34.0
BACKSPACE,89.0
i,57.0
s,81.0
SPACE,107.0
a,121.0
t,137.0
a,113.0
SPACE,121.0
s,107.0
a,100.0
BACKSPACE,91.0
l,33.0
e,65.0
t,73.0
h,56.0
i,64.0
s,65.0
SPACE,117.0
i,64.0
s,64.0
SPACE,123.0
a,104.0
SPACE,123.0
t,87.0
e,88.0
s,72.0
t,73.0
SPACE,97.0
t,73.0
o,73.0
SPACE,121.0
s,82.0
e,89.0
e,65.0
SPACE,91.0
i,64.0
SPACE,90.0
t,88.0
h,88.0
e,81.0
SPACE,108.0
o,120.0
r,81.0
s,81.0
SPACE,76.0
t,57.0
h,97.0
a,73.0
t,112.0
SPACE,91.0
i,72.0
n,104.0
BACKSPACE,122.0
SPACE,59.0
t,80.0
e,81.0
SPACE,82.0
a,104.0
r,89.0
e,73.0
SPACE,91.0
n,65.0
i,81.0
e,89.0
SPACE,84.0
t,40.0
o,97.0
SPACE,83.0
e,82.0
SPACE,59.0
t,57.0
h,97.0
e,72.0
r,73.0
e,106.0
SPACE,83.0
a,81.0
r,97.0
e,73.0
SPACE,100.0
t,96.0
o,113.0
SPACE,100.0
s,113.0
e,104.0
n,105.0
t,72.0
e,3.0
n,89.0
BACKSPACE,88.0
n,88.0
e,96.0
s,81.0
SPACE,32.0
i,80.0
n,98.0
SPACE,93.0
t,105.0
h,90.0
i,105.0
s,105.0
SPACE,84.0
a,125.0
t,104.0
a,81.0
SPACE,115.0
s,74.0
a,88.0
l,90.0
e,81.0
t,58.0
h,89.0
i,105.0
s,81.0
SPACE,114.0
i,90.0
s,72.0
SPACE,123.0
a,89.0
SPACE,105.0
t,72.0
e,80.0
s,73.0
t,81.0
SPACE,98.0
t,81.0
o,89.0
SPACE,92.0
s,81.0
e,81.0
e,74.0
SPACE,124.0
i,88.0
SPACE,99.0
t,80.0
h,65.0
e,81.0
SPACE,106.0
o,73.0
r,88.0
s,88.0
SPACE,92.0
t,88.0
h,80.0
a,89.0
t,66.0
SPACE,73.0
i,97.0
SPACE,89.0
t,88.0
e,80.0
SPACE,114.0
a,72.0
r,81.0
e,97.0
SPACE,132.0
n,113.0
i,97.0
e,81.0
SPACE,122.0
t,65.0
BACKSPACE,112.0
o,72.0
SPACE,99.0
e,50.0
SPACE,106.0
t,65.0
h,72.0
e,89.0
r,95.0
e,113.0
SPACE,84.0
a,80.0
r,97.0
e,81.0
SPACE,78.0
t,90.0
o,57.0
SPACE,83.0
s,80.0
e,96.0
n,80.0
t,81.0
e,88.0
n,105.0
e,89.0
s,72.0
SPACE,29.0
i,81.0
n,65.0
SPACE,98.0
t,74.0
h,112.0
s,81.0
BACKSPACE,80.0
BACKSPACE,80.0
i,89.0
s,89.0
SPACE,114.0
a,122.0
t,115.0
a,79.0
SPACE,124.0
s,89.0
a,72.0
l,49.0
e,49.0
t,41.0
h,34.0
i,73.0
s,74.0
SPACE,106.0
i,64.0
s,90.0
SPACE,146.0
a,72.0
SPACE,58.0
t,96.0
e,81.0
s,65.0
t,82.0
SPACE,68.0
t,72.0
o,80.0
SPACE,98.0
s,89.0
e,48.0
e,73.0
SPACE,82.0
i,64.0
SPACE,130.0
t,82.0
h,96.0
e,65.0
SPACE,116.0
o,80.0
r,96.0
s,82.0
SPACE,116.0
t,81.0
h,80.0
a,80.0
t,89.0
SPACE,91.0
i,72.0
SPACE,99.0
t,65.0
e,96.0
SPACE,122.0
a,79.0
r,120.0
e,81.0
SPACE,126.0
n,89.0
i,73.0
e,55.0
SPACE,92.0
t,56.0
o,73.0
SPACE,89.0
r,57.0
BACKSPACE,73.0
e,65.0
SPACE,76.0
BACKSPACE,105.0
SPACE,97.0
t,72.0
h,105.0
e,105.0
r,89.0
e,97.0
SPACE,139.0
a,97.0
r,97.0
e,89.0
SPACE,106.0
t,80.0
o,89.0
SPACE,136.0
s,90.0
e,90.0
n,49.0
t,89.0
e,81.0
n,97.0
e,90.0
s,81.0
SPACE,98.0
i,72.0
n,89.0
