key1,key2,time
t,h,325.0
BACKSPACE,BACKSPACE,173.0
s,SPACE,199.0
SPACE,i,990.0
s,SPACE,237.0
SPACE,a,296.0
SPACE,t,678.0
t,e,182.0
e,s,201.0
t,SPACE,497.0
SPACE,t,832.0
o,SPACE,358.0
SPACE,s,336.0
s,e,270.0
e,SPACE,199.0
SPACE,i,583.0
SPACE,t,470.0
t,h,208.0
BACKSPACE,BACKSPACE,222.0
BACKSPACE,BACKSPACE,175.0
BACKSPACE,BACKSPACE,188.0
BACKSPACE,BACKSPACE,180.0
BACKSPACE,BACKSPACE,188.0
BACKSPACE,BACKSPACE,254.0
e,SPACE,160.0
s,SPACE,206.0
SPACE,t,627.0
t,h,191.0
t,SPACE,493.0
SPACE,i,585.0
SPACE,t,1540.0
e,SPACE,243.0
SPACE,a,1101.0
r,e,224.0
e,SPACE,326.0
e,SPACE,182.0
SPACE,t,898.0
o,SPACE,373.0
SPACE,t,550.0
t,h,210.0
e,r,413.0
r,e,238.0
e,SPACE,536.0
SPACE,a,455.0
r,e,215.0
e,SPACE,378.0
SPACE,t,489.0
o,SPACE,505.0
SPACE,s,707.0
s,e,330.0
e,n,208.0
t,e,233.0
e,n,139.0
e,s,242.0
s,SPACE,162.0
SPACE,i,1050.0
n,SPACE,274.0
SPACE,t,409.0
t,h,198.0
s,SPACE,217.0
BACKSPACE,BACKSPACE,222.0
BACKSPACE,BACKSPACE,185.0
s,SPACE,108.0
SPACE,s,554.0
BACKSPACE,BACKSPACE,206.0
BACKSPACE,BACKSPACE,245.0
s,SPACE,246.0
BACKSPACE,BACKSPACE,194.0
BACKSPACE,BACKSPACE,197.0
BACKSPACE,BACKSPACE,215.0
s,SPACE,177.0
SPACE,i,758.0
s,SPACE,175.0
SPACE,a,239.0
SPACE,t,655.0
t,e,255.0
e,s,249.0
t,SPACE,428.0
SPACE,t,1120.0
s,e,306.0
BACKSPACE,BACKSPACE,192.0
BACKSPACE,BACKSPACE,179.0
SPACE,s,267.0
s,e,329.0
e,SPACE,250.0
SPACE,i,590.0
SPACE,t,547.0
t,h,190.0
e,SPACE,112.0
s,SPACE,237.0
SPACE,t,522.0
t,h,203.0
t,SPACE,603.0
SPACE,i,620.0
SPACE,t,563.0
e,SPACE,191.0
SPACE,a,588.0
r,e,203.0
e,SPACE,410.0
e,SPACE,289.0
SPACE,t,692.0
o,SPACE,331.0
SPACE,t,546.0
t,h,220.0
