key,keyhold
t,91.0
h,97.0
i,71.0
s,33.0
SPACE,57.0
i,64.0
s,56.0
SPACE,77.0
a,47.0
SPACE,73.0
t,77.0
e,50.0
s,56.0
t,65.0
SPACE,85.0
t,56.0
o,73.0
SPACE,90.0
s,65.0
e,72.0
e,72.0
SPACE,67.0
i,65.0
SPACE,69.0
t,56.0
h,57.0
r,57.0
BACKSPACE,40.0
e,41.0
SPACE,74.0
o,65.0
r,72.0
s,65.0
SPACE,85.0
t,49.0
h,71.0
a,58.0
t,80.0
BACKSPACE,48.0
BACKSPACE,74.0
BACKSPACE,81.0
a,65.0
t,65.0
SPACE,70.0
i,57.0
SPACE,61.0
t,41.0
e,49.0
SPACE,58.0
a,72.0
r,112.0
e,89.0
SPACE,67.0
n,73.0
i,81.0
e,17.0
SPACE,74.0
t,57.0
o,82.0
SPACE,60.0
e,66.0
SPACE,76.0
t,73.0
h,72.0
e,64.0
r,80.0
e,74.0
SPACE,87.0
a,73.0
r,82.0
e,73.0
SPACE,66.0
t,97.0
o,57.0
SPACE,98.0
s,81.0
e,64.0
n,64.0
t,80.0
e,81.0
n,81.0
e,73.0
s,65.0
SPACE,99.0
i,88.0
n,71.0
SPACE,68.0
t,81.0
h,72.0
i,72.0
s,65.0
SPACE,66.0
a,64.0
t,73.0
a,57.0
SPACE,66.0
s,97.0
a,64.0
l,64.0
e,64.0
t,65.0
h,81.0
i,65.0
s,41.0
SPACE,49.0
i,72.0
s,48.0
SPACE,73.0
a,64.0
SPACE,90.0
t,96.0
e,72.0
s,56.0
t,65.0
SPACE,58.0
t,73.0
o,56.0
SPACE,74.0
s,56.0
e,56.0
e,63.0
SPACE,89.0
i,73.0
SPACE,60.0
t,65.0
e,57.0
BACKSPACE,73.0
BACKSPACE,64.0
h,56.0
e,57.0
SPACE,65.0
o,73.0
r,65.0
s,41.0
SPACE,60.0
t,65.0
h,73.0
a,74.0
t,73.0
SPACE,67.0
i,64.0
SPACE,66.0
t,73.0
e,56.0
SPACE,82.0
a,81.0
r,88.0
e,65.0
SPACE,58.0
n,64.0
i,80.0
e,64.0
SPACE,95.0
t,74.0
o,65.0
SPACE,84.0
e,56.0
SPACE,67.0
t,81.0
h,65.0
e,73.0
r,72.0
e,81.0
SPACE,66.0
a,96.0
r,80.0
e,72.0
SPACE,75.0
t,96.0
o,49.0
SPACE,74.0
s,81.0
e,81.0
n,89.0
t,81.0
e,65.0
n,88.0
e,89.0
s,82.0
SPACE,65.0
i,80.0
n,65.0
SPACE,81.0
t,90.0
h,81.0
i,72.0
s,64.0
SPACE,74.0
a,65.0
t,82.0
a,65.0
SPACE,75.0
s,97.0
a,81.0
l,81.0
e,65.0
t,56.0
h,74.0
i,65.0
s,25.0
SPACE,83.0
i,81.0
s,57.0
SPACE,67.0
a,65.0
SPACE,58.0
t,81.0
e,56.0
s,56.0
r,66.0
BACKSPACE,56.0
BACKSPACE,49.0
s,57.0
t,48.0
SPACE,66.0
t,73.0
o,73.0
SPACE,51.0
s,49.0
