key,keyhold
t,93.0
h,71.0
i,96.0
s,91.0
SPACE,60.0
i,100.0
s,83.0
SPACE,95.0
a,93.0
SPACE,107.0
t,82.0
e,87.0
s,78.0
t,49.0
SPACE,94.0
t,71.0
o,116.0
SPACE,83.0
s,37.0
e,71.0
e,44.0
SPACE,84.0
i,104.0
t,84.0
h,75.0
e,71.0
SPACE,202.0
BACKSPACE,118.0
BACKSPACE,82.0
BACKSPACE,128.0
BACKSPACE,105.0
BACKSPACE,129.0
SPACE,106.0
t,71.0
e,94.0
SPACE,96.0
BACKSPACE,117.0
BACKSPACE,105.0
BACKSPACE,128.0
h,105.0
t,48.0
SPACE,119.0
BACKSPACE,94.0
BACKSPACE,93.0
e,71.0
SPACE,83.0
o,94.0
r,83.0
s,82.0
SPACE,84.0
t,68.0
h,69.0
a,100.0
t,59.0
SPACE,96.0
i,94.0
SPACE,84.0
t,61.0
e,84.0
SPACE,149.0
a,121.0
r,86.0
e,70.0
SPACE,97.0
n,85.0
i,105.0
r,74.0
e,61.0
BACKSPACE,97.0
BACKSPACE,109.0
e,96.0
SPACE,100.0
r,85.0
o,69.0
SPACE,85.0
r,73.0
BACKSPACE,109.0
BACKSPACE,109.0
BACKSPACE,107.0
BACKSPACE,109.0
BACKSPACE,86.0
t,73.0
o,71.0
SPACE,87.0
e,85.0
SPACE,73.0
t,72.0
h,99.0
e,109.0
r,73.0
e,73.0
SPACE,87.0
a,104.0
r,86.0
e,83.0
SPACE,87.0
t,72.0
o,53.0
SPACE,152.0
s,96.0
e,73.0
n,100.0
BACKSPACE,109.0
BACKSPACE,141.0
BACKSPACE,84.0
n,97.0
t,74.0
e,84.0
n,124.0
e,60.0
s,37.0
SPACE,98.0
i,97.0
n,73.0
SPACE,99.0
t,73.0
h,85.0
i,87.0
s,97.0
SPACE,99.0
a,110.0
a,103.0
BACKSPACE,95.0
BACKSPACE,97.0
a,97.0
t,85.0
BACKSPACE,95.0
BACKSPACE,119.0
t,109.0
a,108.0
BACKSPACE,108.0
