key,keyhold
t,78.0
h,94.0
i,109.0
BACKSPACE,141.0
s,94.0
BACKSPACE,78.0
SPACE,109.0
i,78.0
s,94.0
SPACE,94.0
a,78.0
SPACE,78.0
t,78.0
e,63.0
s,63.0
t,78.0
SPACE,94.0
t,63.0
o,94.0
SPACE,110.0
s,78.0
e,63.0
e,78.0
SPACE,78.0
o,78.0
BACKSPACE,140.0
i,78.0
SPACE,78.0
t,78.0
h,93.0
e,31.0
SPACE,78.0
o,78.0
r,62.0
s,93.0
SPACE,94.0
t,78.0
h,78.0
a,63.0
t,78.0
SPACE,109.0
i,109.0
SPACE,110.0
t,78.0
e,78.0
SPACE,78.0
a,63.0
r,94.0
e,47.0
SPACE,109.0
n,109.0
i,78.0
e,78.0
SPACE,109.0
t,62.0
o,125.0
SPACE,78.0
e,62.0
SPACE,78.0
t,62.0
h,78.0
e,109.0
r,63.0
e,78.0
SPACE,140.0
a,110.0
r,62.0
e,47.0
SPACE,94.0
t,78.0
o,125.0
SPACE,93.0
BACKSPACE,78.0
BACKSPACE,62.0
o,78.0
SPACE,125.0
s,94.0
e,62.0
n,78.0
e,47.0
t,62.0
e,63.0
n,63.0
e,63.0
s,78.0
SPACE,78.0
i,78.0
n,78.0
SPACE,78.0
t,62.0
h,141.0
i,94.0
s,78.0
SPACE,63.0
a,78.0
t,78.0
a,47.0
SPACE,78.0
s,62.0
a,94.0
l,93.0
e,62.0
t,78.0
h,110.0
i,94.0
s,109.0
SPACE,109.0
i,78.0
a,78.0
SPACE,93.0
BACKSPACE,78.0
BACKSPACE,78.0
s,62.0
SPACE,94.0
a,78.0
SPACE,78.0
t,78.0
e,62.0
s,62.0
t,78.0
SPACE,109.0
t,63.0
o,140.0
SPACE,78.0
s,109.0
BACKSPACE,109.0
e,93.0
e,94.0
SPACE,141.0
i,78.0
SPACE,63.0
t,78.0
h,94.0
e,78.0
SPACE,94.0
o,78.0
r,63.0
s,62.0
SPACE,78.0
t,78.0
h,93.0
a,78.0
t,78.0
SPACE,109.0
i,109.0
SPACE,109.0
t,78.0
e,62.0
SPACE,78.0
a,125.0
r,47.0
e,93.0
SPACE,93.0
n,141.0
i,93.0
e,78.0
SPACE,94.0
t,63.0
o,78.0
i,94.0
BACKSPACE,93.0
SPACE,94.0
e,78.0
t,62.0
h,94.0
e,109.0
r,63.0
BACKSPACE,94.0
BACKSPACE,62.0
BACKSPACE,63.0
BACKSPACE,78.0
SPACE,78.0
t,62.0
h,94.0
e,78.0
r,62.0
e,78.0
SPACE,78.0
a,78.0
r,78.0
e,47.0
SPACE,109.0
t,78.0
BACKSPACE,125.0
o,78.0
SPACE,109.0
s,78.0
e,62.0
n,93.0
t,78.0
e,62.0
n,78.0
e,78.0
s,78.0
SPACE,78.0
i,78.0
n,78.0
SPACE,93.0
t,78.0
h,78.0
i,109.0
s,78.0
BACKSPACE,78.0
BACKSPACE,78.0
BACKSPACE,47.0
s,46.0
BACKSPACE,94.0
i,63.0
s,78.0
SPACE,109.0
a,78.0
t,78.0
a,109.0
s,15.0
SPACE,62.0
BACKSPACE,78.0
BACKSPACE,63.0
SPACE,94.0
s,62.0
a,78.0
l,94.0
e,62.0
t,78.0
h,94.0
i,94.0
s,78.0
SPACE,94.0
a,94.0
BACKSPACE,125.0
i,94.0
s,94.0
SPACE,93.0
a,78.0
SPACE,62.0
t,94.0
e,47.0
s,94.0
t,78.0
SPACE,125.0
t,78.0
o,125.0
SPACE,110.0
s,94.0
e,78.0
e,78.0
SPACE,94.0
i,93.0
SPACE,78.0
t,63.0
h,78.0
e,62.0
SPACE,78.0
o,94.0
r,62.0
s,78.0
SPACE,94.0
t,63.0
h,93.0
a,78.0
t,62.0
SPACE,125.0
i,94.0
SPACE,109.0
t,78.0
e,78.0
SPACE,109.0
a,63.0
r,125.0
e,15.0
SPACE,110.0
n,94.0
i,94.0
BACKSPACE,94.0
i,94.0
e,78.0
SPACE,93.0
t,78.0
o,109.0
SPACE,62.0
e,62.0
SPACE,93.0
BACKSPACE,78.0
SPACE,78.0
t,78.0
h,109.0
e,125.0
r,63.0
e,94.0
SPACE,78.0
a,109.0
r,94.0
e,62.0
SPACE,93.0
t,94.0
o,94.0
SPACE,109.0
s,78.0
e,78.0
n,94.0
t,78.0
e,78.0
n,94.0
e,93.0
s,110.0
SPACE,109.0
